math score,reading score,writing score,gender,race/ethnicity,parental level of education,lunch,test preparation course
59,65,63,male,group E,associate's degree,free/reduced,completed
69,72,76,female,group E,some high school,standard,none
74,83,83,female,group D,some college,standard,completed
40,51,52,female,group E,some high school,free/reduced,none
74,72,72,male,group E,some high school,standard,none
64,69,67,female,group B,high school,standard,none
95,89,88,male,group C,high school,standard,completed
93,92,96,female,group D,some high school,free/reduced,completed
61,82,81,female,group C,some high school,standard,completed
59,50,40,male,group D,high school,free/reduced,completed
43,33,32,male,group C,master's degree,standard,none
43,52,61,female,group C,master's degree,standard,none
46,44,49,male,group A,some college,free/reduced,completed
50,49,46,female,group C,master's degree,free/reduced,completed
40,50,50,female,group D,master's degree,standard,none
74,77,78,female,group E,master's degree,standard,completed
60,72,78,female,group C,some college,free/reduced,completed
64,78,79,male,group E,some college,standard,completed
75,73,77,male,group E,some college,standard,completed
70,90,94,female,group E,some high school,standard,completed
90,84,82,male,group A,some college,standard,completed
83,78,82,male,group C,master's degree,standard,completed
53,58,49,male,group C,master's degree,free/reduced,none
69,74,74,female,group C,some high school,free/reduced,completed
68,64,65,male,group A,bachelor's degree,free/reduced,completed
51,57,56,male,group B,high school,standard,completed
65,77,79,female,group E,associate's degree,standard,completed
77,67,64,male,group E,master's degree,free/reduced,completed
73,68,72,female,group C,associate's degree,standard,completed
58,68,69,female,group D,some high school,free/reduced,none
59,56,65,female,group C,high school,standard,none
76,65,71,male,group A,associate's degree,standard,completed
43,51,46,male,group D,high school,free/reduced,none
48,70,70,female,group D,master's degree,free/reduced,none
91,88,87,male,group B,some high school,standard,none
65,75,74,female,group B,some high school,standard,none
61,68,69,male,group E,bachelor's degree,free/reduced,none
75,95,91,male,group D,some high school,free/reduced,completed
58,80,78,female,group A,some high school,free/reduced,completed
97,93,100,female,group E,some high school,standard,completed
50,38,38,male,group D,master's degree,free/reduced,none
84,93,88,female,group C,high school,standard,completed
86,84,81,male,group B,high school,standard,completed
66,64,70,male,group B,master's degree,free/reduced,completed
69,69,65,female,group E,associate's degree,standard,none
93,94,92,female,group D,some high school,standard,completed
58,69,70,female,group B,some high school,free/reduced,completed
64,75,72,male,group D,associate's degree,free/reduced,completed
57,71,66,female,group C,bachelor's degree,standard,completed
49,59,62,female,group A,associate's degree,free/reduced,none
59,59,51,male,group D,some college,standard,completed
51,52,50,male,group A,some college,standard,none
71,79,79,female,group A,associate's degree,standard,none
60,73,68,female,group C,high school,free/reduced,none
62,73,71,female,group C,associate's degree,standard,none
66,73,71,female,group A,some high school,standard,completed
41,29,32,male,group B,some high school,free/reduced,none
63,64,69,male,group A,bachelor's degree,standard,none
73,67,65,male,group C,some college,standard,none
43,55,60,female,group A,some high school,free/reduced,none
61,74,74,male,group B,some college,free/reduced,none
23,38,35,female,group B,master's degree,free/reduced,completed
84,89,93,female,group B,master's degree,standard,none
60,59,47,male,group B,master's degree,free/reduced,none
62,76,65,male,group D,some college,standard,none
66,71,68,female,group D,bachelor's degree,free/reduced,none
61,69,66,female,group B,high school,free/reduced,none
74,85,84,female,group B,some college,free/reduced,completed
60,54,47,male,group D,master's degree,standard,none
65,75,78,female,group E,some high school,free/reduced,completed
87,98,93,female,group C,some college,standard,completed
94,86,84,male,group E,some high school,free/reduced,completed
75,70,72,male,group E,bachelor's degree,standard,completed
73,68,75,male,group B,associate's degree,standard,completed
53,69,67,female,group E,some high school,free/reduced,completed
58,81,81,female,group C,bachelor's degree,standard,completed
66,63,53,male,group E,some high school,free/reduced,completed
78,71,75,male,group E,some college,standard,none
88,78,81,male,group A,associate's degree,standard,completed
83,72,74,female,group A,some high school,standard,completed
100,98,96,male,group C,some high school,standard,completed
63,78,77,female,group D,some college,free/reduced,completed
67,74,77,female,group E,associate's degree,standard,completed
49,59,57,female,group D,master's degree,free/reduced,completed
64,71,66,female,group A,associate's degree,free/reduced,none
63,68,60,female,group B,some college,standard,none
70,69,73,female,group C,master's degree,standard,completed
68,91,92,female,group A,master's degree,free/reduced,completed
49,56,60,female,group D,high school,free/reduced,none
83,84,83,male,group A,master's degree,standard,completed
92,91,92,female,group C,associate's degree,standard,completed
88,78,78,male,group E,some college,standard,none
59,66,71,male,group B,high school,standard,none
45,53,55,female,group C,bachelor's degree,free/reduced,none
66,61,49,male,group C,associate's degree,free/reduced,none
62,53,60,male,group A,associate's degree,free/reduced,none
73,84,86,female,group B,high school,standard,completed
93,91,96,male,group E,some college,standard,completed
58,56,56,male,group B,associate's degree,free/reduced,none
74,81,77,male,group D,master's degree,free/reduced,none
79,71,63,male,group E,high school,standard,completed
58,58,64,male,group D,some college,free/reduced,none
72,83,82,female,group C,some college,free/reduced,none
48,64,65,female,group D,some college,free/reduced,none
67,83,78,female,group A,some college,standard,none
76,79,85,female,group A,associate's degree,free/reduced,completed
49,49,51,female,group D,some college,free/reduced,none
75,71,75,male,group E,high school,standard,none
58,57,56,male,group A,high school,free/reduced,completed
86,83,81,male,group D,associate's degree,standard,none
58,61,62,male,group A,some college,free/reduced,completed
51,52,57,male,group A,some high school,free/reduced,completed
35,47,44,male,group B,associate's degree,free/reduced,completed
47,38,36,female,group D,master's degree,standard,none
59,57,47,male,group D,high school,free/reduced,none
74,77,74,female,group E,bachelor's degree,standard,completed
68,64,56,male,group A,associate's degree,free/reduced,none
64,68,68,female,group D,some college,standard,none
64,63,59,female,group D,bachelor's degree,standard,none
48,54,59,female,group A,associate's degree,standard,completed
53,50,52,male,group A,high school,free/reduced,none
50,49,45,male,group C,bachelor's degree,standard,none
100,86,83,male,group B,high school,standard,completed
73,71,66,female,group B,high school,standard,none
79,84,84,female,group E,high school,free/reduced,completed
64,65,69,female,group C,some high school,free/reduced,none
69,68,69,male,group E,bachelor's degree,standard,completed
97,82,82,male,group C,bachelor's degree,standard,completed
53,44,40,female,group C,high school,free/reduced,none
77,79,81,female,group D,some high school,standard,completed
85,83,82,male,group E,high school,standard,completed
82,74,72,male,group D,bachelor's degree,standard,completed
77,84,81,female,group C,master's degree,standard,completed
40,40,37,male,group C,some high school,standard,none
66,74,73,male,group B,associate's degree,free/reduced,none
84,97,97,female,group A,bachelor's degree,standard,none
53,58,61,female,group A,master's degree,standard,none
100,96,92,female,group E,bachelor's degree,standard,completed
46,58,50,male,group E,some high school,free/reduced,none
62,77,71,female,group C,bachelor's degree,standard,none
76,85,82,female,group C,some high school,standard,none
57,58,55,male,group B,some high school,free/reduced,none
82,62,64,male,group C,bachelor's degree,free/reduced,none
57,37,32,male,group A,associate's degree,free/reduced,none
97,91,93,male,group C,high school,standard,none
64,61,59,male,group C,associate's degree,free/reduced,none
53,71,71,female,group D,some college,free/reduced,none
71,77,76,female,group D,high school,standard,completed
58,61,71,female,group A,bachelor's degree,standard,completed
75,77,80,male,group C,some college,standard,completed
54,63,57,female,group C,some college,standard,completed
52,58,56,female,group D,some college,free/reduced,none
73,94,90,female,group D,high school,free/reduced,none
69,70,60,female,group A,high school,standard,none
63,72,65,female,group C,high school,standard,none
60,68,71,male,group E,associate's degree,free/reduced,none
41,56,63,female,group D,some high school,free/reduced,none
81,64,56,male,group B,high school,standard,completed
72,68,66,male,group C,high school,standard,none
67,54,59,male,group D,some high school,standard,none
72,79,76,male,group B,some college,standard,completed
74,81,82,female,group D,some college,standard,none
48,52,48,female,group B,master's degree,standard,completed
82,86,86,female,group E,some high school,standard,completed
100,86,85,male,group A,master's degree,standard,none
42,48,49,female,group D,high school,free/reduced,completed
67,78,79,female,group D,some high school,standard,none
86,83,77,male,group C,associate's degree,standard,none
67,76,67,female,group E,some college,standard,completed
66,80,84,female,group A,bachelor's degree,free/reduced,completed
69,69,72,female,group E,some high school,standard,none
83,91,88,female,group D,bachelor's degree,standard,completed
58,67,62,female,group B,some college,standard,none
64,53,52,male,group A,associate's degree,free/reduced,none
73,81,71,male,group E,some college,standard,completed
54,62,60,female,group B,bachelor's degree,free/reduced,none
63,55,48,female,group E,master's degree,free/reduced,none
50,53,48,male,group C,some college,standard,completed
58,54,51,male,group A,some high school,free/reduced,none
54,53,47,male,group D,associate's degree,free/reduced,none
45,54,56,female,group C,high school,free/reduced,completed
45,50,44,male,group C,high school,free/reduced,none
72,64,66,male,group D,master's degree,standard,none
73,66,64,male,group B,high school,standard,completed
44,64,61,female,group E,bachelor's degree,free/reduced,completed
62,58,53,female,group E,some college,free/reduced,none
54,43,47,male,group C,associate's degree,standard,completed
97,100,100,female,group D,high school,free/reduced,completed
63,72,65,female,group A,high school,standard,none
88,90,90,female,group D,some college,free/reduced,none
