checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,14,existing paid,furniture/equipment,2809,<100,1<=X<4,2,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,yes,yes,good
0<=X<200,17,existing paid,new car,1357,<100,1<=X<4,4,male single,none,2,car,40,none,own,1,skilled,1,none,yes,good
<0,16,existing paid,new car,1915,<100,>=7,4,male single,none,4,car,27,none,own,1,skilled,1,yes,yes,bad
no checking,9,existing paid,radio/tv,1117,<100,1<=X<4,4,male single,none,4,car,23,none,own,1,skilled,1,none,yes,good
no checking,41,critical/other existing credit,business,2227,<100,1<=X<4,2,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good
0<=X<200,10,existing paid,new car,1464,<100,1<=X<4,2,male single,none,2,real estate,35,none,own,1,unskilled resident,1,none,yes,good
<0,11,existing paid,radio/tv,907,<100,1<=X<4,4,male mar/wid,none,2,car,26,none,own,1,skilled,1,none,yes,good
no checking,17,critical/other existing credit,radio/tv,5164,<100,>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,yes,yes,good
no checking,13,critical/other existing credit,radio/tv,1365,<100,1<=X<4,4,male single,none,2,real estate,37,none,own,2,skilled,1,none,yes,good
<0,15,existing paid,new car,2193,<100,>=7,4,male single,none,4,no known property,29,none,own,1,skilled,1,yes,yes,bad
no checking,26,existing paid,radio/tv,2203,<100,>=7,4,male single,none,4,car,56,none,own,1,skilled,1,yes,yes,good
no checking,10,critical/other existing credit,radio/tv,3549,no known savings,1<=X<4,4,male single,none,2,car,33,none,own,2,skilled,1,yes,yes,good
0<=X<200,13,existing paid,new car,1650,<100,1<=X<4,2,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
<0,11,existing paid,new car,1318,<100,>=7,4,male single,none,4,life insurance,41,none,own,1,skilled,1,none,yes,good
no checking,9,existing paid,furniture/equipment,1757,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,good
no checking,24,existing paid,used car,3596,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,11,critical/other existing credit,radio/tv,1436,<100,1<=X<4,4,male single,none,2,real estate,44,none,own,2,skilled,1,none,yes,good
no checking,41,existing paid,furniture/equipment,3552,<100,1<=X<4,4,male single,none,2,car,22,none,own,1,skilled,1,yes,yes,good
no checking,46,existing paid,used car,4227,<100,<1,4,female div/dep/mar,none,4,car,29,none,own,1,skilled,1,yes,yes,good
no checking,4,existing paid,furniture/equipment,2557,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,good
no checking,23,existing paid,used car,3340,<100,>=7,4,male single,none,4,car,28,none,own,1,skilled,1,yes,yes,good
<0,13,existing paid,new car,1494,<100,1<=X<4,4,male single,none,4,life insurance,25,none,own,1,skilled,1,none,yes,bad
<0,14,existing paid,new car,1088,<100,>=7,4,male single,none,4,life insurance,48,none,own,1,skilled,1,none,yes,good
no checking,11,critical/other existing credit,radio/tv,3663,<100,1<=X<4,2,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good
0<=X<200,14,existing paid,furniture/equipment,1321,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,25,none,own,1,skilled,1,none,yes,good
<0,11,existing paid,radio/tv,1339,<100,<1,1,female div/dep/mar,none,1,real estate,21,none,own,1,skilled,1,none,yes,good
no checking,16,existing paid,radio/tv,674,<100,>=7,4,male single,none,4,real estate,29,none,own,1,skilled,1,none,yes,good
no checking,10,existing paid,new car,2005,<100,1<=X<4,2,male single,none,2,life insurance,45,none,own,2,skilled,1,none,yes,good
<0,24,existing paid,furniture/equipment,3827,<100,1<=X<4,4,male single,none,4,car,34,none,own,1,skilled,1,yes,yes,bad
no checking,16,critical/other existing credit,radio/tv,689,<100,1<=X<4,2,male single,none,2,real estate,33,none,own,2,skilled,1,none,yes,good
0<=X<200,15,existing paid,business,3906,<100,1<=X<4,2,male single,none,2,car,29,none,own,1,skilled,1,none,yes,good
no checking,6,existing paid,radio/tv,1147,<100,1<=X<4,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,829,<100,>=7,4,male single,none,4,car,65,none,own,2,skilled,1,yes,yes,good
no checking,20,existing paid,radio/tv,2137,<100,1<=X<4,4,male single,none,4,car,26,none,own,1,skilled,1,yes,yes,good
<0,11,existing paid,radio/tv,1657,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,radio/tv,746,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,23,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,radio/tv,268,<100,>=7,4,female div/dep/mar,none,4,car,29,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,836,<100,>=7,4,female div/dep/mar,none,4,car,48,none,own,1,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,1219,<100,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,good
0<=X<200,14,existing paid,new car,3331,<100,<1,1,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,good
<0,15,existing paid,new car,3354,<100,1<=X<4,4,male single,none,4,life insurance,25,none,own,1,skilled,1,none,yes,bad
no checking,15,critical/other existing credit,new car,1275,<100,>=7,2,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,good
no checking,11,existing paid,radio/tv,3801,<100,1<=X<4,4,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,good
no checking,19,existing paid,radio/tv,2178,<100,1<=X<4,4,female div/dep/mar,none,2,car,23,none,own,1,skilled,1,none,yes,good
<0,11,existing paid,new car,1685,<100,<1,2,male single,none,4,life insurance,24,none,own,1,skilled,1,none,yes,good
<0,8,existing paid,furniture/equipment,2253,<100,<1,2,female div/dep/mar,none,4,life insurance,40,none,rent,1,skilled,1,none,yes,good
<0,11,critical/other existing credit,new car,1904,<100,1<=X<4,4,male single,none,4,life insurance,43,none,own,2,skilled,1,none,yes,good
0<=X<200,19,delayed previously,business,3078,<100,1<=X<4,4,male single,none,2,car,25,none,own,2,skilled,1,yes,yes,bad
no checking,10,existing paid,furniture/equipment,2827,<100,1<=X<4,2,male single,none,4,car,30,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,912,no known savings,1<=X<4,4,male single,none,4,car,46,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,furniture/equipment,3499,<100,1<=X<4,4,female div/dep/mar,none,4,car,22,none,own,1,skilled,1,yes,yes,good
0<=X<200,45,critical/other existing credit,used car,7933,<100,>=7,2,male single,none,4,no known property,40,none,own,2,skilled,1,yes,yes,good
no checking,7,existing paid,radio/tv,1536,<100,1<=X<4,4,male single,none,2,real estate,25,none,own,2,skilled,1,none,yes,good
no checking,8,existing paid,furniture/equipment,1162,<100,1<=X<4,4,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,good
0<=X<200,16,existing paid,furniture/equipment,3860,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,7,existing paid,radio/tv,334,<100,1<=X<4,4,male single,none,4,car,43,none,own,1,skilled,1,none,yes,good
no checking,11,critical/other existing credit,radio/tv,1475,<100,>=7,4,male single,none,4,car,44,none,own,2,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,1578,<100,1<=X<4,4,male single,none,4,real estate,48,none,own,1,skilled,1,none,yes,good
no checking,6,existing paid,new car,3244,<100,>=7,4,male single,none,4,car,30,none,own,1,skilled,1,yes,yes,good
<0,16,existing paid,new car,1704,<100,1<=X<4,4,male single,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,furniture/equipment,1290,<100,<1,4,female div/dep/mar,none,4,life insurance,27,none,rent,1,skilled,1,none,yes,good
0<=X<200,14,existing paid,new car,1837,<100,1<=X<4,4,male single,none,2,car,26,none,own,2,skilled,1,none,yes,good
no checking,23,critical/other existing credit,new car,3768,<100,>=7,4,male single,none,4,life insurance,62,none,own,1,skilled,1,yes,yes,good
<0,15,existing paid,new car,1190,<100,1<=X<4,4,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,bad
0<=X<200,56,existing paid,furniture/equipment,3200,<100,1<=X<4,2,male single,none,4,no known property,37,none,own,1,skilled,1,yes,yes,good
no checking,7,critical/other existing credit,radio/tv,605,<100,1<=X<4,4,male single,none,4,real estate,43,none,own,2,skilled,1,none,yes,good
no checking,9,critical/other existing credit,used car,3048,<100,>=7,4,male single,none,4,life insurance,48,none,own,1,skilled,1,yes,yes,good
no checking,15,critical/other existing credit,radio/tv,935,<100,1<=X<4,2,male single,none,2,real estate,43,none,own,2,skilled,1,none,yes,good
no checking,11,existing paid,radio/tv,1048,<100,1<=X<4,4,male single,none,4,real estate,40,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1694,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,22,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,new car,3720,<100,1<=X<4,2,male single,none,2,car,25,none,own,1,skilled,1,none,yes,good
no checking,7,existing paid,radio/tv,1959,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,45,none,own,1,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,2191,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
0<=X<200,14,existing paid,radio/tv,953,<100,1<=X<4,2,male single,guarantor,2,real estate,28,none,own,1,unskilled resident,1,none,yes,good
<0,30,existing paid,new car,5041,<100,<1,1,female div/dep/mar,none,4,life insurance,26,none,own,1,skilled,1,none,yes,bad
<0,16,critical/other existing credit,new car,1165,<100,>=7,4,male single,none,4,no known property,62,none,for free,2,skilled,1,none,yes,bad
no checking,23,existing paid,radio/tv,2731,<100,>=7,4,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,good
<0,11,existing paid,new car,1794,<100,<1,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,bad
<0,12,existing paid,new car,1054,<100,1<=X<4,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,bad
no checking,8,critical/other existing credit,new car,1726,<100,>=7,4,male single,none,4,real estate,64,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,2122,<100,>=7,4,male single,none,4,car,27,none,own,1,skilled,1,none,yes,good
<0,23,existing paid,furniture/equipment,2716,<100,<1,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,960,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
<0,10,existing paid,new car,1438,<100,1<=X<4,4,male single,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,9,existing paid,new car,2061,<100,1<=X<4,4,male single,none,4,real estate,60,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,furniture/equipment,3718,<100,<1,1,male single,none,1,real estate,29,none,own,1,unskilled resident,1,none,yes,good
no checking,19,existing paid,radio/tv,250,<100,1<=X<4,4,male single,none,2,real estate,23,none,own,1,skilled,1,none,yes,good
0<=X<200,37,delayed previously,business,3833,<100,1<=X<4,1,male single,none,2,car,27,none,own,2,skilled,1,yes,yes,bad
no checking,13,existing paid,radio/tv,3037,<100,>=7,4,male single,none,4,no known property,40,none,own,1,skilled,1,yes,yes,good
no checking,18,existing paid,radio/tv,2026,<100,1<=X<4,2,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,2371,<100,1<=X<4,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
<0,13,existing paid,new car,3200,<100,<1,2,female div/dep/mar,none,4,life insurance,27,none,own,1,skilled,1,none,yes,bad
<0,8,existing paid,new car,260,<100,>=7,4,male single,none,4,life insurance,39,none,own,1,skilled,1,none,yes,good
no checking,24,critical/other existing credit,radio/tv,1334,<100,>=7,4,male single,none,4,car,33,none,own,2,skilled,1,yes,yes,good
<0,13,existing paid,radio/tv,4005,<100,1<=X<4,4,male single,none,4,car,27,none,own,1,skilled,1,yes,yes,good
no checking,31,existing paid,used car,4423,<100,1<=X<4,4,male single,none,4,car,37,none,own,1,skilled,1,yes,yes,good
0<=X<200,52,no credits/all paid,business,7344,<100,1<=X<4,2,male single,none,2,no known property,36,none,own,2,skilled,1,yes,yes,bad
<0,10,existing paid,new car,364,<100,1<=X<4,4,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,bad
<0,10,existing paid,new car,2220,<100,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,1159,<100,>=7,4,male single,none,4,no known property,52,none,for free,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,2712,<100,>=7,4,male single,none,2,life insurance,42,none,own,1,skilled,1,none,yes,good
no checking,7,existing paid,radio/tv,977,<100,1<=X<4,4,male single,none,2,real estate,30,none,own,1,skilled,1,none,yes,good
no checking,19,existing paid,radio/tv,1006,<100,1<=X<4,4,male single,none,4,car,35,none,own,1,skilled,1,none,yes,good
no checking,13,critical/other existing credit,new car,1125,<100,>=7,4,male single,none,4,no known property,56,none,own,1,skilled,1,yes,yes,good
<0,17,existing paid,new car,1400,<100,1<=X<4,2,male single,none,4,no known property,38,none,own,1,skilled,1,none,yes,good
<0,9,critical/other existing credit,new car,3000,<100,>=7,1,male single,none,4,life insurance,51,none,own,1,unskilled resident,2,none,yes,good
no checking,14,existing paid,radio/tv,2782,<100,1<=X<4,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,good
no checking,6,existing paid,radio/tv,616,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
no checking,19,critical/other existing credit,new car,1880,<100,>=7,4,male single,none,4,no known property,54,none,for free,1,skilled,1,yes,yes,good
no checking,8,existing paid,radio/tv,1759,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,25,none,own,1,skilled,1,none,yes,good
no checking,9,critical/other existing credit,radio/tv,1162,<100,>=7,4,male single,none,4,car,36,none,own,2,skilled,1,none,yes,good
no checking,10,existing paid,radio/tv,1872,<100,1<=X<4,4,male single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,510,<100,1<=X<4,4,male single,none,2,car,24,none,own,1,skilled,1,none,yes,good
no checking,38,critical/other existing credit,used car,2461,<100,<1,1,male single,none,4,life insurance,50,none,own,2,skilled,1,none,yes,good
no checking,23,existing paid,new car,3796,<100,>=7,4,male single,none,4,life insurance,23,none,own,2,skilled,1,yes,yes,good
no checking,14,critical/other existing credit,new car,1336,<100,>=7,4,male single,none,4,no known property,69,none,own,1,skilled,1,yes,yes,good
<0,33,existing paid,new car,3152,<100,<1,1,male single,none,4,life insurance,49,none,own,1,skilled,1,none,yes,good
<0,13,existing paid,new car,3493,<100,<1,1,female div/dep/mar,none,4,life insurance,27,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,3615,<100,1<=X<4,4,male single,none,4,car,43,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,1923,<100,1<=X<4,4,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
no checking,14,critical/other existing credit,radio/tv,3140,<100,1<=X<4,2,male single,none,4,real estate,40,none,own,1,skilled,1,none,yes,good
<0,18,existing paid,new car,1443,<100,<1,4,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,bad
<0,10,existing paid,new car,1225,<100,1<=X<4,2,male single,none,4,life insurance,49,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1112,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
<0,9,existing paid,new car,1156,<100,>=7,4,male single,none,4,life insurance,61,none,own,1,skilled,1,none,yes,good
no checking,11,critical/other existing credit,business,2737,<100,1<=X<4,2,male single,none,2,real estate,30,none,own,2,skilled,1,none,yes,good
<0,24,existing paid,new car,3345,<100,>=7,4,male single,none,4,car,21,none,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,new car,3780,<100,>=7,4,male single,none,4,car,42,none,own,2,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,822,<100,>=7,4,male single,none,4,real estate,61,none,own,1,skilled,1,none,yes,good
<0,15,existing paid,radio/tv,1334,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes,good
no checking,13,critical/other existing credit,radio/tv,1624,<100,1<=X<4,4,male single,none,2,car,28,none,own,2,skilled,1,none,yes,good
0<=X<200,8,existing paid,new car,3081,<100,1<=X<4,2,male single,none,4,car,36,none,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,2385,<100,1<=X<4,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,16,existing paid,furniture/equipment,3452,<100,1<=X<4,2,male single,none,2,real estate,34,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,radio/tv,3735,<100,1<=X<4,4,male single,none,2,car,27,none,own,1,skilled,1,yes,yes,bad
no checking,4,existing paid,radio/tv,1005,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,furniture/equipment,3825,<100,>=7,4,female div/dep/mar,none,4,life insurance,65,none,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,new car,1366,<100,>=7,4,male single,none,4,car,70,none,own,1,skilled,1,yes,yes,good
0<=X<200,15,critical/other existing credit,business,6243,<100,1<=X<4,2,male single,none,2,car,34,none,own,2,skilled,1,yes,yes,good
no checking,14,existing paid,radio/tv,417,<100,1<=X<4,4,male single,none,2,real estate,23,none,own,1,skilled,1,none,yes,good
no checking,22,critical/other existing credit,radio/tv,1708,<100,>=7,4,male single,none,4,car,38,none,own,2,skilled,1,none,yes,good
no checking,9,existing paid,radio/tv,1297,<100,>=7,4,male single,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,2898,<100,>=7,2,male single,none,4,real estate,32,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,furniture/equipment,882,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,none,yes,good
0<=X<200,19,existing paid,radio/tv,2152,<100,1<=X<4,4,male single,none,2,car,25,none,own,1,skilled,1,none,yes,good
no checking,14,critical/other existing credit,new car,3692,<100,>=7,4,male single,none,4,life insurance,45,none,own,2,skilled,1,none,yes,good
<0,10,existing paid,radio/tv,1975,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,21,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,4653,<100,1<=X<4,4,male single,none,2,car,26,none,own,2,skilled,1,yes,yes,good
<0,10,existing paid,new car,1571,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,59,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,radio/tv,2163,<100,1<=X<4,4,male single,none,2,car,26,none,own,2,skilled,1,none,yes,good
<0,9,existing paid,radio/tv,866,<100,<1,4,female div/dep/mar,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,radio/tv,2500,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,good
no checking,44,existing paid,used car,4091,<100,>=7,4,male single,none,4,car,44,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,existing paid,radio/tv,1215,<100,1<=X<4,4,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,good
<0,11,existing paid,furniture/equipment,2893,<100,<1,2,female div/dep/mar,none,4,life insurance,22,none,own,1,skilled,1,none,yes,bad
0<=X<200,13,existing paid,new car,1415,<100,1<=X<4,4,male single,none,2,car,25,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,2417,<100,1<=X<4,4,male single,none,2,life insurance,42,none,own,1,skilled,1,none,yes,good
no checking,10,critical/other existing credit,radio/tv,1233,<100,>=7,4,male single,none,4,real estate,52,none,own,2,skilled,1,none,yes,good
no checking,8,critical/other existing credit,radio/tv,1632,<100,>=7,4,male single,none,4,real estate,58,none,own,2,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,1053,<100,1<=X<4,4,male single,none,2,real estate,47,none,own,2,skilled,1,none,yes,good
no checking,17,existing paid,radio/tv,1124,<100,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
no checking,21,existing paid,radio/tv,2922,no known savings,>=7,4,male single,none,4,car,45,none,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,radio/tv,1396,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
0<=X<200,9,existing paid,new car,2804,<100,1<=X<4,2,male single,none,2,life insurance,39,none,own,2,skilled,1,none,yes,good
no checking,15,critical/other existing credit,radio/tv,2155,<100,1<=X<4,4,male single,none,4,real estate,27,none,own,2,skilled,1,none,yes,good
<0,10,existing paid,new car,1845,<100,<1,1,male single,none,4,real estate,45,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1423,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,bad
0<=X<200,12,existing paid,radio/tv,1108,<100,1<=X<4,4,male single,none,2,real estate,30,none,own,1,unskilled resident,1,none,yes,good
<0,32,existing paid,new car,3945,<100,<1,1,male single,none,4,life insurance,23,none,own,1,skilled,1,none,yes,bad
no checking,10,existing paid,new car,1342,<100,1<=X<4,4,male single,none,4,real estate,56,none,own,1,unskilled resident,1,none,yes,good
no checking,13,critical/other existing credit,radio/tv,3474,<100,>=7,4,male single,none,4,car,32,none,own,1,skilled,1,yes,yes,good
no checking,8,existing paid,radio/tv,1821,<100,1<=X<4,4,male single,none,2,real estate,48,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,furniture/equipment,2781,<100,>=7,4,male single,none,4,life insurance,60,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1360,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,furniture/equipment,2382,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,good
no checking,12,existing paid,used car,2090,<100,1<=X<4,1,male single,none,4,car,29,none,own,1,skilled,1,yes,yes,good
no checking,14,critical/other existing credit,radio/tv,480,<100,1<=X<4,4,male single,none,2,real estate,33,none,own,2,skilled,1,none,yes,good
no checking,22,existing paid,used car,2705,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,14,critical/other existing credit,radio/tv,1527,<100,1<=X<4,2,male single,none,2,real estate,33,none,own,2,skilled,1,none,yes,good
0<=X<200,9,existing paid,new car,2521,<100,<1,2,male single,none,2,life insurance,23,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,furniture/equipment,4405,<100,1<=X<4,2,female div/dep/mar,none,2,car,25,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,3116,<100,1<=X<4,2,male single,none,4,life insurance,41,none,own,1,skilled,1,none,yes,good
no checking,10,existing paid,furniture/equipment,3310,<100,1<=X<4,4,male single,none,4,car,25,none,own,1,skilled,1,yes,yes,good
no checking,14,existing paid,radio/tv,2056,<100,1<=X<4,4,male single,none,2,car,38,none,own,1,skilled,1,yes,yes,good
0<=X<200,15,existing paid,new car,1225,<100,1<=X<4,4,male single,none,3,real estate,29,none,own,2,skilled,1,none,yes,good
no checking,23,critical/other existing credit,radio/tv,1396,<100,1<=X<4,2,male single,none,2,real estate,56,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,2478,<100,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,none,yes,good
no checking,9,critical/other existing credit,new car,250,<100,>=7,4,male single,none,4,real estate,59,none,own,2,unskilled resident,1,none,yes,good
no checking,39,existing paid,radio/tv,3334,<100,1<=X<4,4,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,yes,yes,good
no checking,14,existing paid,radio/tv,1331,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,19,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,791,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,3572,<100,1<=X<4,4,male single,none,2,car,27,none,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,796,<100,1<=X<4,4,male single,none,4,car,41,none,own,1,skilled,1,yes,yes,good
no checking,25,critical/other existing credit,used car,3418,no known savings,>=7,4,male single,none,4,no known property,46,none,own,2,skilled,1,yes,yes,good
<0,18,existing paid,new car,2197,<100,1<=X<4,4,female div/dep/mar,none,4,car,32,none,own,1,skilled,1,none,yes,good
no checking,10,critical/other existing credit,radio/tv,3164,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,skilled,1,none,yes,good
no checking,16,critical/other existing credit,new car,1776,<100,>=7,4,male single,none,4,car,26,none,own,2,skilled,1,none,yes,good
0<=X<200,51,delayed previously,business,2819,<100,1<=X<4,2,male single,none,2,car,48,none,own,2,skilled,1,yes,yes,good
no checking,13,existing paid,radio/tv,2448,<100,1<=X<4,4,male single,none,4,car,26,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,radio/tv,1087,<100,1<=X<4,4,female div/dep/mar,none,2,car,26,none,own,1,skilled,1,none,yes,good
<0,13,existing paid,furniture/equipment,1371,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,40,none,own,1,skilled,1,none,yes,good
no checking,8,critical/other existing credit,radio/tv,3635,<100,>=7,4,male single,none,4,real estate,45,none,own,1,skilled,1,none,yes,good
no checking,33,existing paid,radio/tv,5104,<100,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,good
no checking,6,existing paid,radio/tv,1341,<100,1<=X<4,4,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes,good
no checking,47,existing paid,used car,6091,<100,1<=X<4,2,male single,none,4,car,31,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,9,existing paid,radio/tv,2133,<100,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,good
0<=X<200,47,existing paid,business,10409,<100,1<=X<4,2,male single,none,2,life insurance,33,none,own,1,skilled,2,none,yes,good
no checking,14,critical/other existing credit,new car,2844,<100,1<=X<4,4,male single,none,4,life insurance,32,none,own,2,skilled,1,none,yes,good
no checking,9,critical/other existing credit,radio/tv,1790,<100,1<=X<4,4,male single,none,2,real estate,28,none,own,2,skilled,1,none,yes,good
0<=X<200,15,existing paid,new car,1602,<100,<1,4,female div/dep/mar,none,2,car,25,none,own,1,skilled,1,none,yes,bad
no checking,10,existing paid,radio/tv,2339,<100,1<=X<4,2,male single,none,2,car,26,none,own,1,skilled,1,none,yes,good
<0,13,existing paid,new car,889,<100,1<=X<4,4,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,none,yes,bad
<0,13,existing paid,new car,1133,<100,>=7,4,female div/dep/mar,none,4,no known property,50,none,own,1,skilled,1,none,yes,good
no checking,4,existing paid,radio/tv,1163,<100,>=7,4,female div/dep/mar,none,4,real estate,45,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1971,<100,>=7,4,male single,none,4,car,59,none,own,1,skilled,1,none,yes,good
