age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,deposit
49,-3057,20,387,2,14,1,services,married,primary,yes,yes,no,cellular,jun,failure,no
61,-2732,17,127,1,10,1,retired,married,primary,no,yes,no,cellular,aug,unknown,no
52,27168,29,340,3,-1,1,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
31,-3053,15,73,4,40,7,services,single,secondary,no,no,no,cellular,may,success,no
45,1600,26,297,1,31,4,management,married,tertiary,no,no,no,cellular,oct,other,yes
32,-3058,5,59,1,88,4,management,single,secondary,yes,no,yes,cellular,sep,failure,no
30,-3058,29,360,1,-1,1,technician,married,unknown,yes,yes,yes,cellular,may,unknown,yes
40,-3058,25,307,1,1,1,technician,married,tertiary,no,yes,no,cellular,may,unknown,no
48,-3057,29,64,1,15,1,technician,married,secondary,yes,no,yes,cellular,feb,failure,no
61,-3058,19,302,1,50,2,retired,divorced,secondary,no,no,yes,cellular,oct,failure,yes
46,-3058,21,236,1,65,1,admin.,married,unknown,no,yes,yes,cellular,jul,failure,yes
43,-3058,10,42,1,85,1,management,married,primary,yes,yes,no,cellular,may,success,no
46,-3058,15,303,1,0,1,unemployed,divorced,secondary,no,no,no,unknown,may,unknown,no
39,-3058,3,188,1,6,1,unemployed,divorced,tertiary,yes,yes,no,cellular,mar,unknown,no
26,-3058,4,322,1,191,7,technician,single,secondary,no,yes,yes,cellular,jun,failure,yes
30,-3057,10,108,1,0,1,admin.,divorced,secondary,yes,yes,yes,cellular,may,unknown,no
71,5866,4,111,1,100,3,retired,married,tertiary,no,no,no,cellular,jul,success,yes
37,-3058,18,116,1,0,1,admin.,married,tertiary,yes,no,no,cellular,may,unknown,yes
33,-3058,29,237,1,5,1,admin.,single,tertiary,no,yes,yes,cellular,jul,success,no
35,-3056,7,82,1,85,4,blue-collar,married,tertiary,yes,yes,no,cellular,may,other,no
57,-3058,2,50,1,75,5,services,married,primary,yes,yes,yes,cellular,jun,success,no
44,-3058,13,76,1,196,16,student,single,secondary,no,no,no,telephone,may,success,no
29,-3058,17,325,3,9,1,technician,married,secondary,yes,yes,no,cellular,nov,unknown,no
45,-3058,31,242,2,4,1,entrepreneur,divorced,unknown,no,yes,yes,cellular,jan,unknown,no
30,-3058,11,152,1,1,1,entrepreneur,divorced,secondary,yes,yes,yes,cellular,jul,unknown,no
51,-3058,8,22,1,10,2,technician,divorced,primary,yes,no,yes,cellular,jul,failure,no
48,-3047,29,379,2,-1,1,housemaid,married,secondary,yes,yes,no,cellular,jul,unknown,yes
51,25203,29,484,2,47,2,management,married,tertiary,no,no,no,cellular,jun,failure,yes
46,-3058,12,368,1,5,1,blue-collar,divorced,primary,no,yes,yes,cellular,may,unknown,no
43,-3058,17,76,1,75,2,retired,single,primary,yes,yes,yes,cellular,may,failure,no
40,-3058,4,537,2,-1,1,housemaid,married,primary,no,yes,no,cellular,jul,unknown,yes
54,-3058,28,416,2,-1,1,management,married,secondary,no,yes,yes,cellular,may,unknown,no
41,-3056,16,587,1,5,1,blue-collar,married,secondary,yes,yes,no,cellular,may,unknown,yes
42,-2506,3,235,1,-1,1,management,married,secondary,yes,yes,yes,telephone,jul,unknown,yes
41,-3055,3,68,1,185,6,management,married,tertiary,no,yes,no,cellular,feb,failure,no
47,-3058,13,263,2,1,1,management,married,primary,no,yes,no,unknown,jul,unknown,no
24,-3058,9,348,1,33,4,student,single,secondary,no,yes,no,cellular,may,other,no
41,-3058,10,54,1,6,1,services,divorced,tertiary,no,yes,no,unknown,may,unknown,no
46,47880,25,49,1,2,1,self-employed,married,secondary,no,no,no,cellular,jul,unknown,yes
27,-2217,16,644,1,101,5,management,single,tertiary,no,yes,no,cellular,feb,success,yes
50,1227,8,105,1,0,1,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,yes
30,-3058,2,312,1,109,8,management,single,tertiary,no,yes,yes,cellular,feb,failure,yes
67,81204,19,301,1,22,1,management,married,tertiary,no,no,no,cellular,mar,unknown,yes
53,-3042,7,149,1,36,3,blue-collar,married,unknown,no,no,no,cellular,may,failure,no
46,-3058,9,315,2,213,7,admin.,married,secondary,no,yes,yes,cellular,may,failure,yes
49,-3058,4,60,1,41,1,management,single,tertiary,no,yes,no,cellular,jun,unknown,no
36,-3058,23,683,1,88,2,blue-collar,married,secondary,no,yes,yes,cellular,aug,success,yes
37,-3058,29,733,1,156,5,self-employed,married,secondary,yes,no,yes,cellular,apr,failure,yes
24,-2925,20,815,1,8,1,blue-collar,single,primary,yes,no,yes,cellular,may,unknown,yes
31,-2800,8,100,1,5,1,blue-collar,divorced,primary,yes,yes,yes,cellular,apr,unknown,no
26,-3057,14,156,1,-1,1,blue-collar,married,secondary,yes,yes,yes,cellular,apr,unknown,no
33,-482,12,128,1,2,1,management,single,tertiary,no,no,no,cellular,may,success,yes
35,-3057,21,208,1,18,2,blue-collar,divorced,secondary,yes,yes,no,cellular,may,failure,no
44,-3058,15,456,1,61,8,technician,married,secondary,no,yes,no,cellular,dec,failure,yes
36,-3012,10,109,2,1,1,blue-collar,single,primary,yes,yes,no,telephone,aug,unknown,no
30,2314,13,176,2,4,1,admin.,single,secondary,no,no,no,cellular,sep,other,no
24,-3058,3,81,1,86,3,services,single,secondary,yes,no,yes,cellular,feb,failure,no
60,-3058,23,140,3,6,1,management,married,tertiary,yes,no,no,cellular,jul,unknown,no
36,-3058,18,188,1,5,1,blue-collar,divorced,secondary,yes,yes,no,cellular,apr,unknown,no
34,-3058,25,721,1,-1,1,admin.,married,unknown,no,yes,no,cellular,may,unknown,no
49,51600,14,963,1,116,8,technician,married,tertiary,no,no,no,cellular,jul,other,yes
48,-3058,24,202,2,0,1,admin.,married,secondary,yes,no,yes,cellular,jul,unknown,no
36,-3010,23,581,1,2,1,housemaid,divorced,tertiary,yes,no,yes,cellular,jul,unknown,yes
45,-3058,18,118,1,64,5,management,married,secondary,yes,yes,yes,cellular,nov,other,no
49,-3054,19,111,3,8,1,housemaid,divorced,primary,yes,yes,yes,unknown,jul,unknown,no
60,-2249,17,194,1,3,1,student,divorced,secondary,no,yes,no,cellular,mar,unknown,no
43,-3058,17,485,1,94,3,management,divorced,tertiary,no,no,yes,cellular,nov,success,yes
30,-2858,10,705,1,37,2,unknown,married,tertiary,no,yes,no,cellular,may,success,yes
46,-3058,28,297,1,107,4,management,married,secondary,no,no,yes,cellular,aug,other,yes
26,-1658,7,211,1,16,1,admin.,single,primary,no,yes,yes,telephone,feb,failure,yes
44,-2496,18,485,1,64,4,management,married,unknown,yes,yes,yes,cellular,nov,failure,yes
39,-309,29,1033,1,0,1,self-employed,married,primary,no,no,yes,cellular,apr,unknown,yes
30,-3055,22,604,1,26,1,blue-collar,married,secondary,yes,yes,no,cellular,may,unknown,yes
53,-3045,30,556,1,3,1,management,divorced,secondary,no,no,yes,unknown,jan,unknown,yes
36,-3005,21,670,3,93,5,unknown,married,tertiary,no,no,yes,cellular,nov,other,yes
26,-2997,14,545,1,-1,1,technician,divorced,primary,yes,yes,yes,cellular,may,unknown,yes
50,72206,7,62,2,4,1,management,single,unknown,no,yes,no,cellular,feb,unknown,yes
43,-3055,21,219,1,162,12,services,married,secondary,no,no,no,telephone,nov,failure,no
61,-3058,17,864,1,9,2,student,divorced,unknown,yes,yes,yes,cellular,aug,success,yes
37,-3058,23,24,1,10,1,technician,divorced,secondary,yes,yes,yes,cellular,aug,unknown,no
27,5878,13,370,1,5,1,student,married,tertiary,no,no,no,cellular,apr,unknown,yes
35,17323,14,292,3,12,1,unemployed,single,tertiary,no,no,no,cellular,may,unknown,no
35,-2973,8,877,1,-1,1,technician,single,secondary,yes,yes,no,cellular,aug,unknown,no
46,-3058,4,446,1,210,8,blue-collar,married,unknown,no,yes,no,cellular,may,other,yes
30,-3058,19,611,1,3,2,management,single,primary,yes,yes,no,cellular,may,success,yes
49,-3058,28,414,1,4,2,management,married,secondary,no,no,no,cellular,jan,success,yes
40,-3058,2,287,1,1,1,housemaid,single,secondary,yes,yes,yes,cellular,aug,unknown,no
46,-3058,20,77,1,10,1,services,single,secondary,yes,yes,yes,cellular,may,unknown,no
38,-3058,29,1263,1,0,1,admin.,married,primary,yes,no,no,unknown,jul,unknown,yes
35,-2792,27,108,1,83,7,admin.,single,secondary,yes,yes,yes,cellular,may,failure,no
55,-2986,4,24,1,32,2,blue-collar,married,secondary,no,no,yes,cellular,jul,success,no
41,-2471,3,256,1,-1,1,self-employed,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
38,-3058,29,195,1,10,1,services,married,primary,no,no,no,cellular,jul,unknown,no
55,-2203,31,486,1,33,3,blue-collar,married,secondary,no,yes,no,cellular,jan,success,yes
30,-3058,19,240,1,105,5,blue-collar,single,tertiary,yes,no,yes,cellular,jul,other,yes
42,1905,5,519,1,97,2,unemployed,married,secondary,no,no,no,cellular,mar,success,yes
43,-3058,21,308,1,93,2,blue-collar,married,secondary,no,yes,yes,cellular,may,success,yes
29,-3058,20,767,2,4,2,technician,single,secondary,no,yes,yes,cellular,may,success,yes
35,-3058,17,336,1,29,2,admin.,divorced,secondary,no,yes,yes,cellular,may,success,yes
55,-3058,22,108,4,0,1,admin.,divorced,secondary,yes,no,no,cellular,aug,unknown,no
43,-3058,27,130,1,0,1,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
38,-3058,14,41,1,3,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
42,137,6,693,1,76,1,management,married,primary,no,no,no,cellular,dec,failure,yes
23,-3058,16,142,2,1,1,entrepreneur,divorced,secondary,no,yes,no,cellular,may,unknown,no
47,-2339,21,203,1,12,1,technician,married,unknown,no,no,yes,cellular,jun,success,no
77,-3058,18,379,3,2,1,retired,married,primary,yes,no,no,telephone,sep,unknown,yes
49,-3058,3,200,1,9,1,admin.,married,unknown,yes,no,no,cellular,may,unknown,no
41,-3058,30,536,1,13,1,management,married,tertiary,no,no,no,cellular,may,unknown,yes
42,-3044,12,520,1,1,1,technician,divorced,secondary,yes,yes,yes,cellular,jul,unknown,no
37,-2434,26,182,2,0,1,admin.,married,primary,yes,no,no,unknown,jul,unknown,no
46,14311,9,374,1,25,1,services,single,unknown,no,no,no,cellular,nov,unknown,yes
41,-2599,12,412,1,6,1,management,married,primary,no,yes,yes,cellular,jul,unknown,yes
58,-3056,24,510,1,129,9,technician,divorced,secondary,no,no,no,cellular,nov,success,yes
52,3892,14,1206,1,13,1,blue-collar,married,primary,no,no,no,cellular,jun,unknown,yes
42,-3058,26,270,1,13,1,housemaid,married,primary,no,yes,yes,cellular,jan,unknown,no
51,-2839,19,234,1,16,1,management,married,secondary,yes,yes,yes,cellular,may,success,no
37,-3057,28,631,2,-1,1,management,married,secondary,yes,yes,no,telephone,apr,unknown,no
38,-3058,15,19,1,12,1,unemployed,divorced,secondary,no,yes,yes,cellular,may,unknown,no
38,-3058,23,1179,2,50,2,technician,divorced,secondary,yes,yes,yes,cellular,jul,success,yes
30,2002,12,122,1,-1,1,management,single,secondary,no,no,no,cellular,sep,success,yes
71,-2588,3,280,1,18,2,retired,married,unknown,no,yes,no,cellular,aug,other,no
40,77162,5,660,1,61,2,unemployed,married,tertiary,no,no,yes,cellular,jun,unknown,yes
48,-3058,25,163,1,-1,1,blue-collar,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
32,-3052,20,1483,1,5,1,blue-collar,divorced,secondary,yes,yes,no,cellular,apr,unknown,yes
44,-3058,15,203,1,0,1,self-employed,divorced,secondary,yes,yes,no,cellular,jul,unknown,no
35,18233,22,135,1,26,1,blue-collar,married,tertiary,no,yes,no,cellular,may,failure,no
37,-3002,9,789,1,0,1,blue-collar,single,primary,no,no,yes,cellular,may,unknown,no
44,-2135,28,67,1,124,4,admin.,married,tertiary,no,yes,no,cellular,apr,other,no
39,-2118,10,632,1,91,4,management,single,unknown,no,yes,no,cellular,aug,failure,yes
40,-3058,8,116,1,0,1,blue-collar,divorced,secondary,yes,yes,yes,unknown,may,unknown,no
34,-3058,18,142,1,58,2,unemployed,married,primary,yes,yes,no,cellular,may,other,no
47,-3058,13,301,1,19,2,management,married,secondary,no,yes,no,cellular,feb,other,yes
39,-3058,24,18,1,34,4,entrepreneur,married,tertiary,no,yes,no,cellular,jul,failure,no
40,-3058,27,277,1,46,2,management,single,secondary,no,yes,no,cellular,nov,success,no
46,-3058,3,462,1,0,1,admin.,divorced,primary,no,no,yes,telephone,jun,unknown,yes
41,-2419,24,403,1,26,3,unemployed,married,unknown,no,no,no,cellular,nov,other,yes
33,-3058,30,506,1,111,4,services,single,tertiary,yes,no,no,cellular,jan,failure,yes
30,14598,21,246,1,117,3,housemaid,single,tertiary,no,no,no,cellular,sep,other,yes
39,-3050,20,317,1,20,1,management,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
36,-3058,23,75,3,29,3,blue-collar,single,secondary,no,yes,no,cellular,jul,other,no
30,681,5,207,1,11,2,unemployed,married,tertiary,no,no,no,cellular,aug,success,yes
35,-3053,3,547,1,8,1,self-employed,married,secondary,yes,yes,yes,cellular,may,success,yes
52,780,4,1297,1,0,1,services,married,unknown,no,no,no,cellular,aug,unknown,yes
30,-2267,17,279,1,12,2,blue-collar,single,secondary,yes,no,no,cellular,jun,success,yes
43,-3058,12,339,1,39,2,blue-collar,married,secondary,yes,yes,yes,cellular,may,other,yes
34,81204,4,211,2,30,1,services,single,tertiary,no,yes,no,cellular,feb,unknown,yes
38,-3058,6,295,1,20,1,management,divorced,primary,no,yes,no,cellular,may,other,no
61,-3058,17,95,2,1,1,housemaid,divorced,primary,no,no,yes,cellular,may,unknown,no
36,-3058,5,983,1,26,3,management,married,tertiary,no,yes,no,cellular,sep,other,yes
28,-1924,6,93,1,46,1,technician,married,secondary,no,yes,yes,cellular,may,success,no
26,-3058,13,85,1,156,13,technician,single,secondary,no,no,no,cellular,feb,success,yes
42,2425,24,350,1,27,1,blue-collar,married,secondary,no,no,no,cellular,apr,success,yes
35,-3058,17,134,2,6,1,blue-collar,divorced,primary,yes,yes,yes,unknown,may,unknown,no
35,-3058,13,601,1,7,1,services,divorced,secondary,yes,no,yes,cellular,jun,unknown,yes
34,-3058,21,122,1,3,1,technician,married,primary,no,yes,yes,unknown,jan,unknown,no
36,1988,31,122,1,32,2,technician,single,tertiary,no,no,no,cellular,may,other,yes
48,32034,17,278,1,58,1,self-employed,married,secondary,no,no,no,cellular,may,unknown,yes
24,-2827,22,285,1,-1,1,blue-collar,single,primary,no,yes,yes,cellular,jul,unknown,yes
49,-3058,19,309,3,3,1,admin.,married,secondary,no,no,no,cellular,may,unknown,no
35,-3053,14,945,1,7,1,blue-collar,married,tertiary,no,yes,yes,cellular,jul,unknown,yes
49,-3057,3,640,1,4,1,management,married,tertiary,no,yes,yes,cellular,oct,unknown,yes
48,3041,23,155,1,40,1,technician,married,tertiary,no,no,no,cellular,oct,success,no
27,-3058,7,991,2,-1,1,entrepreneur,single,secondary,no,yes,yes,cellular,apr,unknown,yes
53,-3058,12,114,1,8,1,blue-collar,divorced,secondary,yes,yes,yes,cellular,jun,unknown,no
45,-3058,9,119,2,22,1,blue-collar,married,secondary,yes,yes,yes,cellular,may,unknown,no
57,-3058,29,1051,1,-1,1,entrepreneur,divorced,secondary,yes,no,yes,unknown,aug,unknown,yes
54,-3058,21,98,1,5,1,management,divorced,unknown,yes,no,yes,cellular,may,failure,no
38,2333,3,602,1,85,5,blue-collar,single,secondary,no,no,no,cellular,sep,failure,yes
53,3256,11,770,1,-1,1,entrepreneur,married,primary,no,no,no,cellular,may,unknown,yes
37,-3058,20,24,1,-1,1,management,married,secondary,yes,yes,yes,unknown,jul,unknown,no
41,-3057,14,58,1,2,1,management,married,secondary,no,yes,no,unknown,jul,success,no
43,-3057,7,220,1,22,2,admin.,single,secondary,yes,yes,no,cellular,may,failure,no
35,-3031,6,292,1,11,1,unemployed,divorced,primary,no,yes,no,cellular,may,success,no
41,-1722,11,281,1,21,2,entrepreneur,married,tertiary,yes,no,yes,cellular,jun,other,yes
49,-3058,8,696,1,0,1,management,married,tertiary,no,no,yes,unknown,may,unknown,yes
27,4000,20,509,1,-1,1,management,single,tertiary,no,no,no,cellular,may,unknown,yes
32,-3058,28,299,1,-1,1,housemaid,single,primary,no,no,yes,unknown,may,failure,no
51,-3058,14,238,1,60,4,self-employed,married,tertiary,no,yes,no,cellular,nov,other,yes
34,-3058,20,161,1,5,1,management,divorced,tertiary,yes,yes,no,cellular,may,other,no
69,-3058,11,105,1,16,1,retired,married,primary,no,no,yes,cellular,feb,unknown,no
30,-2924,5,179,1,96,4,services,single,tertiary,no,yes,yes,cellular,feb,other,yes
43,-3058,24,685,1,-1,1,management,divorced,secondary,yes,yes,yes,cellular,jul,unknown,no
54,39106,27,105,1,224,17,admin.,single,secondary,no,no,no,cellular,nov,success,no
32,-2996,14,90,1,25,1,admin.,married,secondary,no,yes,no,cellular,may,unknown,no
44,-3058,7,209,2,-1,1,management,married,unknown,no,yes,yes,cellular,aug,unknown,no
53,-3058,17,341,1,-1,1,housemaid,married,primary,no,yes,yes,unknown,may,unknown,yes
34,-3058,14,156,2,1,1,technician,married,primary,no,yes,no,cellular,may,unknown,no
33,-3058,3,22,1,1,1,services,single,secondary,yes,no,yes,unknown,jul,unknown,no
35,2688,15,450,1,-1,1,management,married,tertiary,no,yes,no,cellular,sep,failure,yes
32,-1752,15,263,1,25,3,management,single,tertiary,yes,no,no,cellular,feb,other,yes
37,-3057,10,732,2,-1,1,technician,married,secondary,no,yes,no,cellular,aug,unknown,yes
42,-2985,12,234,1,20,1,self-employed,single,secondary,yes,yes,no,cellular,jul,unknown,no
37,-3058,20,113,1,2,1,admin.,divorced,secondary,no,yes,no,unknown,aug,other,no
39,-3058,3,228,1,10,1,blue-collar,divorced,secondary,yes,no,no,cellular,may,failure,no
58,-2629,4,668,1,38,2,admin.,married,secondary,no,no,no,cellular,feb,failure,yes
38,-3058,13,380,1,0,1,blue-collar,married,primary,no,yes,yes,cellular,may,unknown,yes
30,48162,5,1725,1,-1,1,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
41,13205,27,182,1,-1,1,self-employed,single,tertiary,no,yes,no,cellular,may,unknown,yes
25,-3057,27,340,1,52,1,blue-collar,single,secondary,yes,no,yes,cellular,feb,failure,yes
38,4758,24,96,1,-1,1,management,married,unknown,no,yes,no,cellular,may,unknown,no
40,-2974,12,144,1,44,3,admin.,married,secondary,no,yes,no,cellular,jul,success,no
46,-3006,26,247,1,1,1,management,divorced,secondary,yes,no,no,cellular,jul,unknown,no
29,-3043,9,549,1,16,2,admin.,single,secondary,yes,yes,yes,cellular,may,failure,yes
27,-3058,29,243,1,49,2,housemaid,single,tertiary,no,no,yes,cellular,jan,other,no
25,-3058,15,101,1,102,4,admin.,married,secondary,no,yes,yes,telephone,nov,success,no
26,-3028,10,468,1,19,3,blue-collar,single,tertiary,yes,no,yes,cellular,aug,other,yes
81,-3058,13,633,1,39,2,retired,married,primary,no,no,no,cellular,may,failure,yes
38,-3058,25,102,1,1,1,technician,single,tertiary,yes,yes,yes,cellular,jan,unknown,no
34,-3058,17,896,1,-1,1,admin.,married,primary,yes,yes,no,cellular,may,unknown,yes
74,-3042,10,1314,1,1,1,housemaid,married,secondary,no,no,no,cellular,sep,unknown,yes
37,-3058,24,543,1,0,1,management,divorced,secondary,yes,no,yes,unknown,may,unknown,yes
32,-3058,18,266,1,44,6,blue-collar,single,secondary,yes,no,no,cellular,mar,other,yes
56,-3016,4,733,1,-1,1,management,married,primary,no,no,no,cellular,jun,unknown,no
40,18613,7,534,1,9,1,technician,married,tertiary,no,no,no,cellular,feb,unknown,yes
35,-1912,15,432,1,51,2,technician,single,tertiary,yes,yes,yes,cellular,may,failure,yes
27,-3058,19,904,2,-1,1,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,yes
72,-3048,18,144,1,11,2,retired,married,tertiary,no,no,yes,cellular,jul,other,no
53,403,16,291,1,52,4,admin.,divorced,unknown,no,yes,no,cellular,nov,failure,yes
64,14390,9,556,1,12,1,student,divorced,secondary,no,no,yes,cellular,may,unknown,yes
57,76950,3,405,1,83,9,student,divorced,tertiary,no,no,no,cellular,jun,other,no
33,-3052,7,518,1,67,11,self-employed,single,secondary,no,no,no,cellular,oct,other,yes
63,-2665,3,79,2,1,2,admin.,married,primary,no,yes,yes,unknown,feb,failure,no
41,-3058,23,152,1,8,1,admin.,single,secondary,no,yes,yes,cellular,may,other,no
31,-2988,9,236,1,19,2,admin.,married,secondary,yes,no,yes,cellular,jul,failure,no
43,-3058,3,228,1,13,2,admin.,married,primary,yes,yes,yes,cellular,feb,success,yes
64,18231,20,122,1,0,1,retired,divorced,secondary,no,no,no,telephone,nov,unknown,yes
27,-3058,13,63,1,11,2,services,single,secondary,no,yes,yes,cellular,may,other,no
46,-3058,11,92,1,1,1,services,married,secondary,yes,yes,yes,cellular,jul,unknown,no
31,-2951,22,209,1,63,2,management,married,tertiary,yes,yes,yes,cellular,may,other,yes
46,-3058,5,228,2,11,3,admin.,married,tertiary,yes,yes,yes,cellular,oct,failure,no
38,-3058,26,377,1,8,1,entrepreneur,single,secondary,yes,yes,yes,unknown,jul,success,no
53,-3058,28,279,1,78,2,admin.,married,secondary,no,no,yes,cellular,may,success,yes
33,-1985,3,719,2,1,2,technician,single,tertiary,no,yes,yes,cellular,aug,success,yes
41,-3058,17,205,2,51,4,housemaid,single,secondary,yes,yes,yes,cellular,aug,failure,no
25,-3058,7,773,1,-1,1,self-employed,married,primary,no,no,yes,cellular,may,unknown,yes
45,-3058,24,514,2,-1,1,admin.,divorced,secondary,no,no,yes,cellular,may,unknown,yes
32,-3058,26,82,4,2,1,blue-collar,married,secondary,yes,yes,no,cellular,jul,unknown,no
31,-3058,4,729,1,1,1,blue-collar,single,secondary,yes,yes,no,cellular,jun,unknown,yes
48,-2936,8,129,1,99,6,technician,single,tertiary,no,no,yes,cellular,jul,failure,no
74,-3058,22,202,1,20,1,student,divorced,secondary,no,yes,no,telephone,apr,unknown,yes
54,-3058,15,631,1,4,1,management,divorced,secondary,yes,no,yes,unknown,may,unknown,yes
44,-3057,25,108,2,39,7,management,single,secondary,no,yes,no,cellular,may,failure,no
62,-3058,18,82,1,0,1,unknown,married,secondary,yes,yes,no,cellular,may,unknown,no
28,32493,11,588,1,47,5,technician,single,tertiary,no,yes,no,cellular,jul,other,yes
66,81204,24,48,2,-1,1,management,married,tertiary,no,no,no,cellular,aug,unknown,yes
52,-3058,15,83,1,1,1,blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
27,-3058,21,228,1,28,2,admin.,single,primary,no,yes,yes,cellular,nov,failure,no
27,-3058,10,254,1,79,3,management,single,secondary,no,yes,no,cellular,may,other,yes
28,-3039,23,311,1,7,1,management,single,secondary,yes,yes,yes,cellular,nov,success,yes
73,-3058,29,132,3,9,1,retired,divorced,primary,no,no,no,telephone,mar,unknown,no
52,-1421,18,115,1,26,1,management,divorced,primary,no,no,no,cellular,nov,success,no
51,-3058,26,170,1,-1,1,management,divorced,primary,yes,no,yes,cellular,jul,unknown,no
39,-3058,16,574,1,61,2,blue-collar,married,secondary,yes,yes,yes,cellular,may,other,yes
58,-1935,9,583,2,-1,1,retired,married,secondary,yes,yes,yes,cellular,may,unknown,no
56,-3053,30,40,1,-1,1,management,married,primary,no,no,yes,cellular,may,unknown,no
58,-3058,11,16,1,-1,1,retired,married,primary,yes,no,yes,unknown,may,unknown,no
49,-3058,16,284,1,7,1,retired,married,secondary,no,no,yes,cellular,may,failure,no
20,-3058,10,16,1,2,1,services,single,secondary,yes,yes,yes,cellular,jun,unknown,no
57,-3015,30,845,1,1,1,self-employed,married,tertiary,no,no,no,cellular,may,unknown,yes
36,-3058,19,392,1,81,2,entrepreneur,single,secondary,no,yes,yes,cellular,jul,other,yes
64,-3057,12,223,1,93,2,management,married,secondary,no,no,no,cellular,nov,other,yes
65,-3058,26,300,1,-1,1,retired,divorced,secondary,yes,no,yes,cellular,oct,unknown,yes
31,-3058,2,18,1,1,1,blue-collar,single,primary,no,no,no,unknown,jan,failure,no
37,22205,2,371,1,18,1,technician,divorced,tertiary,no,no,no,cellular,feb,unknown,yes
41,-3056,11,612,2,194,11,blue-collar,divorced,tertiary,no,no,no,cellular,may,success,no
48,-3058,30,26,1,3,1,housemaid,married,tertiary,no,no,yes,cellular,may,failure,no
67,-3048,4,280,1,-1,1,unknown,married,primary,no,yes,yes,cellular,aug,unknown,yes
54,-2964,14,345,1,5,1,services,divorced,secondary,no,yes,yes,cellular,may,unknown,yes
32,4010,31,173,1,-1,1,technician,single,tertiary,no,no,yes,telephone,jan,failure,yes
31,997,14,234,1,62,2,management,single,secondary,no,no,no,cellular,aug,success,yes
40,-2461,29,71,1,14,3,technician,single,tertiary,no,no,yes,cellular,jan,other,no
47,1215,14,41,1,229,13,self-employed,married,primary,no,yes,yes,cellular,jul,success,no
29,-1755,11,316,1,-1,1,management,married,secondary,yes,yes,no,cellular,may,unknown,yes
53,5442,25,944,1,31,1,admin.,married,primary,no,no,no,cellular,oct,unknown,yes
23,-3058,6,342,1,149,6,management,single,secondary,no,yes,yes,cellular,jul,failure,yes
49,-3058,25,777,2,1,1,management,married,primary,yes,yes,yes,cellular,jan,unknown,yes
45,-3053,31,108,6,-1,1,blue-collar,married,tertiary,no,no,yes,cellular,jul,unknown,no
53,-3058,20,148,1,1,1,technician,divorced,primary,no,no,yes,cellular,jul,unknown,no
26,-3045,5,63,1,5,1,blue-collar,married,tertiary,yes,yes,yes,cellular,jul,unknown,no
53,808,21,13,1,34,2,entrepreneur,married,tertiary,no,yes,yes,cellular,jan,success,no
32,-3058,9,1204,2,34,3,technician,single,secondary,no,yes,no,cellular,may,success,yes
29,-3058,17,31,1,13,2,management,single,secondary,yes,yes,yes,unknown,aug,success,no
44,-3058,21,8,2,-1,1,blue-collar,divorced,unknown,no,yes,no,cellular,may,unknown,no
40,-2489,5,57,1,68,2,entrepreneur,divorced,secondary,no,yes,no,telephone,feb,success,no
77,-3058,6,51,1,58,5,retired,married,unknown,no,yes,no,cellular,may,success,no
61,-2723,5,273,1,0,1,management,married,tertiary,no,no,no,cellular,may,unknown,yes
39,-3058,23,353,1,43,3,blue-collar,single,secondary,no,no,no,cellular,oct,failure,yes
47,-2980,13,358,2,0,1,admin.,divorced,secondary,yes,yes,no,cellular,jun,unknown,no
40,-683,10,194,1,97,6,services,married,tertiary,no,no,no,cellular,nov,success,no
31,-3058,16,1328,1,-1,1,technician,single,secondary,no,yes,yes,cellular,may,unknown,yes
38,-3058,13,602,1,2,1,housemaid,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
26,-3058,13,190,1,1,1,technician,married,secondary,yes,yes,yes,unknown,jul,unknown,no
51,-3058,31,239,1,0,1,technician,divorced,secondary,yes,no,yes,cellular,aug,unknown,no
39,31083,9,434,1,1,1,management,single,secondary,no,yes,no,cellular,may,unknown,yes
30,-3058,19,109,2,68,3,technician,married,secondary,yes,yes,yes,cellular,mar,other,no
34,-3057,27,432,1,0,1,housemaid,divorced,secondary,no,no,yes,cellular,may,unknown,yes
48,-1629,21,842,2,-1,1,blue-collar,married,secondary,yes,no,yes,cellular,may,unknown,yes
43,-3058,9,115,1,4,1,technician,divorced,primary,no,yes,yes,cellular,aug,unknown,no
50,-3058,23,167,1,-1,1,unemployed,single,secondary,yes,yes,no,cellular,jul,unknown,no
29,-3058,10,244,1,0,1,technician,single,primary,no,yes,no,unknown,may,unknown,no
34,81204,7,136,1,119,8,management,single,tertiary,no,no,yes,cellular,nov,other,yes
35,-3035,15,145,1,3,1,management,married,secondary,yes,yes,yes,unknown,jul,unknown,no
