checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,36.0,critical/other existing credit,used car,637.0,<100,1<=X<4,4.0,male single,none,4.0,car,29.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,18.0,existing paid,new car,936.0,<100,4<=X<7,1.0,male single,none,1.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,delayed previously,radio/tv,1082.0,no known savings,1<=X<4,2.0,male mar/wid,none,4.0,no known property,57.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,critical/other existing credit,furniture/equipment,1268.0,100<=X<500,<1,4.0,male single,none,3.0,car,34.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,4827.0,no known savings,4,2.0,female div/dep/mar,none,2.0,life insurance,21.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,furniture/equipment,1437.0,<100,unemployed,4.0,male single,none,4.0,no known property,28.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,used car,2359.0,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,2.0,no known property,34.0,none,rent,1.0,skilled,1.0,none,yes,bad
0<=X<200,48.0,critical/other existing credit,new car,916.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,24.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,15.0,critical/other existing credit,furniture/equipment,1401.0,500<=X<1000,4<=X<7,2.0,female div/dep/mar,none,4.0,no known property,23.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,education,1053.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,real estate,25.0,none,own,3.0,skilled,1.0,yes,yes,good
0<=X<200,48.0,existing paid,radio/tv,2040.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,3.0,car,36.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,6.0,existing paid,new car,1337.0,<100,unemployed,4.0,female div/dep/mar,none,4.0,no known property,32.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,critical/other existing credit,new car,1412.0,100<=X<500,1<=X<4,2.0,male mar/wid,none,4.0,car,24.0,none,own,2.0,skilled,1.0,none,yes,bad
0<=X<200,36.0,existing paid,new car,3515.0,<100,4<=X<7,4.0,male single,none,4.0,no known property,33.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,existing paid,used car,1364.0,no known savings,1<=X<4,1.0,female div/dep/mar,none,4.0,no known property,23.0,none,rent,1.0,unemployed,1.0,none,yes,good
0<=X<200,9.0,existing paid,radio/tv,2319.0,100<=X<500,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,23.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
no checking,30.0,critical/other existing credit,new car,2238.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,real estate,29.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,radio/tv,1568.0,<100,4<=X<7,4.0,female div/dep/mar,none,3.0,real estate,39.0,bank,rent,2.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
0<=X<200,27.0,critical/other existing credit,new car,1209.0,no known savings,unemployed,2.0,male single,none,4.0,life insurance,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,36.0,critical/other existing credit,radio/tv,2672.0,500<=X<1000,1<=X<4,4.0,male mar/wid,none,3.0,real estate,37.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,48.0,no credits/all paid,used car,1282.0,100<=X<500,2<=X<4,4.0,male single,none,2.0,real estate,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,furniture/equipment,1276.0,100<=X<500,1<=X<4,1.0,male single,none,4.0,real estate,57.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,education,1520.0,no known savings,1<=X<4,2.0,female div/dep/mar,none,2.0,no known property,26.0,none,for free,1.0,skilled,1.0,yes,yes,good
no checking,18.0,critical/other existing credit,business,1218.0,500<=X<1000,unemployed,4.0,female div/dep/mar,none,4.0,life insurance,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,1422.0,<100,1<=X<4,3.0,male single,none,1.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,15.0,critical/other existing credit,new car,2520.0,<100,4<=X<7,3.0,female div/dep/mar,none,4.0,life insurance,33.0,none,own,1.0,unskilled resident,1.0,yes,yes,bad
0<=X<200,18.0,existing paid,new car,1231.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,52.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,48.0,critical/other existing credit,radio/tv,2620.0,<100,1<=X<4,4.0,male single,none,4.0,life insurance,29.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,existing paid,radio/tv,3394.0,no known savings,1<=X<4,4.0,male single,none,4.0,car,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,business,2062.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,66.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,48.0,existing paid,radio/tv,1344.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,67.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,used car,3342.0,no known savings,1<=X<4,3.0,male single,none,2.0,life insurance,28.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,6.0,critical/other existing credit,new car,4583.0,500<=X<1000,unemployed,2.0,male single,none,4.0,car,29.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,12.0,critical/other existing credit,furniture/equipment,3238.0,100<=X<500,1<=X<4,1.0,male single,none,4.0,no known property,31.0,none,for free,2.0,unskilled resident,1.0,yes,yes,bad
0<=X<200,12.0,all paid,radio/tv,1269.0,100<=X<500,1<=X<4,4.0,male mar/wid,none,2.0,real estate,27.0,none,own,1.0,unemp/unskilled non res,1.0,yes,yes,bad
0<=X<200,21.0,existing paid,new car,1406.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,23.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
0<=X<200,12.0,existing paid,furniture/equipment,2096.0,<100,1<=X<4,4.0,male single,none,4.0,car,50.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,6.0,critical/other existing credit,new car,3108.0,100<=X<500,1<=X<4,3.0,female div/dep/mar,none,3.0,real estate,23.0,none,own,2.0,unskilled resident,2.0,none,yes,bad
0<=X<200,12.0,existing paid,new car,1454.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,life insurance,28.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
<0,24.0,existing paid,new car,2912.0,<100,4<=X<7,4.0,female div/dep/mar,none,2.0,no known property,40.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,furniture/equipment,8398.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,59.0,none,own,1.0,skilled,2.0,none,yes,good
0<=X<200,12.0,existing paid,business,543.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,car,32.0,stores,own,2.0,unskilled resident,1.0,yes,yes,good
0<=X<200,12.0,existing paid,used car,6758.0,<100,4<=X<7,4.0,female div/dep/mar,none,2.0,life insurance,24.0,none,own,1.0,high qualif/self emp/mgmt,2.0,none,yes,bad
no checking,15.0,existing paid,new car,8487.0,<100,4<=X<7,4.0,male single,none,4.0,no known property,22.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,new car,1447.0,no known savings,<1,1.0,male single,none,4.0,car,31.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,48.0,critical/other existing credit,used car,10297.0,500<=X<1000,1<=X<4,4.0,male single,none,2.0,no known property,34.0,stores,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,1382.0,<100,1<=X<4,3.0,male single,none,2.0,car,28.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,no,good
0<=X<200,36.0,delayed previously,furniture/equipment,1345.0,<100,1<=X<4,2.0,male div/sep,none,1.0,real estate,25.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,furniture/equipment,708.0,<100,1<=X<4,4.0,male single,none,4.0,life insurance,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,12.0,existing paid,repairs,1868.0,500<=X<1000,unemployed,1.0,female div/dep/mar,none,1.0,life insurance,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,business,3610.0,<100,<1,3.0,female div/dep/mar,none,4.0,no known property,35.0,none,for free,1.0,skilled,2.0,none,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,1364.0,100<=X<500,1<=X<4,1.0,male mar/wid,none,2.0,car,24.0,none,rent,1.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,no credits/all paid,radio/tv,1275.0,500<=X<1000,1<=X<4,1.0,female div/dep/mar,none,4.0,car,27.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,existing paid,radio/tv,2326.0,no known savings,1<=X<4,3.0,female div/dep/mar,none,3.0,real estate,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,radio/tv,1816.0,<100,unemployed,4.0,male single,none,4.0,car,23.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,radio/tv,1887.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,28.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,business,3108.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,life insurance,29.0,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,1430.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,36.0,none,rent,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,existing paid,new car,5493.0,500<=X<1000,>=7,4.0,male single,none,4.0,car,48.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,used car,1315.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,no known property,40.0,none,for free,2.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,delayed previously,furniture/equipment,3959.0,no known savings,1<=X<4,1.0,male single,none,1.0,life insurance,42.0,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,15.0,existing paid,furniture/equipment,1607.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,26.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
no checking,18.0,existing paid,business,2569.0,100<=X<500,0<=X<1,3.0,male div/sep,none,4.0,no known property,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,furniture/equipment,3124.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,50.0,none,own,2.0,unskilled resident,1.0,none,yes,good
<0,12.0,existing paid,radio/tv,1864.0,<100,1<=X<4,4.0,male mar/wid,guarantor,1.0,real estate,25.0,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,12.0,delayed previously,radio/tv,1281.0,<100,1<=X<4,1.0,male single,none,3.0,no known property,35.0,none,own,2.0,unskilled resident,1.0,none,yes,bad
0<=X<200,12.0,existing paid,radio/tv,2330.0,<100,>=7,1.0,female div/dep/mar,guarantor,2.0,no known property,24.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
>=200,24.0,critical/other existing credit,used car,974.0,no known savings,1<=X<4,2.0,female div/dep/mar,none,4.0,real estate,30.0,none,own,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,furniture/equipment,1237.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,no known property,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,furniture/equipment,1258.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,23.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,24.0,existing paid,new car,1409.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,32.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,no credits/all paid,used car,5605.0,no known savings,1<=X<4,1.0,male single,guarantor,2.0,life insurance,33.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,existing paid,furniture/equipment,1158.0,no known savings,1<=X<4,2.0,male single,none,3.0,no known property,45.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,15.0,critical/other existing credit,radio/tv,2399.0,<100,1<=X<4,2.0,male single,none,1.0,no known property,46.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,new car,4605.0,no known savings,unemployed,3.0,female div/dep/mar,none,2.0,real estate,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,30.0,delayed previously,education,675.0,<100,1<=X<4,4.0,male mar/wid,none,4.0,no known property,40.0,bank,for free,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,36.0,critical/other existing credit,radio/tv,1287.0,100<=X<500,1<=X<4,2.0,male single,none,4.0,car,37.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,business,1068.0,100<=X<500,4<=X<7,2.0,female div/dep/mar,none,4.0,car,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,furniture/equipment,4371.0,<100,1<=X<4,3.0,female div/dep/mar,none,3.0,life insurance,23.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,all paid,furniture/equipment,1330.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,45.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,48.0,delayed previously,new car,1269.0,100<=X<500,1<=X<4,1.0,female div/dep/mar,none,2.0,real estate,32.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,used car,1123.0,<100,>=7,4.0,male single,none,4.0,no known property,43.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,existing paid,radio/tv,10961.0,100<=X<500,1<=X<4,4.0,male single,none,2.0,car,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,new car,7804.0,500<=X<1000,1<=X<4,2.0,female div/dep/mar,none,4.0,real estate,26.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
<0,18.0,existing paid,new car,4594.0,500<=X<1000,1<=X<4,2.0,female div/dep/mar,none,2.0,life insurance,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,15.0,existing paid,new car,895.0,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,life insurance,24.0,none,own,1.0,skilled,1.0,yes,yes,good
no checking,12.0,existing paid,new car,1374.0,100<=X<500,1<=X<200,4.0,female div/dep/mar,none,2.0,car,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,5151.0,<100,unemployed,1.0,female div/dep/mar,none,2.0,car,29.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,5866.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,26.0,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,business,871.0,<100,1<=X<4,2.0,male single,none,2.0,no known property,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,delayed previously,new car,1139.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,life insurance,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,12.0,critical/other existing credit,radio/tv,1262.0,no known savings,4<=X<7,4.0,female div/dep/mar,none,4.0,real estate,41.0,none,rent,1.0,high qualif/self emp/mgmt,2.0,none,yes,good
0<=X<200,24.0,existing paid,radio/tv,6804.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,22.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,furniture/equipment,1215.0,<100,4<=X<7,2.0,male single,none,2.0,life insurance,24.0,none,own,1.0,skilled,1.0,none,yes,bad
no checking,14.0,critical/other existing credit,radio/tv,1501.0,>=1000,1<=X<4,1.0,female div/dep/mar,none,2.0,life insurance,57.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,new car,619.0,<100,1<=X<4,4.0,male single,none,2.0,car,36.0,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,existing paid,new car,2108.0,no known savings,<1,3.0,male mar/wid,none,1.0,life insurance,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,48.0,no credits/all paid,new car,2064.0,100<=X<500,unemployed,4.0,female div/dep/mar,none,2.0,car,26.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,36.0,existing paid,new car,3275.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,4.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,9.0,existing paid,education,4771.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,27.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,18.0,existing paid,radio/tv,1378.0,500<=X<1000,<1,4.0,female div/dep/mar,none,4.0,car,24.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,6.0,all paid,radio/tv,2632.0,100<=X<500,unemployed,4.0,female div/dep/mar,none,4.0,car,54.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,radio/tv,5775.0,100<=X<500,1<=X<4,3.0,male single,none,3.0,car,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,12.0,existing paid,business,7678.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,36.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
0<=X<200,12.0,existing paid,new car,2145.0,500<=X<1000,1<=X<4,4.0,male single,none,1.0,car,46.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,9.0,critical/other existing credit,new car,4686.0,no known savings,4<=X<7,1.0,male mar/wid,none,4.0,car,35.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,36.0,existing paid,radio/tv,3343.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,real estate,24.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1215.0,no known savings,unemployed,4.0,male single,none,2.0,no known property,35.0,none,for free,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,12.0,critical/other existing credit,furniture/equipment,5248.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,37.0,bank,own,2.0,skilled,2.0,none,yes,good
no checking,10.0,critical/other existing credit,furniture/equipment,1440.0,>=1000,1<=X<4,4.0,female div/dep/mar,none,2.0,car,25.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,existing paid,furniture/equipment,1393.0,no known savings,>=7,1.0,male single,none,4.0,car,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,new car,1597.0,<100,1<=X<4,1.0,male single,none,4.0,no known property,29.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,18.0,critical/other existing credit,new car,2247.0,500<=X<1000,1<=X<4,1.0,male single,none,2.0,car,29.0,none,own,2.0,high qualif/self emp/mgmt,2.0,none,yes,good
0<=X<200,10.0,existing paid,radio/tv,7204.0,100<=X<500,1<=X<4,4.0,male single,none,1.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,good
no checking,12.0,existing paid,radio/tv,3394.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,2.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,12.0,critical/other existing credit,used car,974.0,no known savings,1<=X<4,3.0,male single,none,4.0,life insurance,31.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,20.0,existing paid,radio/tv,895.0,100<=X<500,1<=X<4,2.0,female div/dep/mar,none,2.0,no known property,28.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,existing paid,furniture/equipment,1374.0,no known savings,1<=X<4,2.0,female div/dep/mar,none,1.0,life insurance,48.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,6.0,existing paid,furniture/equipment,1359.0,<100,1<=X<4,1.0,female div/dep/mar,co applicant,2.0,no known property,54.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,24.0,existing paid,radio/tv,1108.0,100<=X<500,1<=X<4,2.0,female div/dep/mar,none,3.0,real estate,22.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,971.0,no known savings,1<=X<4,4.0,male single,none,2.0,car,32.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,no credits/all paid,furniture/equipment,1090.0,<100,4<=X<7,3.0,male single,none,4.0,real estate,40.0,bank,rent,1.0,skilled,2.0,none,yes,good
no checking,24.0,critical/other existing credit,radio/tv,1315.0,>=1000,4<=X<7,4.0,female div/dep/mar,none,2.0,car,44.0,none,own,2.0,skilled,1.0,yes,yes,good
no checking,6.0,critical/other existing credit,radio/tv,1808.0,no known savings,>=7,2.0,male single,none,4.0,life insurance,47.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,no credits/all paid,new car,1397.0,<100,1<=X<4,1.0,male single,guarantor,2.0,real estate,25.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,36.0,critical/other existing credit,new car,1402.0,500<=X<1000,1<=X<4,4.0,male single,none,2.0,car,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,36.0,critical/other existing credit,new car,3357.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,33.0,bank,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,new car,1212.0,<100,>=7,4.0,male single,none,4.0,car,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,furniture/equipment,2315.0,<100,<1,2.0,female div/dep/mar,none,4.0,life insurance,23.0,bank,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,8.0,existing paid,used car,4771.0,500<=X<1000,>=7,4.0,male single,none,4.0,real estate,35.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
0<=X<200,24.0,critical/other existing credit,new car,1430.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,car,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,education,1382.0,<100,1<=X<4,3.0,male single,none,3.0,no known property,40.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,radio/tv,1271.0,no known savings,unemployed,4.0,female div/dep/mar,none,2.0,real estate,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,business,1258.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,real estate,52.0,none,own,1.0,high qualif/mentor,1.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,4796.0,500<=X<1000,1<=X<4,4.0,male single,none,1.0,real estate,28.0,none,rent,1.0,skilled,2.0,yes,yes,bad
0<=X<200,12.0,existing paid,radio/tv,1428.0,no known savings,1<=X<4,2.0,female div/dep/mar,none,2.0,no known property,27.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,36.0,critical/other existing credit,furniture/equipment,1344.0,<100,>=7,1.0,female div/dep/mar,none,4.0,no known property,59.0,none,own,1.0,skilled,1.0,yes,yes,good
no checking,24.0,critical/other existing credit,radio/tv,2320.0,no known savings,unemployed,3.0,male single,none,1.0,life insurance,63.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,no credits/all paid,furniture/equipment,5148.0,100<=X<500,4<=X<7,4.0,male single,none,2.0,car,23.0,none,for free,1.0,skilled,1.0,yes,yes,good
0<=X<200,15.0,critical/other existing credit,new car,1480.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,2.0,car,36.0,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,974.0,500<=X<1000,4<=X<7,4.0,female div/dep/mar,none,1.0,life insurance,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1837.0,no known savings,1<=X<4,4.0,male mar/wid,none,4.0,car,41.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,21.0,existing paid,business,1403.0,<100,4<=X<7,3.0,female div/dep/mar,none,4.0,car,33.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,critical/other existing credit,furniture/equipment,5968.0,<100,4<=X<7,2.0,male single,none,4.0,no known property,25.0,stores,for free,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,24.0,delayed previously,new car,1473.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,32.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,radio/tv,1422.0,<100,1<=X<4,3.0,male single,none,2.0,no known property,33.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,976.0,<100,1<=X<4,2.0,female div/dep/mar,none,1.0,real estate,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
