gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0.0,Yes,No,33.0,Yes,Yes,DSL,'No internet service','No internet service',No,'No internet service',No,No,'One year',No,'Credit card (automatic)',25.3,797.6,No
Female,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.55,19.55,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',20.55,20.55,No
Male,0.0,No,No,23.0,Yes,No,No,'No internet service','No internet service',No,'No internet service',No,No,Month-to-month,Yes,'Bank transfer (automatic)',21.1,533.3,No
Male,0.0,Yes,Yes,47.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.75,2767.2,No
Female,0.0,Yes,Yes,30.0,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',79.25,1801.35,No
Female,0.0,No,No,64.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',96.2,6125.35,No
Male,0.0,No,No,10.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',20.0,196.6,No
Female,0.0,Yes,No,48.0,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',54.65,1161.6,No
Male,0.0,Yes,Yes,72.0,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',109.05,7887.25,No
Male,0.0,No,No,36.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.45,916.8,Yes
Female,0.0,No,No,33.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',40.25,1177.85,Yes
Female,0.0,No,No,35.0,Yes,Yes,'Fiber optic',Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.0,3784.2,No
Male,0.0,Yes,No,17.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',74.85,1088.85,No
Female,0.0,No,No,31.0,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',108.8,3096.85,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.55,20.25,No
Female,0.0,No,No,69.0,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',112.85,7962.6,No
Female,0.0,Yes,Yes,1.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',26.3,26.3,No
Male,0.0,Yes,Yes,8.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.25,113.5,No
Male,0.0,No,No,57.0,Yes,No,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.4,484.15,No
Female,0.0,No,No,4.0,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',73.55,82.65,No
Female,0.0,Yes,Yes,39.0,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',110.2,4236.7,No
Male,0.0,No,Yes,18.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',25.25,498.15,No
Male,0.0,No,No,1.0,No,'No phone service',DSL,No,SeniorCitizen,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',40.05,20.45,No
Female,0.0,No,No,19.0,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Bank transfer (automatic)',86.75,1643.1,No
Female,0.0,Yes,Yes,38.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)''',20.05,713.7,No
Female,0.0,No,No,39.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',20.35,958.45,No
Female,0.0,Yes,Yes,72.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,No,Month-to-month,No,'Bank transfer (automatic)',20.25,1847.6,No
Female,0.0,Yes,Yes,62.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.75,1744.95,No
Male,0.0,Yes,No,50.0,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',105.95,5791.85,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',25.25,1776.05,No
Male,0.0,Yes,Yes,38.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',No,Yes,'One year',No,'Credit card (automatic)',25.25,1009.35,No
Female,0.0,No,No,5.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',101.75,531.35,No
Male,0.0,Yes,Yes,54.0,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',89.9,3029.95,No
Female,0.0,No,No,43.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',20.05,816.85,No
Female,1.0,Yes,Yes,71.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,'Two year',No,'Credit card (automatic)',74.55,6071.1,No
Male,0.0,No,No,72.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.0,1430.95,No
Female,0.0,No,No,72.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',66.75,1784.8,No
Female,0.0,Yes,No,45.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',65.7,1714.85,No
Female,0.0,Yes,Yes,4.0,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',39.6,292.05,No
Female,0.0,No,No,35.0,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',90.4,3593.65,No
Female,0.0,No,No,43.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',70.45,1614.2,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.35,1663.5,No
Male,0.0,No,No,43.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.1,990.1,No
Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',20.05,20.05,No
Female,0.0,Yes,Yes,38.0,Yes,No,No,'No internet service','No internet service','No internet service'','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.05,709.65,No
Male,0.0,No,Yes,49.0,No,'No phone service',DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',40.8,1077.25,No
Female,0.0,No,No,33.0,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,Yes,Month-to-month,No,'Credit card (automatic)',104.2,3778.4,No
Female,0.0,No,No,72.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',117.85,7983.5,No
Female,0.0,No,No,24.0,Yes,No,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',80.85,1779.2,No
Male,0.0,No,No,1.0,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',75.55,75.55,No
Female,0.0,No,No,10.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.85,222.5,No
Female,1.0,Yes,No,1362.2,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',96.1,1261.1,No
Female,0.0,No,Yes,23.0,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',90.8,1876.75,No
Female,0.0,No,No,20.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.45,471.05,No
Female,0.0,Yes,Yes,67.0,No,'No phone service',No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',39.4,2679.7,No
Male,0.0,Yes,Yes,69.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.3,1797.05,No
Female,0.0,No,No,4.0,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',100.85,471.3,Yes
Male,0.0,No,No,3.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',74.3,292.35,No
Female,0.0,No,No,1.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',90.35,90.35,Yes
Female,0.0,Yes,Yes,12.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.85,185.2,No
Female,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',Yes,No,Month-to-month,No,'Mailed check',19.7,19.7,Yes
Male,0.0,No,No,26.0,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Credit card (automatic)',82.2,2244.2,No
Female,0.0,No,No,51.0,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',105.7,5767.15,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',103.45,8332.3,No
Female,0.0,No,No,72.0,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',104.75,7133.55,No
Male,0.0,Yes,No,56.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',95.35,6022.75,No
Female,0.0,Yes,No,26.0,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.25,2067.85,No
Female,0.0,No,No,2.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.5,39.1,No
Female,0.0,Yes,Yes,29.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',75.6,1814.45,No
Male,0.0,No,No,19.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',78.65,1616.0,Yes
Male,0.0,Yes,No,20.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',95.5,1758.45,No
Male,0.0,No,No,18.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',24.85,454.05,No
Male,0.0,Yes,Yes,59.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',108.45,6091.15,No
Female,0.0,No,No,13.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',79.5,541.5,No
Female,0.0,No,No,13.0,Yes,No,'Fiber optic',Yes,No,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',90.0,1114.8,No
Female,0.0,No,No,28.0,Yes,'No phone service',DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',44.55,1401.55,No
Male,0.0,No,No,63.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,Month-to-month,No,'Electronic check',106.85,6129.8,No
Female,0.0,Yes,No,18.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,'Bank transfer (automatic)',90.8,1780.95,No
Male,0.0,Yes,No,71.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.0,6890.8,No
Female,0.0,No,No,0.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',69.6,2283.3004408418656,No
Female,0.0,No,No,1.0,No,'No phone service' StreamingTV,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',25.65,50.55,No
Female,0.0,Yes,No,61.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',94.8,1246.65,No
Male,0.0,No,No,17.0,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',84.5,1578.0,No
Male,0.0,Yes,Yes,24.0,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',78.8,2111.25,No
Male,1.0,Yes,No,22.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',64.65,1498.75,No
Female,0.0,Yes,Yes,64.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',105.35,889.55,No
Male,0.0,Yes,Yes,17.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,No,Month-to-month,No,'Bank transfer (automatic)',20.0,930.55,No
Male,0.0,No,No,7.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',70.3,316.25,No
Male,0.0,Yes,Yes,53.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',No,Yes,'Two year',No,'Bank transfer (automatic)',25.0,1363.55,No
Male,1.0,Yes,No,48.0,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.0,1640.85,No
Male,0.0,Yes,Yes,22.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.7,442.5,No
Male,0.0,No,No,43.0,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',84.85,3076.95,No
Male,0.0,No,No,8.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',68.6,484.75,Yes
Male,0.0,Yes,Yes,35.0,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.3,2663.95,No
Male,0.0,Yes,No,8.0,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',25.7,228.0,No
Female,0.0,No,No,72.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,'Two year',Yes,'Bank transfer (automatic)',89.45,6467.5,No
Male,0.0,No,Yes,23.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,'Mailed check',80.2,1526.3,No
Male,0.0,Yes,Yes,5.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',74.35,467.95,Yes
Female,0.0,No,No,33.0,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',100.85,3371.4,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,No,Month-to-month,No,'Mailed check',20.0,20.0,No
Male,0.0,No,No,3.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',20.05,78.15,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',Yes,Yes,'Two year',No,'Bank transfer (automatic)',25.45,1710.9,No
Male,0.0,No,No,11.0,Yes,No,'Fiber optic',No,No,No,Yes,No,Yes,Month-to-month,No,'Bank transfer (automatic)',89.75,783.0,Yes
Male,0.0,Yes,Yes,2.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',24.5,80.25,No
Female,0.0,No,No,51.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.45,1022.0,No
Female,0.0,No,Yes,43.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service',Yes,'Two year',Yes,'Credit card (automatic)',25.1,1066.5,No
Female,0.0,Yes,Yes,41.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',23.8,889.35,No
Male,0.0,Yes,Yes,72.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',112.35,7063.65,No
Male,0.0,Yes,No,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',Yes,Yes,'Two year',Yes,'Credit card (automatic)',100.55,6865.2,No
Female,1.0,No,No,16.0,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',95.05,1164.55,No
Male,0.0,Yes,Yes,59.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',25.0,1523.95,No
Male,0.0,No,No,65.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service',No,'Two year',Yes,'Bank transfer (automatic)',20.1,1520.75,No
Female,0.0,Yes,Yes,54.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',25.5,1289.1,No
Male,0.0,Yes,Yes,52.0,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Credit card (automatic)',58.4,2196.2,No
Female,0.0,Yes,Yes,61.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.85,1116.65,No
Male,0.0,Yes,No,15.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',104.2,1189.75,Yes
Male,0.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.7,69.7,No
Male,0.0,No,No,21.0,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',81.15,1629.2,No
Female,0.0,No,No,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',20.05,20.05,No
Male,0.0,Yes,No,34.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',101.0,3105.4,No
Female,0.0,No,No,11.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.35,649.9,No
Female,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service'','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.05,20.05,No
Male,0.0,Yes,Yes,10.0,No,'No phone service',DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',35.5,383.65,No
Female,1.0,No,No,16.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',102.1,1514.7,Yes
Male,0.0,No,No,13.0,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',90.1,1173.95,Yes
Male,0.0,No,No,72.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)'',19.95,1497.7,No
Male,0.0,No,No,13.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',69.9,553.8,No
Male,0.0,No,No,17.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service',Yes,'One year',Yes,'Bank transfer (automatic)',24.55,392.55,No
Female,0.0,Yes,Yes,8.0,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',98.05,573.8,No
Male,0.0,No,No,23.0,Yes,Yes,No,'No internet service','No internet service',Yes,'No internet service',Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',86.1,2282.3004408418656,No
Male,0.0,No,Yes,5.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,113.3,No
Male,0.0,Yes,Yes,71.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.55,1414.5,No
Male,0.0,Yes,Yes,72.0,No,'No phone service',DSL,Yes,Yes,Yes,No,No,No,'Two year',Yes,'Bank transfer (automatic)',24.8,1798.5,No
Male,0.0,Yes,No,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',No,Yes,'One year',Yes,'Bank transfer (automatic)',64.0,1744.45,No
Male,0.0,Yes,Yes,69.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',115.15,6124.55,No
Male,0.0,No,Yes,62.0,No,'No internet service',DSL,'No internet service',Yes,Yes,'No internet service',Yes,Yes,'Two year',No,'Credit card (automatic)',40.25,1274.0,No
Female,0.0,Yes,Yes,15.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.6,279.55,No
Female,0.0,No,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',39.1,39.1,Yes
Female,0.0,Yes,No,10.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',69.9,749.55,No
Female,0.0,Yes,No,69.0,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',47.95,3160.45,No
Female,0.0,Yes,Yes,37.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.6,1090.2,No
Male,0.0,No,No,15.0,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.85,656.8,No
Male,0.0,No,No,24.0,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',80.05,1834.65,No
Female,0.0,No,No,27.0,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.6,1283.0,Yes
Female,0.0,Yes,No,15.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',103.9,1620.15,No
Male,1.0,No,No,7.0,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',101.9,653.6,Yes
Male,0.0,No,No,3.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.9,222.0,No
Male,0.0,Yes,Yes,23.0,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',77.85,1640.9,No
Male,0.0,Yes,Yes,38.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',109.15,3959.35,No
Female,1.0,No,No,46.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,Yes,Month-to-month,No,'Bank transfer (automatic)',31.0,1260.3,No
Female,1.0,Yes,No,69.0,Yes,Yes,No,No,No,Yes,No,No,Yes,'Two year',Yes,'Credit card (automatic)',95.4,6071.5,No
Female,0.0,No,No,42.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',60.2,1003.55,No
Male,0.0,Yes,Yes,52.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.7,1174.5,No
Female,0.0,No,No,55.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year'',No,'Bank transfer (automatic)',24.9,830.25,No
Male,0.0,Yes,Yes,51.0,No,'No phone service',DSL,No,No,No,Yes,No,Yes,'Two year',No,'Credit card (automatic)',34.4,2094.45,No
Male,0.0,Yes,No,68.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',39.45,2335.25,No
Male,0.0,No,No,38.0,Yes,No,No,'No internet service','No internet service'','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.35,930.4,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,'Credit card (automatic)',No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',104.4,1496.4,No
Male,0.0,No,No,49.0,No,'No phone service',DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',24.85,2106.15,No
Female,0.0,Yes,No,72.0,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',109.75,6874.4,No
Female,0.0,No,No,67.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',26.2,1421.85,No
Male,0.0,Yes,Yes,62.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.35,1189.95,No
Female,0.0,No,No,33.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.05,930.7,No
Male,0.0,Yes,No,14.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',74.85,830.6,No
Male,0.0,Yes,No,47.0,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',30.55,2104.9,No
Female,0.0,Yes,No,72.0,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',105.8,7397.8,No
Female,0.0,Yes,Yes,9.0,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',86.05,593.55,Yes
Male,0.0,No,No,1.0,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',74.95,74.95,No
Male,0.0,No,No,22.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',25.35,463.9,No
