math score,reading score,writing score,gender,race/ethnicity,parental level of education,lunch,test preparation course
62,59,77,female,group A,associate's degree,free/reduced,completed
66,47,51,male,group B,some high school,free/reduced,completed
52,56,58,male,group B,high school,free/reduced,none
52,54,64,female,group D,master's degree,standard,completed
68,91,73,female,group D,master's degree,free/reduced,completed
58,63,58,female,group B,high school,free/reduced,none
37,73,57,female,group A,some high school,standard,none
72,77,63,female,group E,some college,standard,none
85,80,87,male,group D,bachelor's degree,standard,completed
72,76,69,male,group E,master's degree,free/reduced,none
35,57,51,female,group A,associate's degree,free/reduced,none
96,89,80,male,group A,master's degree,standard,completed
65,67,53,female,group D,high school,standard,none
47,64,58,female,group D,bachelor's degree,free/reduced,completed
67,72,73,female,group A,master's degree,free/reduced,completed
47,71,41,female,group B,some college,standard,none
54,60,58,female,group E,high school,free/reduced,none
80,81,76,female,group D,associate's degree,standard,completed
89,83,62,female,group C,some high school,standard,none
73,70,69,female,group E,high school,standard,completed
87,88,70,male,group A,bachelor's degree,standard,completed
60,54,58,male,group C,high school,standard,none
85,80,91,female,group A,high school,standard,completed
65,58,66,male,group E,some college,standard,none
62,58,54,female,group E,master's degree,free/reduced,none
54,52,64,male,group B,master's degree,free/reduced,none
62,65,71,male,group D,high school,free/reduced,completed
61,50,40,male,group A,high school,free/reduced,completed
54,67,53,female,group E,associate's degree,standard,none
65,63,57,male,group A,some college,free/reduced,none
78,83,77,male,group D,associate's degree,standard,none
73,52,82,male,group E,some college,standard,completed
73,73,63,male,group C,some college,free/reduced,none
54,63,54,female,group B,some college,free/reduced,none
93,92,97,female,group C,bachelor's degree,standard,completed
84,74,57,female,group D,some high school,free/reduced,none
83,87,71,male,group C,associate's degree,standard,none
77,75,68,female,group D,high school,standard,completed
81,74,94,male,group E,associate's degree,standard,none
31,50,46,female,group B,some high school,free/reduced,none
54,76,81,female,group C,associate's degree,free/reduced,none
95,83,86,female,group A,some high school,standard,none
56,48,55,male,group E,master's degree,free/reduced,none
59,68,56,male,group A,some college,free/reduced,none
58,58,63,female,group B,high school,standard,none
99,95,90,male,group A,some college,standard,completed
73,85,79,female,group C,bachelor's degree,free/reduced,none
72,74,68,male,group A,bachelor's degree,free/reduced,none
54,50,62,female,group D,some high school,free/reduced,none
56,70,64,female,group E,some high school,free/reduced,none
65,67,56,female,group C,master's degree,free/reduced,none
57,71,72,female,group D,associate's degree,free/reduced,none
55,61,56,male,group A,some high school,standard,completed
59,70,62,female,group C,some high school,standard,none
64,55,64,male,group B,some high school,free/reduced,none
56,62,40,female,group B,bachelor's degree,free/reduced,none
46,76,57,female,group E,bachelor's degree,free/reduced,none
66,64,75,female,group E,master's degree,standard,none
99,100,88,male,group B,master's degree,free/reduced,none
58,48,40,female,group D,master's degree,standard,none
91,78,90,female,group A,associate's degree,free/reduced,completed
51,76,68,female,group A,high school,free/reduced,none
57,65,59,female,group C,some college,standard,completed
89,79,74,male,group E,high school,standard,none
71,65,72,female,group E,high school,standard,completed
70,62,90,female,group A,high school,standard,completed
65,64,58,male,group C,some college,free/reduced,none
57,83,67,female,group B,some college,free/reduced,none
59,48,54,male,group A,bachelor's degree,free/reduced,none
76,67,80,male,group A,high school,standard,none
62,47,71,male,group A,some high school,free/reduced,none
80,69,83,male,group D,high school,free/reduced,none
57,61,49,male,group C,associate's degree,standard,completed
46,49,46,male,group C,master's degree,standard,none
69,83,69,female,group B,high school,free/reduced,none
81,77,69,female,group D,some college,standard,completed
71,71,71,female,group A,some high school,standard,none
51,59,61,female,group B,associate's degree,standard,none
58,67,63,female,group A,some high school,free/reduced,none
74,62,48,female,group B,some college,free/reduced,none
100,100,85,male,group A,some high school,standard,none
51,47,66,female,group B,associate's degree,standard,none
59,76,53,female,group D,high school,free/reduced,completed
56,42,48,female,group D,some college,standard,none
82,64,74,male,group A,high school,free/reduced,completed
68,80,85,female,group B,high school,standard,completed
80,84,82,female,group E,some high school,standard,none
66,78,84,female,group A,high school,standard,completed
69,74,74,male,group D,some college,standard,completed
65,74,69,female,group B,master's degree,free/reduced,completed
59,62,54,male,group E,some high school,free/reduced,none
66,92,65,female,group A,high school,standard,completed
76,91,86,female,group C,associate's degree,standard,completed
60,63,76,female,group D,high school,standard,none
78,87,86,female,group E,associate's degree,free/reduced,none
66,75,76,female,group D,master's degree,standard,none
67,55,59,male,group B,bachelor's degree,free/reduced,none
72,80,70,male,group E,some college,free/reduced,none
61,61,78,female,group E,some high school,standard,none
30,53,55,male,group B,associate's degree,standard,none
77,83,65,male,group E,some high school,free/reduced,none
69,68,51,male,group D,some high school,free/reduced,none
54,51,58,male,group A,associate's degree,free/reduced,none
55,72,44,female,group B,some high school,free/reduced,none
55,64,71,female,group E,bachelor's degree,standard,completed
90,88,87,male,group E,associate's degree,standard,completed
73,60,71,male,group B,some high school,standard,none
60,61,67,female,group B,some college,standard,none
94,86,95,female,group D,high school,free/reduced,none
78,80,64,male,group E,bachelor's degree,standard,none
86,87,92,female,group E,some college,standard,completed
60,60,73,male,group B,some college,standard,none
80,81,70,male,group E,associate's degree,standard,none
95,92,84,male,group E,bachelor's degree,standard,completed
73,71,62,male,group C,some high school,standard,completed
62,84,83,female,group D,master's degree,standard,none
76,83,73,male,group A,associate's degree,standard,none
79,62,54,male,group B,some college,free/reduced,none
80,72,83,male,group D,high school,standard,completed
57,65,64,male,group E,some high school,free/reduced,completed
71,75,73,female,group B,master's degree,standard,none
95,92,97,male,group C,associate's degree,free/reduced,completed
61,75,59,female,group A,master's degree,free/reduced,none
42,62,49,female,group A,some high school,standard,none
89,69,74,male,group C,high school,standard,completed
61,58,50,male,group B,bachelor's degree,free/reduced,completed
94,100,94,female,group B,high school,standard,completed
50,60,55,female,group E,associate's degree,free/reduced,none
61,60,65,male,group C,associate's degree,free/reduced,none
89,85,96,female,group B,bachelor's degree,free/reduced,completed
65,68,59,male,group B,some high school,free/reduced,none
52,77,87,female,group C,associate's degree,standard,none
63,81,53,female,group B,master's degree,free/reduced,none
79,77,88,female,group A,high school,standard,completed
87,87,87,female,group B,associate's degree,standard,completed
78,75,76,male,group E,associate's degree,free/reduced,none
40,65,63,female,group C,high school,free/reduced,completed
41,61,52,female,group B,high school,free/reduced,none
57,55,65,female,group E,some college,standard,completed
66,73,86,female,group E,associate's degree,standard,completed
63,57,47,female,group C,master's degree,free/reduced,none
61,72,80,female,group A,associate's degree,free/reduced,none
57,61,49,female,group D,some high school,free/reduced,none
51,42,55,female,group A,some college,free/reduced,none
84,67,68,female,group D,associate's degree,standard,none
71,73,54,male,group B,some high school,standard,none
43,75,44,female,group B,high school,standard,none
63,54,40,male,group B,master's degree,standard,none
69,67,79,female,group A,high school,free/reduced,completed
73,74,71,male,group D,master's degree,standard,completed
59,77,75,male,group C,bachelor's degree,standard,completed
84,86,86,female,group E,master's degree,standard,none
50,67,80,male,group C,some college,standard,completed
69,55,58,male,group D,master's degree,free/reduced,completed
80,72,69,male,group B,bachelor's degree,free/reduced,none
61,70,69,female,group D,associate's degree,free/reduced,none
72,73,71,female,group A,high school,free/reduced,none
54,54,45,male,group A,high school,free/reduced,none
90,92,89,female,group D,some college,standard,completed
53,59,58,female,group D,associate's degree,free/reduced,none
70,63,59,male,group A,associate's degree,standard,none
61,64,69,female,group C,some high school,standard,none
51,44,71,female,group A,bachelor's degree,standard,none
71,76,76,female,group A,bachelor's degree,free/reduced,none
54,60,56,female,group C,high school,free/reduced,none
66,76,69,male,group C,high school,standard,none
52,43,46,male,group C,associate's degree,free/reduced,completed
55,78,57,female,group D,some college,standard,none
49,58,65,male,group D,master's degree,standard,none
53,63,46,male,group C,some college,standard,none
42,55,39,female,group B,high school,free/reduced,none
53,68,55,female,group C,high school,free/reduced,none
73,75,71,male,group E,associate's degree,standard,none
64,79,73,female,group A,some college,standard,none
50,37,55,male,group E,some college,standard,none
69,85,81,female,group D,some college,standard,completed
59,51,49,male,group C,associate's degree,standard,none
66,91,83,female,group D,associate's degree,standard,completed
41,75,61,female,group B,high school,free/reduced,none
74,72,84,male,group C,high school,standard,completed
66,72,60,female,group C,some high school,standard,none
66,74,60,male,group B,some college,free/reduced,none
82,84,89,male,group B,master's degree,free/reduced,none
60,52,64,male,group A,associate's degree,standard,none
71,69,70,male,group B,high school,free/reduced,none
