gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,associate's degree,standard,none,69,74,74
male,group C,high school,standard,completed,68,64,65
female,group C,associate's degree,free/reduced,completed,51,57,56
female,group D,some college,free/reduced,none,65,77,79
male,group D,some high school,standard,none,77,67,64
male,group C,associate's degree,standard,completed,73,68,72
female,group C,bachelor's degree,standard,completed,58,68,69
male,group D,associate's degree,standard,none,59,56,65
male,group D,bachelor's degree,free/reduced,none,76,65,71
male,group C,some high school,free/reduced,none,43,51,46
female,group E,some high school,standard,none,48,70,70
female,group C,high school,free/reduced,none,91,88,87
male,group D,some college,standard,completed,65,75,74
female,group D,master's degree,standard,none,61,68,69
female,group A,high school,free/reduced,completed,75,95,91
male,group B,some high school,free/reduced,completed,58,80,78
female,group D,high school,standard,completed,97,93,100
male,group C,some high school,standard,none,50,38,38
female,group D,associate's degree,standard,none,84,93,88
female,group A,associate's degree,standard,completed,86,84,81
female,group A,high school,standard,completed,66,64,70
male,group D,associate's degree,standard,none,69,69,65
male,group C,master's degree,standard,completed,93,94,92
male,group E,some high school,free/reduced,none,58,69,70
female,group C,some high school,standard,completed,64,75,72
male,group E,some high school,free/reduced,completed,57,71,66
female,group B,associate's degree,free/reduced,completed,49,59,62
female,group A,some high school,standard,none,59,59,51
male,group B,some college,standard,none,51,52,50
female,group E,high school,free/reduced,none,71,79,79
female,group B,high school,standard,none,60,73,68
female,group D,high school,standard,none,62,73,71
female,group A,associate's degree,free/reduced,none,66,73,71
female,group B,master's degree,free/reduced,none,41,29,32
female,group C,some college,standard,completed,63,64,69
male,group E,master's degree,standard,completed,73,67,65
female,group D,master's degree,standard,completed,43,55,60
female,group C,some high school,standard,completed,61,74,74
male,group B,associate's degree,free/reduced,none,23,38,35
male,group D,master's degree,standard,completed,84,89,93
male,group B,associate's degree,standard,completed,60,59,47
female,group E,associate's degree,standard,none,62,76,65
male,group B,associate's degree,standard,completed,66,71,68
female,group C,some high school,standard,completed,61,69,66
male,group E,high school,standard,none,74,85,84
male,group A,associate's degree,free/reduced,none,60,54,47
female,group D,some college,standard,completed,65,75,78
female,group E,high school,standard,completed,87,98,93
male,group A,bachelor's degree,standard,none,94,86,84
male,group D,some college,standard,none,75,70,72
female,group E,some college,standard,none,73,68,75
female,group B,some college,free/reduced,none,53,69,67
female,group B,associate's degree,free/reduced,completed,58,81,81
male,group E,bachelor's degree,standard,completed,66,63,53
female,group D,master's degree,free/reduced,none,78,71,75
male,group E,associate's degree,standard,completed,88,78,81
male,group E,associate's degree,free/reduced,completed,83,72,74
female,group D,high school,standard,none,100,98,96
female,group C,associate's degree,free/reduced,none,63,78,77
female,group D,bachelor's degree,standard,none,67,74,77
female,group C,associate's degree,free/reduced,none,49,59,57
female,group C,some high school,free/reduced,none,64,71,66
male,group C,bachelor's degree,standard,none,63,68,60
female,group B,some college,standard,none,70,69,73
female,group D,some college,standard,completed,68,91,92
female,group E,bachelor's degree,standard,none,49,56,60
female,group B,some college,standard,completed,83,84,83
female,group D,some high school,standard,completed,92,91,92
male,group C,associate's degree,standard,completed,88,78,78
female,group E,some college,standard,none,59,66,71
female,group D,associate's degree,standard,none,45,53,55
male,group A,bachelor's degree,standard,none,66,61,49
male,group D,associate's degree,standard,none,62,53,60
female,group B,some college,free/reduced,completed,73,84,86
female,group E,master's degree,standard,none,93,91,96
female,group A,master's degree,free/reduced,completed,58,56,56
female,group D,some college,free/reduced,completed,74,81,77
male,group E,some high school,free/reduced,completed,79,71,63
female,group B,high school,standard,completed,58,58,64
male,group A,some high school,standard,completed,72,83,82
female,group C,high school,free/reduced,none,48,64,65
female,group B,some high school,standard,completed,67,83,78
male,group C,some college,standard,completed,76,79,85
male,group D,some college,standard,none,49,49,51
female,group D,high school,standard,none,75,71,75
female,group C,associate's degree,standard,none,58,57,56
male,group D,high school,standard,none,86,83,81
female,group C,some high school,standard,none,58,61,62
female,group D,some college,standard,none,51,52,57
female,group B,associate's degree,standard,none,35,47,44
female,group B,some college,standard,none,47,38,36
male,group B,some college,free/reduced,none,59,57,47
male,group A,bachelor's degree,standard,none,74,77,74
male,group B,some high school,standard,none,68,64,56
female,group C,some high school,standard,none,64,68,68
male,group D,associate's degree,standard,completed,64,63,59
female,group D,some college,free/reduced,none,48,54,59
female,group E,high school,free/reduced,completed,53,50,52
male,group E,some high school,free/reduced,none,50,49,45
male,group B,bachelor's degree,standard,completed,100,86,83
male,group C,associate's degree,standard,none,73,71,66
male,group C,some high school,standard,completed,79,84,84
male,group E,high school,standard,none,64,65,69
male,group B,high school,standard,completed,69,68,69
male,group C,some high school,standard,completed,97,82,82
male,group B,high school,free/reduced,none,53,44,40
male,group D,high school,standard,none,77,79,81
female,group B,bachelor's degree,standard,none,85,83,82
male,group D,some high school,standard,none,82,74,72
male,group C,some college,standard,none,77,84,81
male,group B,some high school,standard,none,40,40,37
male,group E,some college,standard,completed,66,74,73
female,group D,some college,standard,none,84,97,97
male,group D,high school,free/reduced,completed,53,58,61
female,group A,associate's degree,standard,completed,100,96,92
female,group C,some high school,free/reduced,none,46,58,50
male,group D,master's degree,free/reduced,none,62,77,71
female,group D,associate's degree,standard,completed,76,85,82
female,group B,associate's degree,standard,none,57,58,55
male,group B,high school,standard,none,82,62,64
male,group B,associate's degree,free/reduced,none,57,37,32
male,group C,associate's degree,standard,completed,97,91,93
male,group C,some college,free/reduced,none,64,61,59
female,group D,some college,standard,none,53,71,71
male,group E,associate's degree,free/reduced,completed,71,77,76
female,group D,associate's degree,standard,none,58,61,71
male,group C,associate's degree,standard,none,75,77,80
female,group C,associate's degree,standard,none,54,63,57
female,group C,associate's degree,standard,none,52,58,56
male,group E,high school,standard,completed,73,94,90
male,group D,some college,standard,none,69,70,60
male,group C,associate's degree,standard,none,63,72,65
female,group D,some high school,free/reduced,none,60,68,71
female,group C,some college,free/reduced,none,41,56,63
male,group B,some college,standard,none,81,64,56
female,group D,master's degree,standard,none,72,68,66
female,group D,high school,free/reduced,completed,67,54,59
female,group B,master's degree,free/reduced,none,72,79,76
female,group E,some high school,standard,completed,74,81,82
male,group D,high school,free/reduced,none,48,52,48
male,group D,associate's degree,standard,none,82,86,86
male,group B,bachelor's degree,standard,completed,100,86,85
female,group C,some high school,standard,none,42,48,49
female,group E,some college,standard,none,67,78,79
male,group D,some high school,free/reduced,none,86,83,77
female,group E,some high school,free/reduced,completed,67,76,67
female,group D,master's degree,standard,none,66,80,84
male,group B,some high school,standard,none,69,69,72
male,group B,some high school,standard,none,83,91,88
female,group C,high school,free/reduced,none,58,67,62
male,group A,some college,standard,none,64,53,52
female,group E,high school,standard,none,73,81,71
male,group B,some college,free/reduced,none,54,62,60
male,group E,some high school,free/reduced,none,63,55,48
male,group E,bachelor's degree,standard,none,50,53,48
male,group E,high school,standard,none,58,54,51
male,group E,some college,standard,none,54,53,47
male,group C,high school,standard,completed,45,54,56
male,group D,associate's degree,free/reduced,none,45,50,44
male,group E,high school,free/reduced,completed,72,64,66
male,group B,high school,free/reduced,none,73,66,64
female,group E,some high school,free/reduced,completed,44,64,61
male,group B,some high school,standard,completed,62,58,53
male,group B,some college,free/reduced,completed,54,43,47
female,group A,associate's degree,standard,completed,97,100,100
male,group B,bachelor's degree,standard,completed,63,72,65
male,group D,high school,standard,none,88,90,90
