gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,some college,standard,none,71,65,72
female,group C,associate's degree,standard,none,70,62,90
male,group C,high school,standard,none,65,64,58
female,group C,some college,standard,none,57,83,67
female,group C,high school,standard,none,59,48,54
female,group C,some high school,free/reduced,completed,76,67,80
male,group C,some college,standard,none,62,47,71
female,group C,some college,standard,none,80,69,83
male,group C,high school,standard,none,57,61,49
male,group C,some high school,free/reduced,none,46,49,46
male,group A,associate's degree,standard,none,69,83,69
female,group C,some college,standard,none,81,77,69
female,group C,high school,standard,none,71,71,71
female,group C,some high school,free/reduced,none,51,59,61
female,group C,high school,standard,none,58,67,63
female,group C,high school,standard,none,74,62,48
male,group D,some college,standard,none,100,100,85
female,group C,high school,free/reduced,none,51,47,66
female,group B,high school,free/reduced,none,59,76,53
male,group C,high school,standard,none,56,42,48
male,group D,some college,standard,none,82,64,74
female,group C,associate's degree,standard,completed,68,80,85
female,group C,some college,standard,none,80,84,82
female,group C,associate's degree,standard,none,66,78,84
female,group C,some high school,standard,none,69,74,74
female,group C,high school,standard,none,65,74,69
male,group C,some college,standard,none,59,62,54
female,group C,some college,standard,none,66,92,65
female,group C,associate's degree,standard,completed,76,91,86
female,group C,some college,standard,none,60,63,76
male,group D,some college,standard,none,78,87,86
male,group C,some college,free/reduced,none,66,75,76
female,group C,high school,free/reduced,none,67,55,59
female,group D,some college,standard,none,72,80,70
female,group C,associate's degree,standard,none,61,61,78
female,group B,some high school,free/reduced,none,30,53,55
male,group E,some college,standard,completed,77,83,65
male,group C,high school,standard,none,69,68,51
male,group C,high school,free/reduced,none,54,51,58
male,group C,some college,standard,none,55,72,44
female,group C,high school,standard,none,55,64,71
female,group C,associate's degree,standard,completed,90,88,87
male,group D,some college,standard,none,73,60,71
male,group C,some college,standard,none,60,61,67
female,group E,associate's degree,standard,completed,94,86,95
male,group D,some college,standard,none,78,80,64
female,group C,associate's degree,standard,none,86,87,92
male,group D,some college,standard,none,60,60,73
male,group D,some college,standard,none,80,81,70
male,group E,some college,standard,none,95,92,84
female,group C,associate's degree,free/reduced,completed,73,71,62
male,group C,associate's degree,standard,none,62,84,83
female,group C,associate's degree,standard,none,76,83,73
female,group C,associate's degree,free/reduced,none,79,62,54
female,group C,some college,standard,none,80,72,83
female,group B,some high school,free/reduced,none,57,65,64
female,group C,some high school,standard,none,71,75,73
female,group C,associate's degree,standard,completed,95,92,97
female,group C,some college,standard,none,61,75,59
female,group C,high school,free/reduced,none,42,62,49
male,group C,some college,standard,none,89,69,74
female,group C,some high school,free/reduced,none,61,58,50
female,group C,associate's degree,standard,completed,94,100,94
male,group C,high school,standard,none,50,60,55
male,group D,some college,standard,none,61,60,65
female,group C,some college,standard,completed,89,85,96
male,group C,high school,standard,none,65,68,59
female,group C,some college,standard,none,52,77,87
female,group C,associate's degree,free/reduced,completed,63,81,53
female,group C,associate's degree,standard,completed,79,77,88
female,group C,some college,standard,completed,87,87,87
male,group C,some college,standard,none,78,75,76
male,group D,some college,standard,none,40,65,63
female,group C,some high school,free/reduced,none,41,61,52
female,group C,high school,standard,none,57,55,65
female,group C,some college,standard,none,66,73,86
male,group C,high school,standard,none,63,57,47
female,group C,associate's degree,standard,none,61,72,80
female,group C,associate's degree,standard,none,57,61,49
male,group C,some college,standard,none,51,42,55
female,group C,associate's degree,standard,none,84,67,68
female,group C,some high school,free/reduced,none,71,73,54
male,group E,some college,free/reduced,completed,43,75,44
female,group C,high school,free/reduced,none,63,54,40
male,group D,some college,standard,none,69,67,79
female,group C,some college,standard,none,73,74,71
male,group C,some college,standard,none,59,77,75
female,group C,some college,standard,none,84,86,86
female,group C,some high school,free/reduced,none,50,67,80
male,group C,associate's degree,standard,none,69,55,58
male,group E,associate's degree,standard,completed,80,72,69
male,group C,high school,standard,none,61,70,69
female,group C,some college,standard,none,72,73,71
male,group C,some college,free/reduced,none,54,54,45
female,group C,some college,standard,completed,90,92,89
male,group D,some college,standard,none,53,59,58
female,group C,associate's degree,standard,none,70,63,59
female,group C,some college,standard,none,61,64,69
male,group D,some college,standard,none,51,44,71
male,group D,some college,standard,none,71,76,76
male,group C,high school,standard,none,54,60,56
female,group C,some college,standard,none,66,76,69
female,group B,some high school,free/reduced,none,52,43,46
female,group C,some college,standard,none,55,78,57
female,group C,some high school,free/reduced,none,49,58,65
female,group C,high school,free/reduced,none,53,63,46
male,group C,high school,free/reduced,none,42,55,39
female,group B,some high school,free/reduced,none,53,68,55
female,group C,high school,standard,none,73,75,71
male,group C,some college,standard,none,64,79,73
male,group C,high school,free/reduced,none,50,37,55
female,group C,some college,standard,none,69,85,81
male,group C,some college,standard,none,59,51,49
male,group D,associate's degree,standard,none,66,91,83
female,group C,high school,free/reduced,none,41,75,61
male,group D,some college,standard,none,74,72,84
female,group D,associate's degree,standard,none,66,72,60
male,group C,some college,standard,none,66,74,60
female,group C,some college,standard,none,82,84,89
female,group C,high school,free/reduced,none,60,52,64
female,group C,associate's degree,standard,none,71,69,70
