duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
32,8289,3,4,37,1,1,0<=X<200,existing paid,used car,500<=X<1000,<1,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,bad
31,1494,4,4,28,1,1,0<=X<200,existing paid,radio/tv,<100,unemployed,male single,co applicant,no known property,none,rent,skilled,yes,yes,good
37,6544,4,4,40,1,1,<0,existing paid,used car,500<=X<1000,>=7,male single,none,car,none,rent,skilled,yes,yes,good
30,4197,2,4,28,1,1,<0,existing paid,radio/tv,<100,4<=X<7,male div/sep,guarantor,life insurance,none,rent,skilled,yes,yes,bad
15,2852,3,1,24,1,1,0<=X<200,existing paid,new car,500<=X<1000,unemployed,male mar/wid,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,bad
11,2538,4,4,32,1,1,<0,critical/other existing credit,furniture/equipment,>=1000,>=7,male single,none,real estate,none,own,unskilled resident,yes,yes,good
29,11506,3,4,25,1,2,no checking,existing paid,new car,no known savings,<1,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
8,2398,3,4,41,2,1,0<=X<200,no credits/all paid,repairs,<100,>=7,male mar/wid,none,car,none,for free,skilled,none,yes,bad
15,1812,4,2,26,1,1,0<=X<200,existing paid,used car,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,bad
12,2241,1,2,25,2,1,<0,no credits/all paid,other,no known savings,<1,male single,none,life insurance,none,rent,skilled,none,yes,good
29,3091,4,3,34,2,2,<0,delayed previously,used car,<100,4<=X<7,male single,none,no known property,none,rent,skilled,none,no,bad
7,1857,3,1,42,1,1,>=200,existing paid,radio/tv,<100,4<=X<7,male div/sep,co applicant,life insurance,none,own,skilled,yes,yes,good
28,2926,4,4,30,2,1,no checking,critical/other existing credit,other,<100,4<=X<7,male single,guarantor,life insurance,none,own,high qualif/self emp/mgmt,none,yes,good
8,719,1,4,33,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,good
19,6876,2,1,27,2,1,0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,good
17,1919,3,4,27,1,1,>=200,existing paid,repairs,>=1000,>=7,female div/dep/mar,none,real estate,none,own,unskilled resident,yes,yes,bad
14,3272,2,1,40,1,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
47,10314,3,2,22,1,2,no checking,existing paid,new car,<100,<1,male single,none,no known property,none,own,skilled,none,yes,bad
20,1773,4,4,23,1,2,0<=X<200,all paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
31,7397,3,4,62,1,1,0<=X<200,all paid,used car,<100,unemployed,male single,none,no known property,none,own,skilled,none,yes,bad
13,2684,2,2,20,2,1,0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,>=7,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,bad
33,3460,4,2,24,1,1,no checking,delayed previously,new car,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,bad
10,1048,4,1,35,2,1,>=200,no credits/all paid,used car,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,good
13,3535,4,2,50,1,1,no checking,all paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
43,4240,1,4,39,1,1,no checking,existing paid,used car,100<=X<500,unemployed,male div/sep,none,no known property,none,for free,skilled,none,yes,bad
10,1808,4,3,58,1,2,no checking,all paid,used car,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
20,5888,4,1,56,2,1,no checking,no credits/all paid,furniture/equipment,>=1000,unemployed,female div/dep/mar,co applicant,car,stores,own,skilled,none,yes,good
18,7082,1,1,43,2,1,<0,delayed previously,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
14,2326,2,2,38,1,1,0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,real estate,stores,own,unskilled resident,yes,yes,good
17,1640,4,4,26,1,1,<0,existing paid,furniture/equipment,no known savings,4<=X<7,female div/dep/mar,co applicant,car,none,rent,unskilled resident,yes,no,bad
6,2259,3,1,51,1,1,>=200,all paid,furniture/equipment,500<=X<1000,4<=X<7,female div/dep/mar,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
16,1579,4,4,37,1,1,0<=X<200,existing paid,repairs,<100,>=7,male single,none,life insurance,stores,for free,skilled,none,yes,good
13,1990,4,1,23,3,2,no checking,critical/other existing credit,used car,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
14,3969,4,2,26,2,1,0<=X<200,critical/other existing credit,new car,100<=X<500,<1,male single,none,car,none,own,unskilled resident,none,yes,bad
9,3443,2,4,35,1,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,real estate,none,for free,unskilled resident,yes,yes,good
24,3711,4,4,46,1,1,>=200,all paid,radio/tv,<100,unemployed,male single,none,car,none,for free,unemp/unskilled non res,yes,yes,bad
18,2183,4,4,47,1,1,no checking,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,real estate,none,for free,skilled,none,yes,good
23,6204,1,2,35,1,2,0<=X<200,all paid,furniture/equipment,>=1000,<1,male single,none,real estate,none,own,skilled,none,yes,bad
15,3198,1,4,24,2,1,no checking,critical/other existing credit,repairs,>=1000,4<=X<7,female div/dep/mar,co applicant,car,stores,rent,skilled,yes,yes,good
23,3536,4,4,45,2,2,no checking,no credits/all paid,furniture/equipment,<100,>=7,female div/dep/mar,none,no known property,none,for free,unemp/unskilled non res,none,yes,bad
7,2034,4,1,53,1,1,>=200,all paid,other,<100,1<=X<4,male div/sep,none,real estate,none,own,unskilled resident,none,yes,good
30,5066,3,2,36,2,1,0<=X<200,delayed previously,new car,>=1000,unemployed,male mar/wid,co applicant,no known property,none,rent,skilled,none,yes,bad
8,3669,2,2,38,1,1,0<=X<200,existing paid,radio/tv,>=1000,unemployed,male div/sep,none,real estate,none,own,unemp/unskilled non res,yes,yes,good
26,2569,4,1,31,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,bad
17,2898,2,1,23,2,2,<0,no credits/all paid,new car,<100,1<=X<4,male single,none,real estate,stores,for free,unskilled resident,yes,yes,good
18,2422,4,2,49,1,1,<0,critical/other existing credit,new car,no known savings,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,none,no,good
15,4390,1,4,43,3,1,0<=X<200,existing paid,repairs,500<=X<1000,unemployed,male mar/wid,none,no known property,none,for free,skilled,yes,yes,bad
23,1770,2,2,25,2,1,0<=X<200,delayed previously,used car,>=1000,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,bad
52,14805,3,4,44,2,1,<0,critical/other existing credit,repairs,<100,unemployed,male single,none,life insurance,bank,for free,unskilled resident,yes,yes,good
47,4357,4,3,26,2,1,no checking,critical/other existing credit,used car,no known savings,unemployed,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
6,1493,1,3,37,2,1,>=200,all paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,guarantor,real estate,none,rent,skilled,yes,yes,good
31,1766,4,4,24,2,1,no checking,all paid,radio/tv,no known savings,1<=X<4,male single,none,car,stores,own,unemp/unskilled non res,yes,yes,bad
10,740,2,2,21,1,1,0<=X<200,existing paid,repairs,<100,1<=X<4,male div/sep,co applicant,real estate,none,own,skilled,yes,yes,bad
18,604,2,1,23,1,1,<0,existing paid,used car,100<=X<500,<1,male mar/wid,none,real estate,bank,own,skilled,yes,yes,good
33,1645,4,4,31,2,1,no checking,no credits/all paid,new car,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,bad
23,2902,2,2,25,1,2,<0,all paid,retraining,500<=X<1000,1<=X<4,male single,none,real estate,none,own,unemp/unskilled non res,none,yes,good
12,1393,2,4,30,1,1,0<=X<200,existing paid,furniture/equipment,no known savings,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,yes,yes,good
43,5436,2,1,24,1,2,<0,existing paid,new car,<100,<1,male single,guarantor,real estate,none,own,unskilled resident,yes,yes,bad
42,6355,4,4,30,1,1,<0,existing paid,radio/tv,no known savings,1<=X<4,male single,none,no known property,bank,for free,skilled,yes,yes,good
57,12412,2,3,20,2,1,no checking,critical/other existing credit,furniture/equipment,>=1000,<1,male single,none,real estate,bank,rent,skilled,none,yes,good
11,884,1,3,28,1,1,0<=X<200,all paid,furniture/equipment,>=1000,1<=X<4,male single,none,car,none,rent,skilled,none,yes,good
11,2055,4,1,53,1,2,>=200,all paid,new car,100<=X<500,1<=X<4,male single,none,real estate,none,own,unskilled resident,yes,yes,good
15,3828,4,3,22,1,2,no checking,existing paid,new car,<100,<1,male mar/wid,co applicant,real estate,none,for free,unskilled resident,yes,yes,bad
14,2082,2,4,52,2,1,no checking,delayed previously,used car,500<=X<1000,>=7,female div/dep/mar,none,no known property,stores,for free,unemp/unskilled non res,none,yes,good
38,5189,1,1,43,2,1,0<=X<200,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,bad
35,2516,4,4,21,1,1,<0,existing paid,new car,<100,<1,male single,none,life insurance,bank,own,skilled,none,yes,bad
60,11249,1,1,49,2,1,0<=X<200,critical/other existing credit,new car,no known savings,4<=X<7,male single,none,car,stores,own,skilled,none,yes,bad
16,1358,4,2,25,1,1,0<=X<200,existing paid,business,<100,<1,male mar/wid,co applicant,car,none,own,unskilled resident,yes,yes,good
33,3223,4,4,49,1,1,>=200,delayed previously,used car,<100,>=7,male single,none,life insurance,none,own,unemp/unskilled non res,yes,yes,good
10,2190,1,2,54,1,1,>=200,delayed previously,radio/tv,>=1000,>=7,male single,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,no,good
25,3675,1,4,26,2,1,>=200,delayed previously,retraining,<100,unemployed,male single,co applicant,no known property,none,rent,skilled,none,yes,bad
24,1371,3,2,28,2,1,no checking,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,no known property,stores,own,skilled,yes,yes,good
16,870,4,1,35,2,2,no checking,no credits/all paid,retraining,no known savings,4<=X<7,male single,none,real estate,none,rent,skilled,yes,yes,good
21,1143,4,4,23,2,1,0<=X<200,existing paid,retraining,<100,>=7,male mar/wid,none,no known property,none,own,skilled,yes,yes,bad
25,8390,3,1,24,1,1,no checking,existing paid,radio/tv,<100,4<=X<7,male single,none,no known property,none,rent,high qualif/self emp/mgmt,yes,yes,good
32,5018,3,3,41,2,1,no checking,delayed previously,radio/tv,<100,1<=X<4,male single,none,real estate,bank,rent,skilled,yes,yes,bad
10,1306,4,4,54,1,2,>=200,existing paid,business,<100,>=7,male single,guarantor,real estate,none,for free,skilled,yes,yes,good
20,2522,1,4,31,2,1,0<=X<200,all paid,new car,no known savings,4<=X<7,female div/dep/mar,co applicant,car,none,own,unemp/unskilled non res,yes,yes,bad
7,1148,3,2,55,1,1,0<=X<200,existing paid,used car,>=1000,1<=X<4,female div/dep/mar,none,real estate,bank,rent,skilled,yes,yes,good
13,1993,1,2,23,2,1,<0,delayed previously,radio/tv,<100,<1,male single,none,real estate,bank,rent,unemp/unskilled non res,yes,yes,bad
8,454,4,2,33,1,2,>=200,existing paid,new car,>=1000,>=7,male single,none,life insurance,none,own,unskilled resident,none,yes,good
23,1927,4,3,25,1,1,<0,existing paid,business,<100,1<=X<4,male single,co applicant,car,none,own,unemp/unskilled non res,yes,yes,bad
18,1623,4,4,54,1,1,no checking,existing paid,new car,no known savings,<1,male single,none,real estate,stores,for free,skilled,yes,yes,bad
16,3132,1,1,35,2,2,0<=X<200,critical/other existing credit,furniture/equipment,<100,<1,male single,co applicant,no known property,none,own,skilled,none,yes,good
14,3141,4,2,45,1,1,no checking,existing paid,new car,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
38,7680,4,2,29,1,1,<0,all paid,radio/tv,100<=X<500,>=7,male single,none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,good
22,1663,1,2,39,2,1,>=200,critical/other existing credit,new car,<100,1<=X<4,male mar/wid,co applicant,life insurance,bank,own,skilled,none,yes,good
38,4353,1,2,26,1,1,<0,all paid,furniture/equipment,500<=X<1000,<1,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,bad
15,6498,3,2,31,1,1,0<=X<200,delayed previously,new car,>=1000,1<=X<4,female div/dep/mar,co applicant,car,none,own,high qualif/self emp/mgmt,none,yes,good
32,4027,4,1,26,1,1,<0,delayed previously,radio/tv,<100,<1,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
17,1430,4,4,22,1,1,no checking,existing paid,radio/tv,no known savings,<1,male mar/wid,none,car,none,rent,skilled,yes,yes,bad
30,4144,4,3,29,1,2,<0,existing paid,radio/tv,>=1000,1<=X<4,male single,none,car,bank,own,unskilled resident,yes,yes,good
17,2482,4,4,25,2,1,>=200,delayed previously,furniture/equipment,no known savings,1<=X<4,male single,none,car,none,rent,high qualif/self emp/mgmt,none,yes,good
12,3150,2,3,22,2,1,no checking,no credits/all paid,business,>=1000,1<=X<4,male div/sep,none,life insurance,none,own,unskilled resident,yes,yes,good
18,4210,2,2,50,1,1,no checking,existing paid,radio/tv,500<=X<1000,unemployed,male div/sep,none,real estate,none,own,skilled,none,yes,good
34,9721,4,2,29,1,1,<0,existing paid,new car,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,good
25,4266,4,3,30,2,1,no checking,critical/other existing credit,new car,no known savings,unemployed,male div/sep,co applicant,no known property,none,rent,unemp/unskilled non res,yes,no,bad
22,2420,3,4,49,1,1,no checking,existing paid,new car,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,good
19,1075,2,4,44,1,1,>=200,existing paid,retraining,no known savings,unemployed,male div/sep,none,life insurance,bank,own,skilled,none,yes,bad
27,6818,3,2,40,1,2,>=200,existing paid,furniture/equipment,<100,<1,male single,none,car,stores,own,skilled,yes,yes,bad
8,4042,3,1,33,2,1,no checking,delayed previously,radio/tv,>=1000,<1,male single,none,real estate,none,own,skilled,yes,yes,bad
14,4721,2,2,33,1,2,no checking,existing paid,repairs,<100,4<=X<7,male single,none,car,none,rent,skilled,none,yes,good
22,5995,3,1,41,2,1,<0,delayed previously,repairs,<100,>=7,male single,none,car,none,own,skilled,yes,yes,bad
40,7617,4,1,24,1,1,0<=X<200,existing paid,repairs,no known savings,<1,male single,none,no known property,none,own,skilled,yes,yes,good
9,1826,4,2,34,2,1,no checking,delayed previously,furniture/equipment,>=1000,4<=X<7,male mar/wid,none,real estate,bank,for free,skilled,none,yes,good
15,1744,4,2,41,1,1,no checking,critical/other existing credit,radio/tv,>=1000,<1,male single,co applicant,life insurance,none,own,skilled,yes,yes,good
16,5676,2,4,48,2,1,0<=X<200,critical/other existing credit,domestic appliance,100<=X<500,>=7,male single,none,no known property,bank,rent,unemp/unskilled non res,yes,yes,good
8,1789,3,2,31,1,1,<0,existing paid,new car,<100,4<=X<7,female div/dep/mar,none,life insurance,bank,own,skilled,none,yes,good
17,2580,3,1,49,1,2,>=200,delayed previously,furniture/equipment,100<=X<500,unemployed,male single,none,life insurance,none,own,skilled,none,yes,good
34,3015,4,4,22,1,1,0<=X<200,all paid,domestic appliance,100<=X<500,4<=X<7,male single,none,car,none,rent,skilled,yes,yes,bad
31,1449,1,4,40,1,1,0<=X<200,existing paid,radio/tv,100<=X<500,unemployed,male div/sep,none,no known property,none,for free,skilled,yes,yes,bad
23,1060,4,2,29,1,1,<0,existing paid,business,100<=X<500,4<=X<7,female div/dep/mar,guarantor,life insurance,none,for free,skilled,yes,yes,bad
19,3519,1,4,47,1,1,no checking,existing paid,education,<100,unemployed,male single,none,real estate,none,own,unskilled resident,yes,no,good
20,8522,3,2,22,2,2,no checking,critical/other existing credit,furniture/equipment,<100,1<=X<4,male single,none,no known property,none,own,skilled,none,yes,good
16,1318,3,3,25,2,1,0<=X<200,delayed previously,new car,>=1000,4<=X<7,male single,guarantor,life insurance,stores,own,skilled,none,yes,good
37,6557,2,4,33,2,1,0<=X<200,existing paid,other,<100,<1,male single,none,life insurance,bank,rent,skilled,yes,yes,bad
20,8118,4,2,39,2,1,no checking,no credits/all paid,business,<100,unemployed,female div/dep/mar,co applicant,car,bank,rent,high qualif/self emp/mgmt,none,no,bad
10,1266,4,1,63,2,1,no checking,critical/other existing credit,new car,100<=X<500,>=7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
34,2157,4,1,35,2,1,<0,delayed previously,business,no known savings,4<=X<7,female div/dep/mar,none,car,none,for free,skilled,none,yes,good
8,1035,4,4,29,1,1,no checking,delayed previously,new car,<100,1<=X<4,female div/dep/mar,co applicant,real estate,none,rent,skilled,yes,yes,bad
11,2973,3,4,38,1,1,0<=X<200,existing paid,domestic appliance,>=1000,4<=X<7,male single,guarantor,real estate,stores,rent,skilled,none,yes,bad
19,1735,4,4,74,1,1,>=200,existing paid,radio/tv,<100,1<=X<4,male div/sep,none,no known property,none,for free,skilled,none,yes,good
29,2028,4,4,29,1,1,0<=X<200,critical/other existing credit,repairs,<100,<1,male single,none,life insurance,bank,own,unemp/unskilled non res,none,yes,bad
26,3960,2,3,29,1,1,>=200,existing paid,business,100<=X<500,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
26,4935,4,3,33,2,1,no checking,critical/other existing credit,new car,<100,<1,male single,none,life insurance,none,rent,skilled,none,yes,bad
45,4359,2,4,33,1,1,no checking,critical/other existing credit,new car,>=1000,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,bad
6,1595,3,2,34,1,1,0<=X<200,existing paid,new car,no known savings,<1,male div/sep,co applicant,life insurance,none,own,skilled,none,yes,good
24,1502,3,4,34,1,1,0<=X<200,critical/other existing credit,new car,100<=X<500,1<=X<4,male div/sep,none,life insurance,bank,rent,skilled,yes,yes,bad
9,1917,3,2,24,1,1,0<=X<200,existing paid,radio/tv,no known savings,<1,male div/sep,none,real estate,stores,own,unskilled resident,none,no,good
22,5326,3,2,31,1,1,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
13,926,4,4,22,1,1,0<=X<200,all paid,used car,<100,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,none,yes,bad
8,530,3,4,24,2,2,0<=X<200,delayed previously,business,<100,4<=X<7,female div/dep/mar,none,no known property,bank,for free,skilled,yes,yes,good
48,7652,4,1,20,2,1,<0,critical/other existing credit,radio/tv,<100,<1,male single,co applicant,life insurance,none,own,unskilled resident,none,yes,good
28,15696,4,2,30,1,2,0<=X<200,existing paid,furniture/equipment,>=1000,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,bad
9,2088,2,2,30,1,1,<0,existing paid,business,<100,<1,male div/sep,none,life insurance,none,own,unskilled resident,none,yes,bad
28,9851,1,3,33,2,1,<0,critical/other existing credit,new car,500<=X<1000,<1,male div/sep,guarantor,car,none,own,high qualif/self emp/mgmt,none,no,bad
22,2703,2,2,47,2,2,0<=X<200,no credits/all paid,used car,100<=X<500,<1,male single,guarantor,real estate,stores,own,unemp/unskilled non res,none,yes,bad
16,1242,4,4,33,2,1,no checking,critical/other existing credit,education,no known savings,<1,male single,none,life insurance,none,for free,skilled,none,yes,good
12,2121,4,1,21,1,1,0<=X<200,existing paid,new car,<100,4<=X<7,male mar/wid,none,real estate,stores,own,skilled,none,yes,bad
16,2745,2,2,39,2,2,>=200,delayed previously,furniture/equipment,100<=X<500,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
10,3857,2,3,22,1,1,>=200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,bank,rent,skilled,yes,yes,bad
10,4395,3,1,29,2,1,no checking,no credits/all paid,new car,500<=X<1000,<1,male div/sep,none,life insurance,none,own,unskilled resident,none,yes,bad
33,6468,1,2,39,2,1,0<=X<200,no credits/all paid,radio/tv,100<=X<500,<1,female div/dep/mar,none,life insurance,bank,own,unskilled resident,none,yes,bad
18,1556,4,4,35,1,1,0<=X<200,existing paid,radio/tv,100<=X<500,<1,male single,none,life insurance,stores,rent,skilled,none,yes,bad
5,1793,2,3,23,2,1,0<=X<200,no credits/all paid,radio/tv,<100,4<=X<7,male single,none,life insurance,bank,rent,skilled,none,yes,good
57,4921,4,1,30,1,1,no checking,existing paid,furniture/equipment,100<=X<500,<1,male single,none,car,none,own,skilled,yes,yes,bad
17,2493,3,4,22,1,1,0<=X<200,all paid,radio/tv,100<=X<500,4<=X<7,male mar/wid,none,life insurance,bank,rent,skilled,none,yes,bad
7,956,2,4,47,1,1,no checking,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,life insurance,bank,own,unskilled resident,none,yes,good
46,3099,2,4,23,1,1,no checking,existing paid,retraining,<100,unemployed,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
7,1180,4,4,30,2,1,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male div/sep,none,life insurance,none,own,skilled,none,yes,good
35,1763,2,2,27,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,male div/sep,co applicant,car,none,for free,skilled,none,yes,bad
35,10528,3,1,52,1,1,0<=X<200,critical/other existing credit,used car,>=1000,unemployed,female div/dep/mar,none,no known property,bank,rent,unskilled resident,yes,yes,good
45,2916,4,4,43,2,1,>=200,no credits/all paid,business,100<=X<500,unemployed,male single,none,no known property,none,own,unemp/unskilled non res,none,yes,bad
33,6614,2,3,22,1,2,0<=X<200,existing paid,furniture/equipment,500<=X<1000,4<=X<7,male single,none,no known property,none,rent,skilled,none,yes,good
46,3154,2,4,38,2,1,0<=X<200,delayed previously,new car,no known savings,1<=X<4,male div/sep,none,life insurance,stores,for free,skilled,yes,yes,bad
23,3077,4,4,45,3,1,0<=X<200,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,car,stores,own,skilled,none,no,good
38,3662,3,4,49,2,2,no checking,delayed previously,furniture/equipment,<100,1<=X<4,male single,none,no known property,stores,for free,high qualif/self emp/mgmt,yes,yes,bad
18,4246,3,4,44,2,1,<0,delayed previously,radio/tv,>=1000,unemployed,male single,none,no known property,none,own,skilled,none,yes,bad
48,13205,4,2,28,1,1,no checking,all paid,furniture/equipment,500<=X<1000,1<=X<4,male single,none,no known property,none,own,skilled,none,yes,bad
38,11222,4,4,41,1,1,no checking,existing paid,radio/tv,<100,unemployed,female div/dep/mar,co applicant,no known property,stores,own,skilled,none,yes,good
5,439,2,2,35,1,1,>=200,existing paid,new car,100<=X<500,1<=X<4,male single,none,life insurance,none,for free,unskilled resident,none,yes,good
28,3899,4,2,49,2,1,>=200,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
48,6195,2,4,33,1,1,0<=X<200,all paid,furniture/equipment,<100,unemployed,male mar/wid,none,real estate,none,for free,high qualif/self emp/mgmt,yes,yes,bad
6,1026,1,2,22,1,2,>=200,existing paid,radio/tv,no known savings,1<=X<4,male single,none,car,stores,own,skilled,none,yes,good
29,10255,3,4,40,1,1,<0,existing paid,retraining,>=1000,unemployed,male single,none,real estate,stores,for free,high qualif/self emp/mgmt,yes,yes,bad
43,6626,4,3,22,2,1,no checking,critical/other existing credit,other,>=1000,unemployed,male single,co applicant,real estate,none,own,skilled,yes,yes,bad
7,1115,2,3,28,2,1,<0,all paid,new car,<100,4<=X<7,male mar/wid,guarantor,real estate,none,rent,skilled,yes,yes,bad
12,3652,2,3,31,1,2,<0,existing paid,furniture/equipment,>=1000,1<=X<4,female div/dep/mar,co applicant,no known property,none,rent,unskilled resident,none,no,bad
8,1179,3,1,58,2,1,>=200,no credits/all paid,new car,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,good
32,5205,4,4,59,1,1,no checking,existing paid,domestic appliance,>=1000,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,good
21,2659,2,4,49,1,1,0<=X<200,existing paid,radio/tv,>=1000,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,bad
9,5166,2,2,42,1,1,>=200,existing paid,radio/tv,<100,4<=X<7,male single,none,real estate,stores,own,high qualif/self emp/mgmt,yes,yes,good
18,6598,2,4,43,1,1,no checking,existing paid,repairs,100<=X<500,unemployed,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
27,1980,4,2,20,2,1,<0,critical/other existing credit,used car,>=1000,1<=X<4,male mar/wid,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
25,2714,1,4,35,2,1,no checking,no credits/all paid,furniture/equipment,<100,unemployed,male mar/wid,none,no known property,none,for free,skilled,none,yes,good
35,6586,2,4,35,1,1,0<=X<200,existing paid,business,<100,1<=X<4,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,bad
7,1935,4,4,31,3,1,<0,existing paid,new car,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,yes,yes,good
33,9985,3,2,71,1,1,no checking,existing paid,furniture/equipment,<100,unemployed,male single,none,life insurance,none,for free,unemp/unskilled non res,none,yes,good
17,6782,3,1,33,1,1,no checking,all paid,radio/tv,<100,<1,male single,guarantor,no known property,none,own,skilled,yes,yes,bad
24,6646,3,2,22,1,1,no checking,existing paid,furniture/equipment,500<=X<1000,unemployed,male single,co applicant,no known property,stores,own,skilled,yes,yes,bad
10,1091,3,4,42,2,1,<0,critical/other existing credit,furniture/equipment,no known savings,>=7,male mar/wid,none,no known property,none,for free,skilled,yes,no,good
31,1730,4,1,29,1,1,<0,all paid,used car,100<=X<500,<1,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,bad
11,1141,3,3,41,2,1,no checking,critical/other existing credit,new car,100<=X<500,1<=X<4,male single,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
21,4818,2,1,34,1,1,<0,all paid,furniture/equipment,500<=X<1000,<1,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,bad
23,444,4,2,43,1,1,>=200,all paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,bad
60,10045,4,4,21,1,1,<0,existing paid,radio/tv,>=1000,4<=X<7,male single,none,car,bank,own,skilled,none,yes,good
9,884,4,1,29,2,1,0<=X<200,delayed previously,radio/tv,<100,4<=X<7,male div/sep,guarantor,life insurance,none,own,skilled,yes,yes,good
32,4027,1,4,41,1,2,0<=X<200,all paid,radio/tv,<100,<1,male single,none,no known property,stores,rent,high qualif/self emp/mgmt,none,yes,bad
10,630,1,2,48,2,1,>=200,delayed previously,new car,<100,>=7,male mar/wid,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
7,362,2,2,55,1,2,>=200,critical/other existing credit,new car,no known savings,4<=X<7,male single,none,real estate,stores,own,skilled,yes,yes,good
9,1326,4,4,30,2,1,0<=X<200,critical/other existing credit,other,<100,4<=X<7,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
9,306,4,4,53,1,1,0<=X<200,existing paid,new car,500<=X<1000,unemployed,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,yes,good
32,5683,2,1,49,1,2,no checking,existing paid,other,>=1000,1<=X<4,male single,co applicant,life insurance,none,for free,skilled,none,yes,bad
9,896,1,2,48,2,1,0<=X<200,delayed previously,furniture/equipment,<100,unemployed,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
35,9612,3,3,42,1,1,no checking,existing paid,radio/tv,500<=X<1000,4<=X<7,male single,none,real estate,none,for free,skilled,none,no,good
14,2517,4,3,25,1,1,<0,existing paid,used car,<100,4<=X<7,female div/dep/mar,none,life insurance,stores,own,skilled,none,yes,bad
