duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
34,3388,4,3,29,2,1,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,life insurance,stores,own,unskilled resident,yes,yes,good
-2,8152,1,3,38,2,1,no checking,no credits/all paid,new car,100<=X<500,1<=X<4,male single,guarantor,no known property,bank,own,high qualif/self emp/mgmt,yes,yes,bad
9,18360,4,2,52,1,2,<0,delayed previously,furniture/equipment,>=1000,unemployed,male single,none,no known property,none,for free,skilled,none,yes,bad
2,2620,3,2,25,2,1,no checking,existing paid,radio/tv,<100,1<=X<4,male single,guarantor,real estate,none,own,skilled,yes,yes,bad
28,2104,1,4,31,2,1,no checking,all paid,new car,<100,4<=X<7,male div/sep,none,life insurance,none,rent,skilled,none,yes,bad
4,10264,4,2,86,1,1,no checking,all paid,new car,<100,>=7,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
6,18612,4,2,35,1,1,<0,existing paid,furniture/equipment,500<=X<1000,unemployed,male div/sep,none,no known property,bank,for free,skilled,yes,yes,good
14,13300,1,2,18,1,1,0<=X<200,existing paid,furniture/equipment,<100,4<=X<7,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
10,7551,3,2,54,2,1,no checking,existing paid,domestic appliance,<100,4<=X<7,male single,none,car,none,for free,unskilled resident,yes,no,bad
9,19708,3,3,35,2,1,<0,critical/other existing credit,furniture/equipment,>=1000,<1,male single,co applicant,no known property,none,own,skilled,none,yes,good
9,1548,4,2,34,2,1,no checking,no credits/all paid,retraining,<100,<1,male mar/wid,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
4,3293,4,4,50,2,1,>=200,delayed previously,radio/tv,no known savings,unemployed,female div/dep/mar,none,life insurance,none,for free,skilled,yes,yes,good
21,3192,4,4,50,1,1,0<=X<200,existing paid,education,500<=X<1000,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,good
40,5468,2,4,36,1,1,no checking,existing paid,used car,no known savings,1<=X<4,male mar/wid,none,real estate,stores,for free,skilled,yes,yes,good
42,3315,0,2,41,1,1,no checking,existing paid,new car,100<=X<500,4<=X<7,female div/dep/mar,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
19,1865,1,2,59,2,1,>=200,critical/other existing credit,radio/tv,<100,>=7,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,bad
16,5808,4,2,32,1,1,no checking,existing paid,repairs,<100,unemployed,male single,none,car,none,own,skilled,yes,yes,bad
17,12197,1,3,46,2,1,<0,critical/other existing credit,education,<100,1<=X<4,female div/dep/mar,none,car,none,for free,skilled,yes,no,bad
16,21728,4,2,33,1,1,0<=X<200,existing paid,new car,no known savings,unemployed,male single,none,no known property,none,own,skilled,yes,yes,bad
-2,18956,1,3,30,1,1,no checking,delayed previously,new car,no known savings,unemployed,female div/dep/mar,none,real estate,none,for free,skilled,yes,yes,bad
5,3198,4,4,36,2,1,0<=X<200,delayed previously,radio/tv,no known savings,1<=X<4,male div/sep,none,no known property,bank,for free,skilled,none,yes,bad
3,6468,1,2,27,2,2,0<=X<200,critical/other existing credit,radio/tv,100<=X<500,1<=X<4,male single,none,car,stores,own,high qualif/self emp/mgmt,none,yes,bad
5,3419,2,3,39,2,1,0<=X<200,critical/other existing credit,repairs,no known savings,1<=X<4,male single,none,car,none,own,skilled,none,no,good
4,6974,1,2,60,1,1,<0,existing paid,new car,<100,>=7,male div/sep,none,car,none,own,skilled,none,yes,good
23,6590,3,4,37,1,1,<0,existing paid,radio/tv,500<=X<1000,1<=X<4,female div/dep/mar,guarantor,life insurance,none,for free,skilled,none,yes,bad
35,3144,1,3,55,1,1,<0,no credits/all paid,furniture/equipment,<100,>=7,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,yes,good
24,2666,3,4,64,1,1,no checking,all paid,education,<100,4<=X<7,female div/dep/mar,guarantor,no known property,stores,own,skilled,none,yes,bad
6,18335,4,2,33,1,1,no checking,critical/other existing credit,radio/tv,<100,unemployed,male mar/wid,none,no known property,none,own,unemp/unskilled non res,yes,yes,bad
27,4696,3,2,42,2,1,no checking,no credits/all paid,new car,<100,4<=X<7,male single,none,life insurance,none,own,skilled,yes,yes,good
1,5890,3,3,45,1,1,no checking,all paid,new car,100<=X<500,unemployed,male single,none,no known property,none,rent,skilled,none,yes,good
5,5269,4,2,29,1,1,0<=X<200,all paid,new car,<100,<1,male single,none,life insurance,none,rent,unskilled resident,yes,yes,bad
12,4936,3,2,29,2,2,0<=X<200,critical/other existing credit,new car,no known savings,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,bad
18,1270,0,2,46,2,1,no checking,no credits/all paid,furniture/equipment,100<=X<500,unemployed,female div/dep/mar,guarantor,car,none,for free,skilled,none,yes,good
2,6143,3,2,67,1,1,<0,existing paid,business,<100,4<=X<7,male single,guarantor,car,none,own,high qualif/self emp/mgmt,none,yes,good
6,2692,1,2,46,2,1,>=200,existing paid,business,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
10,14174,4,2,36,2,2,no checking,critical/other existing credit,new car,<100,>=7,male single,none,car,none,own,skilled,yes,yes,bad
12,233,0,2,67,1,1,no checking,existing paid,furniture/equipment,>=1000,>=7,female div/dep/mar,co applicant,life insurance,none,own,unemp/unskilled non res,none,yes,good
3,2537,3,2,64,1,1,no checking,existing paid,used car,<100,unemployed,male single,none,car,none,own,skilled,yes,yes,good
8,1333,3,2,66,2,1,no checking,critical/other existing credit,radio/tv,<100,unemployed,male single,none,real estate,stores,own,skilled,yes,no,good
9,11079,3,2,58,2,1,0<=X<200,no credits/all paid,new car,no known savings,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
18,10307,2,4,73,2,1,<0,no credits/all paid,repairs,500<=X<1000,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
4,5865,4,4,64,1,1,no checking,existing paid,radio/tv,<100,unemployed,male single,guarantor,no known property,none,for free,skilled,none,yes,good
6,18035,2,4,53,2,1,0<=X<200,no credits/all paid,retraining,>=1000,unemployed,male single,none,no known property,bank,own,skilled,yes,yes,bad
3,10108,3,2,58,2,1,0<=X<200,critical/other existing credit,business,>=1000,>=7,male single,none,no known property,none,for free,skilled,none,no,bad
16,3706,4,3,30,2,1,no checking,no credits/all paid,radio/tv,<100,>=7,female div/dep/mar,co applicant,car,none,own,skilled,yes,yes,bad
3,2383,2,2,34,1,1,<0,all paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,co applicant,real estate,bank,own,skilled,yes,no,good
2,1553,1,4,65,1,1,>=200,existing paid,education,<100,>=7,male mar/wid,co applicant,real estate,none,own,unemp/unskilled non res,yes,yes,good
1,7795,3,2,53,1,1,<0,existing paid,furniture/equipment,100<=X<500,>=7,male single,none,no known property,none,own,skilled,none,no,bad
12,5163,2,4,34,2,1,no checking,critical/other existing credit,new car,<100,1<=X<4,male single,none,car,none,rent,skilled,yes,yes,bad
12,1961,3,2,44,1,1,0<=X<200,all paid,other,<100,1<=X<4,male div/sep,none,life insurance,none,own,skilled,yes,yes,good
24,10526,4,3,37,1,1,0<=X<200,existing paid,radio/tv,<100,unemployed,male div/sep,none,life insurance,none,for free,unskilled resident,none,yes,bad
11,1933,2,3,36,1,1,>=200,no credits/all paid,other,>=1000,>=7,male mar/wid,none,life insurance,none,own,unskilled resident,yes,yes,good
17,12245,3,4,32,2,1,<0,critical/other existing credit,new car,<100,unemployed,female div/dep/mar,co applicant,car,stores,rent,high qualif/self emp/mgmt,yes,yes,bad
24,3403,1,2,32,2,2,0<=X<200,critical/other existing credit,new car,100<=X<500,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,bad
0,1214,3,2,27,1,1,<0,delayed previously,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,good
2,3122,3,1,48,1,1,no checking,existing paid,furniture/equipment,no known savings,unemployed,male single,guarantor,car,none,own,skilled,yes,yes,good
7,897,4,3,37,1,1,0<=X<200,all paid,business,500<=X<1000,4<=X<7,male single,none,real estate,stores,own,high qualif/self emp/mgmt,none,yes,bad
36,17531,3,2,49,2,1,<0,critical/other existing credit,radio/tv,>=1000,unemployed,male single,co applicant,no known property,none,for free,high qualif/self emp/mgmt,none,yes,bad
2,2459,3,3,40,1,2,no checking,existing paid,used car,<100,<1,male single,guarantor,car,bank,for free,skilled,yes,yes,good
-2,2412,3,2,31,1,1,no checking,delayed previously,radio/tv,>=1000,<1,male single,none,car,none,own,unemp/unskilled non res,yes,yes,good
12,6023,4,4,36,2,1,0<=X<200,all paid,business,>=1000,>=7,male mar/wid,guarantor,real estate,none,for free,skilled,yes,yes,bad
0,7245,1,2,29,1,1,no checking,existing paid,repairs,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,none,yes,good
1,12354,1,4,36,2,1,>=200,no credits/all paid,new car,<100,unemployed,male single,none,no known property,none,for free,unskilled resident,none,yes,good
10,3436,1,4,48,1,1,0<=X<200,delayed previously,business,no known savings,unemployed,female div/dep/mar,none,real estate,none,own,unskilled resident,yes,no,bad
22,5113,1,2,69,1,2,>=200,existing paid,radio/tv,100<=X<500,1<=X<4,male single,none,real estate,bank,own,skilled,yes,yes,bad
5,1534,3,3,25,2,1,>=200,existing paid,radio/tv,<100,unemployed,female div/dep/mar,co applicant,life insurance,bank,rent,unemp/unskilled non res,none,yes,bad
-1,4271,2,2,21,1,1,0<=X<200,existing paid,used car,<100,<1,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,good
20,13192,4,2,42,2,1,no checking,critical/other existing credit,new car,100<=X<500,unemployed,male mar/wid,none,no known property,stores,own,unemp/unskilled non res,yes,yes,good
13,1237,3,2,36,2,1,no checking,delayed previously,repairs,<100,1<=X<4,female div/dep/mar,none,real estate,stores,own,unskilled resident,none,yes,bad
6,2774,2,2,30,2,1,no checking,no credits/all paid,new car,no known savings,<1,female div/dep/mar,none,real estate,none,rent,unemp/unskilled non res,yes,yes,good
-3,12279,1,3,32,2,1,<0,critical/other existing credit,furniture/equipment,<100,unemployed,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,bad
22,20246,3,2,43,2,1,0<=X<200,critical/other existing credit,domestic appliance,500<=X<1000,1<=X<4,female div/dep/mar,co applicant,car,bank,own,skilled,yes,yes,bad
35,3336,3,4,34,1,1,0<=X<200,existing paid,new car,<100,unemployed,male single,none,no known property,none,for free,skilled,none,no,good
4,4638,2,4,76,1,1,no checking,existing paid,radio/tv,500<=X<1000,1<=X<4,male div/sep,none,no known property,none,own,skilled,yes,yes,bad
-1,6162,2,4,49,2,1,no checking,delayed previously,furniture/equipment,<100,unemployed,male single,co applicant,no known property,none,for free,skilled,yes,yes,bad
24,3057,4,2,67,2,1,>=200,all paid,new car,100<=X<500,>=7,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
4,8913,4,4,35,1,1,<0,existing paid,repairs,<100,>=7,male single,none,life insurance,none,own,unskilled resident,none,yes,bad
4,2486,4,4,50,1,1,>=200,all paid,used car,<100,1<=X<4,male single,none,no known property,none,for free,unemp/unskilled non res,none,no,good
25,13396,4,4,32,1,1,<0,no credits/all paid,retraining,<100,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,good
0,3269,1,3,30,1,1,0<=X<200,existing paid,furniture/equipment,<100,unemployed,male div/sep,co applicant,life insurance,none,rent,skilled,yes,yes,good
2,2291,1,2,34,1,2,>=200,existing paid,education,>=1000,>=7,male single,none,real estate,bank,rent,high qualif/self emp/mgmt,none,yes,good
12,4625,4,4,54,1,1,no checking,existing paid,radio/tv,<100,unemployed,male single,none,no known property,none,for free,skilled,none,yes,good
12,11108,4,4,44,2,2,<0,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,none,no known property,none,rent,unskilled resident,none,yes,bad
18,14138,0,4,36,1,2,no checking,existing paid,domestic appliance,<100,4<=X<7,male single,none,no known property,stores,for free,skilled,none,yes,good
2,19822,3,2,28,2,2,0<=X<200,no credits/all paid,radio/tv,100<=X<500,>=7,male single,none,no known property,none,rent,skilled,yes,yes,good
7,16876,3,4,28,2,2,0<=X<200,delayed previously,radio/tv,<100,unemployed,male single,co applicant,life insurance,none,for free,skilled,none,yes,good
7,17949,3,2,70,2,1,no checking,no credits/all paid,radio/tv,<100,unemployed,male single,none,no known property,bank,own,unemp/unskilled non res,yes,yes,bad
7,2932,1,2,76,1,1,>=200,existing paid,domestic appliance,>=1000,unemployed,male div/sep,co applicant,real estate,none,own,unemp/unskilled non res,yes,yes,good
0,5704,4,2,32,2,2,no checking,delayed previously,used car,100<=X<500,<1,male single,none,no known property,stores,own,skilled,yes,yes,bad
7,20832,4,2,55,1,1,no checking,delayed previously,new car,500<=X<1000,unemployed,male single,none,no known property,none,rent,skilled,yes,no,good
12,5620,2,2,31,2,1,no checking,no credits/all paid,radio/tv,<100,<1,male single,none,car,none,for free,skilled,none,yes,good
23,13769,3,4,20,1,1,no checking,all paid,other,500<=X<1000,unemployed,male single,none,car,none,own,skilled,none,yes,bad
-1,1519,2,4,39,2,1,no checking,critical/other existing credit,business,<100,4<=X<7,male mar/wid,none,life insurance,none,for free,unskilled resident,none,yes,bad
-1,721,1,1,57,1,2,>=200,delayed previously,radio/tv,no known savings,4<=X<7,male single,none,life insurance,none,own,skilled,yes,no,good
23,2051,2,4,51,1,1,0<=X<200,existing paid,furniture/equipment,no known savings,>=7,female div/dep/mar,co applicant,life insurance,stores,own,unemp/unskilled non res,none,yes,bad
2,3285,3,4,30,2,1,>=200,delayed previously,domestic appliance,no known savings,unemployed,male single,none,car,none,own,skilled,yes,yes,bad
6,3043,3,2,81,2,1,>=200,existing paid,domestic appliance,<100,unemployed,male div/sep,none,real estate,none,own,skilled,none,yes,good
23,11191,4,3,35,1,1,no checking,existing paid,furniture/equipment,500<=X<1000,unemployed,male single,none,life insurance,none,for free,high qualif/self emp/mgmt,yes,yes,good
0,10422,4,2,65,2,2,>=200,no credits/all paid,furniture/equipment,>=1000,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
3,17615,1,4,52,2,1,<0,all paid,furniture/equipment,<100,1<=X<4,male single,none,no known property,bank,for free,skilled,yes,yes,bad
0,3218,3,4,31,1,2,no checking,existing paid,other,>=1000,>=7,male single,none,no known property,none,rent,skilled,yes,yes,good
2,16743,3,2,50,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,no known property,stores,own,unskilled resident,yes,yes,bad
2,5569,4,4,52,2,2,>=200,all paid,radio/tv,100<=X<500,>=7,male single,none,no known property,none,for free,unskilled resident,none,yes,good
2,2020,2,2,49,2,1,<0,critical/other existing credit,retraining,500<=X<1000,>=7,female div/dep/mar,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
16,8526,1,1,50,2,1,0<=X<200,critical/other existing credit,new car,no known savings,>=7,female div/dep/mar,guarantor,no known property,none,own,unskilled resident,yes,no,good
10,4641,4,0,33,1,1,0<=X<200,all paid,radio/tv,<100,4<=X<7,male single,co applicant,no known property,none,own,skilled,yes,yes,good
5,2514,3,4,78,1,1,>=200,delayed previously,other,<100,>=7,female div/dep/mar,none,no known property,none,own,skilled,yes,yes,bad
15,3557,4,4,29,2,1,0<=X<200,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,life insurance,none,rent,unskilled resident,yes,yes,bad
8,2021,1,2,33,2,2,0<=X<200,critical/other existing credit,retraining,>=1000,<1,male single,none,real estate,none,own,skilled,none,yes,good
5,9900,4,3,45,1,1,<0,all paid,radio/tv,<100,unemployed,male single,guarantor,no known property,stores,for free,unskilled resident,none,yes,bad
10,8607,4,2,35,1,1,0<=X<200,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,no known property,none,own,skilled,none,no,bad
8,5598,4,4,48,2,1,no checking,critical/other existing credit,radio/tv,100<=X<500,>=7,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
3,3303,4,2,37,1,1,0<=X<200,existing paid,domestic appliance,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
7,5219,2,2,78,2,1,<0,no credits/all paid,education,100<=X<500,>=7,female div/dep/mar,none,real estate,stores,own,high qualif/self emp/mgmt,none,yes,good
8,21824,0,4,56,2,1,no checking,no credits/all paid,furniture/equipment,>=1000,<1,female div/dep/mar,co applicant,life insurance,none,for free,unskilled resident,none,yes,bad
4,3318,4,3,31,1,1,no checking,existing paid,new car,<100,4<=X<7,male single,none,life insurance,none,rent,high qualif/self emp/mgmt,none,yes,good
7,13645,3,4,47,1,1,no checking,existing paid,new car,no known savings,>=7,male single,guarantor,no known property,bank,own,skilled,none,no,bad
-1,14695,1,1,58,1,1,<0,existing paid,repairs,<100,4<=X<7,male single,none,no known property,none,own,unskilled resident,none,yes,bad
14,5154,4,2,57,1,1,no checking,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,no known property,none,own,unskilled resident,yes,yes,good
4,3076,4,3,54,2,1,>=200,no credits/all paid,new car,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
0,20322,2,4,47,1,1,0<=X<200,existing paid,radio/tv,<100,unemployed,male div/sep,none,no known property,stores,for free,unskilled resident,none,yes,bad
2,4289,4,0,26,2,2,no checking,existing paid,furniture/equipment,>=1000,>=7,male mar/wid,co applicant,life insurance,none,own,skilled,none,yes,bad
3,2088,3,2,27,1,1,0<=X<200,existing paid,repairs,100<=X<500,4<=X<7,male single,co applicant,real estate,none,for free,skilled,none,yes,good
42,21243,4,1,42,2,1,<0,delayed previously,other,<100,unemployed,male single,none,no known property,bank,own,skilled,none,yes,good
25,4184,4,2,57,2,1,>=200,no credits/all paid,furniture/equipment,500<=X<1000,unemployed,male single,none,real estate,none,own,unskilled resident,none,no,good
3,2930,4,4,23,1,1,<0,delayed previously,radio/tv,>=1000,1<=X<4,male single,none,life insurance,none,rent,skilled,none,yes,bad
32,7889,4,4,28,2,1,no checking,critical/other existing credit,furniture/equipment,no known savings,<1,female div/dep/mar,guarantor,no known property,none,own,skilled,yes,yes,bad
33,3950,4,2,79,1,1,no checking,delayed previously,used car,100<=X<500,1<=X<4,male single,none,real estate,none,own,unemp/unskilled non res,yes,yes,good
25,5083,0,2,88,2,1,no checking,critical/other existing credit,furniture/equipment,>=1000,>=7,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,yes,good
21,11020,2,2,70,4,1,0<=X<200,no credits/all paid,other,<100,unemployed,male single,none,real estate,none,own,unemp/unskilled non res,yes,yes,bad
21,6759,3,2,39,2,1,no checking,no credits/all paid,new car,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,bad
33,2860,3,2,61,1,1,>=200,existing paid,repairs,<100,4<=X<7,male mar/wid,none,real estate,bank,own,skilled,yes,yes,bad
22,17951,2,3,44,2,1,no checking,existing paid,domestic appliance,<100,1<=X<4,male single,none,car,bank,rent,skilled,none,yes,bad
18,5847,4,4,29,1,1,0<=X<200,existing paid,used car,>=1000,>=7,male single,none,car,none,rent,skilled,none,yes,bad
1,2752,1,2,30,1,2,>=200,existing paid,used car,500<=X<1000,>=7,male single,none,car,none,own,skilled,none,yes,good
22,12370,4,3,71,2,1,0<=X<200,critical/other existing credit,radio/tv,>=1000,>=7,male single,none,no known property,none,for free,unemp/unskilled non res,yes,yes,good
2,9548,4,2,45,1,1,<0,existing paid,used car,100<=X<500,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,bad
1,4888,3,2,29,2,1,no checking,no credits/all paid,new car,>=1000,>=7,female div/dep/mar,co applicant,real estate,stores,own,unemp/unskilled non res,yes,yes,bad
48,16468,4,1,66,1,1,no checking,critical/other existing credit,business,<100,unemployed,male div/sep,none,no known property,bank,for free,skilled,none,yes,bad
29,3022,4,2,54,1,2,0<=X<200,existing paid,furniture/equipment,100<=X<500,1<=X<4,male single,none,no known property,none,rent,unskilled resident,yes,yes,good
2,11426,3,2,32,2,1,<0,critical/other existing credit,new car,<100,unemployed,male single,co applicant,life insurance,none,own,unskilled resident,yes,yes,good
4,1772,3,3,34,1,1,no checking,existing paid,domestic appliance,100<=X<500,>=7,male mar/wid,none,life insurance,none,rent,skilled,yes,yes,good
6,4355,3,4,27,2,1,0<=X<200,no credits/all paid,new car,100<=X<500,4<=X<7,male single,none,car,none,rent,unemp/unskilled non res,none,yes,good
4,2580,4,4,30,2,1,0<=X<200,delayed previously,used car,>=1000,4<=X<7,male single,none,no known property,none,own,skilled,yes,yes,bad
8,20297,4,0,32,1,1,<0,existing paid,business,>=1000,unemployed,male single,guarantor,no known property,none,own,unemp/unskilled non res,none,yes,bad
41,5144,4,4,64,2,1,no checking,critical/other existing credit,retraining,500<=X<1000,>=7,male single,guarantor,no known property,none,for free,skilled,yes,yes,bad
4,1810,4,1,61,1,1,<0,existing paid,furniture/equipment,<100,>=7,male div/sep,none,real estate,none,rent,skilled,yes,yes,good
2,915,4,4,67,2,1,<0,no credits/all paid,radio/tv,<100,unemployed,male single,none,no known property,stores,for free,skilled,yes,yes,good
4,15190,3,2,31,2,1,no checking,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,bad
12,6229,3,2,59,1,2,no checking,existing paid,new car,<100,unemployed,male single,guarantor,real estate,none,own,unemp/unskilled non res,none,no,good
21,2125,4,3,28,1,1,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male single,none,no known property,bank,own,skilled,none,yes,bad
-1,1691,1,2,33,1,1,>=200,existing paid,furniture/equipment,500<=X<1000,1<=X<4,male div/sep,none,real estate,stores,own,skilled,none,yes,good
35,2755,3,2,78,1,1,>=200,all paid,furniture/equipment,no known savings,<1,male single,none,car,none,for free,high qualif/self emp/mgmt,yes,yes,good
30,2544,3,2,23,1,2,0<=X<200,existing paid,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,yes,yes,bad
19,2107,4,3,31,3,1,<0,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,bad
21,6364,4,3,38,1,1,<0,existing paid,new car,500<=X<1000,1<=X<4,male single,guarantor,no known property,bank,own,unskilled resident,none,yes,bad
10,2046,3,2,32,2,1,0<=X<200,delayed previously,radio/tv,>=1000,>=7,female div/dep/mar,none,no known property,none,own,skilled,none,yes,bad
5,5353,1,2,44,2,1,no checking,no credits/all paid,used car,500<=X<1000,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,bad
23,9310,1,2,66,1,1,no checking,no credits/all paid,business,100<=X<500,>=7,female div/dep/mar,none,car,none,rent,high qualif/self emp/mgmt,none,yes,bad
17,20027,3,1,26,2,2,<0,critical/other existing credit,furniture/equipment,<100,<1,male div/sep,none,car,none,own,skilled,none,no,bad
2,5355,1,4,34,1,1,no checking,existing paid,retraining,<100,1<=X<4,female div/dep/mar,none,car,stores,rent,skilled,none,yes,good
22,18849,2,3,47,2,1,no checking,critical/other existing credit,retraining,no known savings,1<=X<4,male single,none,no known property,none,for free,unskilled resident,yes,yes,good
6,11207,4,2,47,1,1,no checking,no credits/all paid,radio/tv,>=1000,unemployed,male single,none,real estate,none,for free,skilled,yes,yes,bad
4,20545,3,4,48,1,1,no checking,existing paid,new car,>=1000,>=7,male single,none,no known property,none,rent,skilled,none,yes,good
9,7313,3,2,41,2,1,no checking,critical/other existing credit,radio/tv,>=1000,4<=X<7,male single,none,car,stores,own,skilled,none,yes,good
2,1868,0,2,83,2,1,>=200,existing paid,other,<100,>=7,male single,none,real estate,none,own,unskilled resident,none,no,good
14,4780,4,4,62,1,2,0<=X<200,existing paid,business,<100,>=7,male single,none,real estate,none,for free,skilled,none,yes,bad
12,5060,2,2,67,1,1,no checking,existing paid,education,>=1000,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
7,13733,3,4,41,2,1,>=200,critical/other existing credit,new car,<100,unemployed,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,bad
12,2445,4,3,31,1,1,0<=X<200,existing paid,new car,100<=X<500,4<=X<7,male single,none,real estate,none,rent,unskilled resident,yes,yes,bad
2,11631,3,2,39,1,1,<0,all paid,business,500<=X<1000,unemployed,male single,co applicant,no known property,none,for free,unskilled resident,yes,yes,bad
13,1458,4,2,32,2,1,no checking,delayed previously,repairs,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,none,for free,skilled,yes,yes,good
0,7534,3,2,32,1,1,>=200,existing paid,radio/tv,<100,unemployed,male single,co applicant,life insurance,none,rent,skilled,none,yes,good
12,4557,4,1,34,2,1,no checking,delayed previously,domestic appliance,<100,>=7,male single,none,car,none,for free,skilled,none,yes,bad
7,2420,4,2,56,1,2,>=200,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,own,skilled,yes,yes,good
1,19923,4,3,33,1,1,0<=X<200,existing paid,radio/tv,no known savings,>=7,female div/dep/mar,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
22,8941,4,0,56,1,1,0<=X<200,critical/other existing credit,repairs,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,bad
4,2035,2,2,48,1,1,>=200,existing paid,repairs,100<=X<500,4<=X<7,female div/dep/mar,co applicant,life insurance,none,own,skilled,yes,yes,good
1,18505,4,4,43,1,1,0<=X<200,existing paid,business,no known savings,1<=X<4,male single,none,no known property,bank,for free,skilled,none,yes,bad
24,1096,1,4,39,2,1,no checking,critical/other existing credit,new car,<100,unemployed,female div/dep/mar,none,no known property,none,rent,skilled,yes,yes,good
4,3233,2,2,45,1,1,<0,all paid,used car,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
9,1682,3,3,35,1,1,no checking,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,real estate,stores,rent,unskilled resident,none,yes,good
3,20451,1,2,26,2,1,0<=X<200,critical/other existing credit,furniture/equipment,<100,<1,male single,none,car,none,for free,skilled,yes,yes,good
23,2500,4,4,52,2,1,>=200,critical/other existing credit,furniture/equipment,<100,>=7,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
18,3316,2,4,35,2,2,0<=X<200,critical/other existing credit,education,100<=X<500,1<=X<4,male single,none,no known property,none,for free,skilled,none,no,bad
4,8913,3,4,27,2,1,no checking,delayed previously,furniture/equipment,no known savings,1<=X<4,male single,none,car,none,rent,unemp/unskilled non res,yes,yes,bad
0,3476,4,2,69,2,2,no checking,delayed previously,new car,no known savings,>=7,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,bad
1,1723,2,4,46,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
8,10897,4,2,38,2,1,0<=X<200,delayed previously,furniture/equipment,500<=X<1000,unemployed,male single,none,car,none,own,unskilled resident,none,yes,good
8,2299,3,1,48,1,1,>=200,existing paid,domestic appliance,<100,4<=X<7,male mar/wid,guarantor,real estate,none,own,skilled,yes,yes,good
6,16794,1,3,51,1,1,<0,existing paid,business,100<=X<500,unemployed,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
21,4207,2,4,46,2,1,no checking,no credits/all paid,new car,<100,unemployed,male single,none,no known property,stores,for free,unemp/unskilled non res,none,yes,good
4,10829,4,4,42,1,1,<0,all paid,new car,<100,unemployed,male single,none,no known property,none,rent,skilled,none,yes,bad
10,9578,2,2,28,2,2,no checking,no credits/all paid,radio/tv,100<=X<500,<1,male single,none,life insurance,none,own,skilled,yes,yes,good
21,4289,1,1,26,2,1,<0,no credits/all paid,furniture/equipment,<100,1<=X<4,male single,none,no known property,none,own,unemp/unskilled non res,yes,yes,bad
