checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,34,existing paid,furniture/equipment,3388,<100,>=7,4,male single,none,3,no known property,29,none,own,2,skilled,1,none,yes,bad
no checking,-2,existing paid,education,8152,<100,4<=X<7,1,male single,none,3,real estate,38,none,own,2,unskilled resident,1,yes,yes,good
no checking,9,existing paid,furniture/equipment,18360,<100,<1,4,male single,none,2,real estate,52,none,own,1,skilled,2,none,yes,good
<0,2,existing paid,new car,2620,>=1000,1<=X<4,3,male single,none,2,no known property,25,none,own,2,skilled,1,none,yes,good
0<=X<200,28,existing paid,furniture/equipment,2104,>=1000,1<=X<4,1,male single,none,4,no known property,31,none,own,2,skilled,1,none,yes,good
<0,4,existing paid,repairs,10264,<100,>=7,4,male mar/wid,none,2,life insurance,86,none,for free,1,skilled,1,none,yes,good
<0,6,existing paid,domestic appliance,18612,<100,1<=X<4,4,male single,none,2,car,35,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,14,existing paid,radio/tv,13300,<100,>=7,1,female div/dep/mar,guarantor,2,life insurance,18,none,own,1,skilled,1,yes,yes,good
no checking,10,critical/other existing credit,furniture/equipment,7551,<100,<1,3,female div/dep/mar,none,2,car,54,none,rent,2,skilled,1,yes,yes,good
no checking,9,existing paid,business,19708,<100,>=7,3,female div/dep/mar,none,3,life insurance,35,none,for free,2,skilled,1,none,yes,good
<0,9,delayed previously,new car,1548,no known savings,4<=X<7,4,male single,none,2,car,34,none,rent,2,skilled,1,none,yes,good
no checking,4,critical/other existing credit,education,3293,no known savings,>=7,4,male single,none,4,no known property,50,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,21,critical/other existing credit,furniture/equipment,3192,no known savings,>=7,4,female div/dep/mar,guarantor,4,car,50,none,rent,1,skilled,1,yes,yes,bad
<0,40,existing paid,furniture/equipment,5468,no known savings,1<=X<4,2,male div/sep,none,4,life insurance,36,none,own,1,skilled,1,none,yes,good
no checking,42,delayed previously,repairs,3315,<100,<1,0,female div/dep/mar,none,2,car,41,bank,own,1,unskilled resident,1,yes,yes,good
no checking,19,critical/other existing credit,radio/tv,1865,no known savings,unemployed,1,male mar/wid,none,2,no known property,59,bank,rent,2,skilled,1,none,yes,good
<0,16,existing paid,radio/tv,5808,500<=X<1000,1<=X<4,4,male single,none,2,real estate,32,none,own,1,skilled,1,yes,yes,good
0<=X<200,17,existing paid,radio/tv,12197,100<=X<500,1<=X<4,1,male single,none,3,real estate,46,none,rent,2,skilled,1,none,yes,good
<0,16,existing paid,radio/tv,21728,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,none,own,1,unskilled resident,1,none,no,good
no checking,-2,existing paid,new car,18956,<100,>=7,1,female div/dep/mar,none,3,no known property,30,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,5,critical/other existing credit,domestic appliance,3198,<100,>=7,4,male single,none,4,real estate,36,none,own,2,unemp/unskilled non res,1,yes,yes,good
no checking,3,existing paid,used car,6468,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,27,none,own,2,skilled,2,none,yes,good
0<=X<200,5,delayed previously,new car,3419,<100,1<=X<4,2,male single,co applicant,3,life insurance,39,none,rent,2,skilled,1,yes,yes,good
0<=X<200,4,existing paid,radio/tv,6974,<100,4<=X<7,1,female div/dep/mar,none,2,life insurance,60,none,own,1,unskilled resident,1,yes,yes,good
no checking,23,delayed previously,furniture/equipment,6590,<100,4<=X<7,3,male single,none,4,real estate,37,none,rent,1,skilled,1,yes,yes,good
<0,35,existing paid,used car,3144,no known savings,>=7,1,male single,none,3,no known property,55,none,own,1,skilled,1,yes,yes,good
>=200,24,existing paid,furniture/equipment,2666,no known savings,4<=X<7,3,male div/sep,none,4,life insurance,64,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,6,all paid,radio/tv,18335,<100,1<=X<4,4,male single,none,2,car,33,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,27,delayed previously,education,4696,<100,<1,3,male single,none,2,life insurance,42,none,own,2,skilled,1,yes,yes,good
<0,1,existing paid,radio/tv,5890,500<=X<1000,<1,3,male single,none,3,life insurance,45,bank,rent,1,skilled,1,yes,yes,good
no checking,5,existing paid,used car,5269,<100,>=7,4,male single,co applicant,2,no known property,29,none,own,1,unskilled resident,1,yes,yes,good
<0,12,existing paid,business,4936,<100,>=7,3,male single,none,2,car,29,none,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
<0,18,existing paid,used car,1270,500<=X<1000,4<=X<7,0,male single,none,2,real estate,46,none,own,2,unskilled resident,1,yes,yes,good
no checking,2,critical/other existing credit,business,6143,>=1000,>=7,3,male single,guarantor,2,real estate,67,stores,for free,1,unskilled resident,1,yes,yes,good
0<=X<200,6,existing paid,radio/tv,2692,<100,<1,1,male single,none,2,real estate,46,none,own,2,skilled,1,yes,yes,good
0<=X<200,10,delayed previously,repairs,14174,>=1000,1<=X<4,4,male single,co applicant,2,life insurance,36,none,for free,2,skilled,2,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,233,<100,>=7,0,male div/sep,none,2,life insurance,67,none,own,1,skilled,1,yes,yes,bad
0<=X<200,3,existing paid,new car,2537,<100,>=7,3,male single,none,2,no known property,64,stores,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,8,critical/other existing credit,new car,1333,<100,>=7,3,male single,none,2,real estate,66,none,own,2,skilled,1,none,yes,bad
no checking,9,all paid,radio/tv,11079,<100,<1,3,female div/dep/mar,none,2,life insurance,58,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,18,existing paid,furniture/equipment,10307,<100,1<=X<4,2,male single,none,4,real estate,73,none,for free,2,skilled,1,yes,yes,good
<0,4,delayed previously,used car,5865,<100,4<=X<7,4,male single,none,4,car,64,none,own,1,unskilled resident,1,none,yes,good
no checking,6,no credits/all paid,new car,18035,>=1000,<1,2,male single,guarantor,4,life insurance,53,bank,own,2,skilled,1,none,yes,bad
0<=X<200,3,all paid,radio/tv,10108,<100,>=7,3,female div/dep/mar,none,2,life insurance,58,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,16,critical/other existing credit,furniture/equipment,3706,<100,unemployed,4,male single,none,3,real estate,30,none,own,2,unskilled resident,1,yes,yes,good
no checking,3,critical/other existing credit,used car,2383,<100,<1,2,male mar/wid,guarantor,2,car,34,none,own,1,skilled,1,none,yes,good
<0,2,all paid,radio/tv,1553,no known savings,1<=X<4,1,male single,none,4,car,65,none,own,1,skilled,1,yes,no,good
no checking,1,critical/other existing credit,furniture/equipment,7795,<100,>=7,3,male single,none,2,car,53,none,for free,1,skilled,1,none,yes,good
no checking,12,existing paid,new car,5163,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,34,none,own,2,unskilled resident,1,yes,yes,bad
no checking,12,critical/other existing credit,business,1961,<100,>=7,3,male mar/wid,none,2,life insurance,44,stores,rent,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,education,10526,<100,<1,4,female div/dep/mar,none,3,car,37,none,own,1,unemp/unskilled non res,1,none,yes,bad
no checking,11,existing paid,education,1933,<100,>=7,2,male mar/wid,none,3,life insurance,36,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,17,existing paid,radio/tv,12245,100<=X<500,>=7,3,male single,guarantor,4,no known property,32,none,own,2,skilled,1,none,yes,good
0<=X<200,24,all paid,business,3403,<100,>=7,1,male single,guarantor,2,life insurance,32,none,own,2,unskilled resident,2,yes,yes,good
no checking,0,existing paid,furniture/equipment,1214,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,2,existing paid,new car,3122,<100,4<=X<7,3,male single,guarantor,1,real estate,48,none,for free,1,skilled,1,yes,yes,good
<0,7,critical/other existing credit,education,897,<100,unemployed,4,male single,none,3,life insurance,37,none,own,1,skilled,1,none,yes,good
<0,36,existing paid,retraining,17531,<100,<1,3,male mar/wid,none,2,no known property,49,none,own,2,skilled,1,yes,yes,good
<0,2,existing paid,used car,2459,>=1000,1<=X<4,3,male single,none,3,life insurance,40,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
>=200,-2,delayed previously,radio/tv,2412,<100,4<=X<7,3,male single,none,2,car,31,none,own,1,unemp/unskilled non res,1,none,yes,good
<0,12,existing paid,business,6023,100<=X<500,unemployed,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
no checking,0,critical/other existing credit,used car,7245,<100,1<=X<4,1,male mar/wid,none,2,car,29,bank,rent,1,skilled,1,none,yes,good
<0,1,existing paid,furniture/equipment,12354,>=1000,1<=X<4,1,male single,none,4,real estate,36,none,for free,2,skilled,1,none,yes,good
no checking,10,existing paid,education,3436,no known savings,>=7,1,male single,none,4,real estate,48,none,own,1,skilled,1,yes,yes,good
<0,22,existing paid,radio/tv,5113,<100,4<=X<7,1,male single,none,2,car,69,bank,own,1,skilled,2,yes,yes,good
no checking,5,existing paid,new car,1534,<100,>=7,3,male single,none,3,life insurance,25,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,-1,existing paid,furniture/equipment,4271,500<=X<1000,1<=X<4,2,male single,none,2,car,21,bank,for free,1,skilled,1,yes,yes,bad
no checking,20,critical/other existing credit,education,13192,<100,1<=X<4,4,male single,none,2,car,42,bank,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
>=200,13,existing paid,domestic appliance,1237,<100,>=7,3,male single,none,2,life insurance,36,none,own,2,skilled,1,yes,yes,good
no checking,6,all paid,furniture/equipment,2774,<100,4<=X<7,2,male single,none,2,real estate,30,none,own,2,skilled,1,yes,yes,good
no checking,-3,existing paid,radio/tv,12279,<100,<1,1,male mar/wid,none,3,car,32,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,22,existing paid,furniture/equipment,20246,<100,unemployed,3,male single,none,2,car,43,none,own,2,unskilled resident,1,yes,yes,good
<0,35,existing paid,business,3336,no known savings,1<=X<4,3,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,good
<0,4,existing paid,business,4638,<100,4<=X<7,2,female div/dep/mar,none,4,life insurance,76,none,own,1,skilled,1,yes,yes,bad
<0,-1,existing paid,radio/tv,6162,<100,1<=X<4,2,male single,none,4,car,49,none,own,2,unskilled resident,1,none,yes,good
no checking,24,all paid,used car,3057,no known savings,unemployed,4,male single,none,2,life insurance,67,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
<0,4,existing paid,radio/tv,8913,<100,4<=X<7,4,male mar/wid,none,4,car,35,none,own,1,skilled,1,yes,yes,good
<0,4,critical/other existing credit,new car,2486,<100,unemployed,4,male single,none,4,car,50,stores,for free,1,unskilled resident,1,none,yes,bad
no checking,25,existing paid,new car,13396,<100,4<=X<7,4,male single,none,4,no known property,32,none,own,1,skilled,1,none,yes,bad
no checking,0,critical/other existing credit,radio/tv,3269,<100,1<=X<4,1,male single,none,3,real estate,30,none,own,1,unskilled resident,1,none,yes,good
>=200,2,existing paid,new car,2291,no known savings,unemployed,1,male single,none,2,life insurance,34,none,own,1,skilled,2,none,yes,good
0<=X<200,12,existing paid,used car,4625,no known savings,<1,4,female div/dep/mar,none,4,life insurance,54,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,12,critical/other existing credit,furniture/equipment,11108,500<=X<1000,1<=X<4,4,male single,none,4,car,44,bank,own,2,skilled,2,yes,yes,good
>=200,18,critical/other existing credit,new car,14138,<100,1<=X<4,0,male single,none,4,no known property,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,2,critical/other existing credit,furniture/equipment,19822,<100,>=7,3,male single,none,2,life insurance,28,none,own,2,skilled,2,yes,yes,good
<0,7,critical/other existing credit,education,16876,>=1000,1<=X<4,3,male div/sep,none,4,no known property,28,bank,own,2,skilled,2,yes,yes,good
0<=X<200,7,critical/other existing credit,radio/tv,17949,<100,1<=X<4,3,male div/sep,none,2,life insurance,70,none,own,2,skilled,1,none,yes,good
<0,7,existing paid,radio/tv,2932,no known savings,>=7,1,male mar/wid,none,2,real estate,76,bank,rent,1,skilled,1,none,yes,good
<0,0,critical/other existing credit,furniture/equipment,5704,<100,>=7,4,male div/sep,none,2,life insurance,32,bank,own,2,skilled,2,yes,yes,bad
0<=X<200,7,existing paid,radio/tv,20832,<100,>=7,4,female div/dep/mar,none,2,car,55,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,12,critical/other existing credit,new car,5620,500<=X<1000,1<=X<4,2,female div/dep/mar,none,2,life insurance,31,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,23,existing paid,business,13769,<100,4<=X<7,3,female div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,good
<0,-1,critical/other existing credit,radio/tv,1519,<100,>=7,2,female div/dep/mar,none,4,real estate,39,none,own,2,skilled,1,none,yes,good
0<=X<200,-1,critical/other existing credit,new car,721,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,57,bank,rent,1,skilled,2,yes,yes,good
0<=X<200,23,existing paid,domestic appliance,2051,<100,>=7,2,male single,none,4,no known property,51,none,for free,1,unskilled resident,1,none,yes,good
no checking,2,existing paid,radio/tv,3285,no known savings,<1,3,female div/dep/mar,none,4,no known property,30,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,6,existing paid,business,3043,<100,<1,3,female div/dep/mar,none,2,life insurance,81,none,own,2,unemp/unskilled non res,1,none,yes,good
<0,23,existing paid,furniture/equipment,11191,no known savings,unemployed,4,male div/sep,none,3,life insurance,35,none,own,1,skilled,1,none,yes,good
0<=X<200,0,all paid,used car,10422,<100,>=7,4,male single,none,2,life insurance,65,none,own,2,skilled,2,yes,yes,bad
no checking,3,existing paid,education,17615,no known savings,1<=X<4,1,male single,none,4,car,52,none,own,2,skilled,1,none,yes,good
0<=X<200,0,existing paid,domestic appliance,3218,<100,unemployed,3,male mar/wid,none,4,life insurance,31,none,for free,1,skilled,2,yes,yes,good
0<=X<200,2,critical/other existing credit,radio/tv,16743,<100,1<=X<4,3,male div/sep,none,2,car,50,none,own,2,skilled,1,none,yes,good
<0,2,existing paid,new car,5569,<100,1<=X<4,4,male single,none,4,real estate,52,none,own,2,skilled,2,none,yes,good
no checking,2,existing paid,radio/tv,2020,500<=X<1000,4<=X<7,2,male single,none,2,life insurance,49,none,rent,2,skilled,1,yes,yes,good
0<=X<200,16,existing paid,repairs,8526,<100,1<=X<4,1,male single,none,1,real estate,50,none,rent,2,unskilled resident,1,none,yes,good
<0,10,existing paid,used car,4641,<100,1<=X<4,4,male single,none,0,life insurance,33,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,5,existing paid,new car,2514,500<=X<1000,4<=X<7,3,male mar/wid,none,4,no known property,78,none,own,1,skilled,1,none,yes,good
>=200,15,all paid,repairs,3557,<100,4<=X<7,4,male mar/wid,guarantor,4,life insurance,29,none,own,2,skilled,1,yes,yes,good
0<=X<200,8,existing paid,new car,2021,<100,<1,1,male single,none,2,life insurance,33,stores,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,5,critical/other existing credit,radio/tv,9900,<100,unemployed,4,male mar/wid,none,3,car,45,bank,own,1,skilled,1,none,yes,good
<0,10,existing paid,radio/tv,8607,<100,unemployed,4,male single,none,2,life insurance,35,stores,own,1,skilled,1,none,yes,bad
<0,8,existing paid,new car,5598,<100,<1,4,female div/dep/mar,none,4,no known property,48,none,own,2,skilled,1,yes,yes,good
no checking,3,existing paid,furniture/equipment,3303,no known savings,1<=X<4,4,female div/dep/mar,none,2,real estate,37,none,own,1,skilled,1,yes,yes,good
no checking,7,all paid,business,5219,>=1000,4<=X<7,2,male single,none,2,car,78,none,rent,2,skilled,1,none,yes,good
no checking,8,all paid,new car,21824,<100,1<=X<4,0,male single,none,4,real estate,56,stores,own,2,skilled,1,none,yes,good
<0,4,existing paid,radio/tv,3318,<100,1<=X<4,4,male div/sep,none,3,car,31,none,own,1,skilled,1,none,yes,good
0<=X<200,7,critical/other existing credit,radio/tv,13645,<100,unemployed,3,female div/dep/mar,none,4,life insurance,47,stores,own,1,skilled,1,yes,yes,good
no checking,-1,no credits/all paid,new car,14695,100<=X<500,>=7,1,male single,none,1,real estate,58,bank,rent,1,unskilled resident,1,none,yes,bad
<0,14,existing paid,education,5154,100<=X<500,1<=X<4,4,male single,none,2,real estate,57,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,4,all paid,new car,3076,<100,<1,4,male single,none,3,car,54,none,own,2,skilled,1,yes,yes,good
no checking,0,existing paid,retraining,20322,<100,<1,2,male single,none,4,car,47,bank,for free,1,skilled,1,yes,yes,bad
<0,2,critical/other existing credit,new car,4289,<100,1<=X<4,4,female div/dep/mar,none,0,real estate,26,none,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
<0,3,existing paid,new car,2088,<100,1<=X<4,3,male single,none,2,life insurance,27,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,42,critical/other existing credit,used car,21243,>=1000,1<=X<4,4,female div/dep/mar,none,1,life insurance,42,none,for free,2,skilled,1,yes,yes,good
<0,25,no credits/all paid,new car,4184,<100,<1,4,male div/sep,none,2,real estate,57,none,own,2,unskilled resident,1,yes,yes,good
no checking,3,existing paid,domestic appliance,2930,>=1000,4<=X<7,4,male single,none,4,real estate,23,none,own,1,skilled,1,yes,yes,good
<0,32,critical/other existing credit,new car,7889,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,28,none,own,2,skilled,1,yes,yes,good
<0,33,existing paid,radio/tv,3950,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,79,none,own,1,skilled,1,none,yes,good
no checking,25,existing paid,new car,5083,<100,<1,0,male single,none,2,no known property,88,none,own,2,skilled,1,none,yes,good
>=200,21,existing paid,new car,11020,100<=X<500,unemployed,2,female div/dep/mar,none,2,life insurance,70,none,own,4,skilled,1,none,yes,good
no checking,21,all paid,used car,6759,<100,1<=X<4,3,male mar/wid,none,2,car,39,bank,for free,2,skilled,1,yes,yes,bad
<0,33,existing paid,used car,2860,100<=X<500,>=7,3,male single,none,2,car,61,none,own,1,skilled,1,none,yes,good
<0,22,delayed previously,radio/tv,17951,<100,unemployed,2,female div/dep/mar,none,3,life insurance,44,none,for free,2,skilled,1,yes,yes,good
0<=X<200,18,no credits/all paid,new car,5847,100<=X<500,<1,4,female div/dep/mar,none,4,real estate,29,none,own,1,skilled,1,none,yes,good
<0,1,critical/other existing credit,furniture/equipment,2752,500<=X<1000,>=7,1,female div/dep/mar,none,2,car,30,none,own,1,skilled,2,none,yes,good
no checking,22,critical/other existing credit,furniture/equipment,12370,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,71,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,2,existing paid,used car,9548,100<=X<500,>=7,4,male single,guarantor,2,car,45,none,own,1,skilled,1,none,yes,good
<0,1,existing paid,new car,4888,<100,>=7,3,male single,none,2,life insurance,29,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,48,existing paid,furniture/equipment,16468,<100,1<=X<4,4,male single,none,1,car,66,bank,for free,1,skilled,1,yes,yes,good
no checking,29,critical/other existing credit,new car,3022,no known savings,1<=X<4,4,female div/dep/mar,none,2,real estate,54,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
<0,2,existing paid,business,11426,<100,unemployed,3,male mar/wid,none,2,real estate,32,bank,own,2,skilled,1,yes,yes,good
>=200,4,existing paid,used car,1772,no known savings,>=7,3,female div/dep/mar,none,3,real estate,34,stores,own,1,skilled,1,yes,yes,good
0<=X<200,6,all paid,furniture/equipment,4355,no known savings,>=7,3,male single,none,4,life insurance,27,none,own,2,skilled,1,none,no,good
no checking,4,existing paid,new car,2580,no known savings,>=7,4,male single,none,4,car,30,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,8,critical/other existing credit,new car,20297,<100,4<=X<7,4,male single,none,0,car,32,bank,own,1,skilled,1,yes,yes,good
no checking,41,existing paid,used car,5144,<100,<1,4,male div/sep,none,4,real estate,64,none,own,2,unskilled resident,1,none,yes,good
no checking,4,existing paid,education,1810,no known savings,>=7,4,female div/dep/mar,none,1,car,61,none,own,1,skilled,1,none,yes,good
0<=X<200,2,all paid,new car,915,no known savings,4<=X<7,4,male single,none,4,life insurance,67,none,own,2,unskilled resident,1,none,yes,good
no checking,4,existing paid,furniture/equipment,15190,no known savings,>=7,3,female div/dep/mar,none,2,car,31,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,new car,6229,<100,1<=X<4,3,male single,none,2,car,59,none,own,1,unemp/unskilled non res,2,none,yes,bad
no checking,21,existing paid,radio/tv,2125,<100,>=7,4,male single,none,3,car,28,none,own,1,skilled,1,none,yes,bad
<0,-1,existing paid,radio/tv,1691,<100,>=7,1,male single,none,2,no known property,33,none,own,1,skilled,1,yes,yes,bad
0<=X<200,35,all paid,radio/tv,2755,<100,1<=X<4,3,female div/dep/mar,co applicant,2,life insurance,78,bank,own,1,skilled,1,none,yes,good
<0,30,existing paid,furniture/equipment,2544,no known savings,1<=X<4,3,male single,none,2,real estate,23,none,own,1,unemp/unskilled non res,2,yes,yes,good
<0,19,no credits/all paid,furniture/equipment,2107,<100,unemployed,4,male single,none,3,car,31,none,own,3,unskilled resident,1,yes,yes,bad
0<=X<200,21,existing paid,business,6364,<100,<1,4,male single,none,3,no known property,38,none,own,1,skilled,1,yes,yes,good
<0,10,all paid,radio/tv,2046,<100,unemployed,3,male single,none,2,car,32,bank,own,2,skilled,1,none,yes,bad
no checking,5,critical/other existing credit,radio/tv,5353,<100,<1,1,female div/dep/mar,none,2,life insurance,44,bank,rent,2,skilled,1,yes,yes,good
no checking,23,existing paid,used car,9310,100<=X<500,1<=X<4,1,female div/dep/mar,none,2,real estate,66,none,rent,1,unskilled resident,1,yes,yes,good
>=200,17,existing paid,radio/tv,20027,<100,>=7,3,male div/sep,none,1,life insurance,26,none,own,2,skilled,2,none,yes,good
<0,2,delayed previously,used car,5355,<100,unemployed,1,male single,none,4,car,34,none,own,1,skilled,1,yes,yes,good
<0,22,critical/other existing credit,furniture/equipment,18849,no known savings,>=7,2,male div/sep,none,3,real estate,47,none,own,2,unskilled resident,1,none,yes,good
no checking,6,existing paid,radio/tv,11207,100<=X<500,>=7,4,female div/dep/mar,guarantor,2,car,47,none,own,1,skilled,1,none,yes,good
<0,4,critical/other existing credit,education,20545,500<=X<1000,>=7,3,female div/dep/mar,none,4,no known property,48,none,own,1,skilled,1,none,yes,good
<0,9,critical/other existing credit,repairs,7313,<100,4<=X<7,3,male single,none,2,life insurance,41,bank,own,2,unskilled resident,1,none,yes,good
<0,2,critical/other existing credit,new car,1868,<100,<1,0,female div/dep/mar,none,2,life insurance,83,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,14,existing paid,retraining,4780,100<=X<500,>=7,4,male single,none,4,life insurance,62,bank,own,1,unskilled resident,2,none,yes,good
0<=X<200,12,no credits/all paid,radio/tv,5060,no known savings,>=7,2,female div/dep/mar,none,2,car,67,bank,own,1,skilled,1,yes,yes,good
<0,7,existing paid,radio/tv,13733,<100,4<=X<7,3,male single,none,4,life insurance,41,none,own,2,skilled,1,yes,yes,good
<0,12,existing paid,radio/tv,2445,<100,>=7,4,male single,none,3,real estate,31,bank,for free,1,unskilled resident,1,yes,yes,good
no checking,2,critical/other existing credit,furniture/equipment,11631,<100,>=7,3,female div/dep/mar,none,2,life insurance,39,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,furniture/equipment,1458,<100,>=7,4,female div/dep/mar,none,2,life insurance,32,none,own,2,skilled,1,none,yes,bad
<0,0,existing paid,business,7534,500<=X<1000,<1,3,male single,none,2,real estate,32,none,for free,1,skilled,1,none,yes,good
0<=X<200,12,critical/other existing credit,new car,4557,<100,<1,4,male single,co applicant,1,real estate,34,none,own,2,skilled,1,yes,yes,bad
<0,7,delayed previously,radio/tv,2420,no known savings,>=7,4,male single,none,2,real estate,56,bank,for free,1,skilled,2,none,yes,bad
<0,1,existing paid,education,19923,<100,4<=X<7,4,male single,none,3,car,33,none,rent,1,unskilled resident,1,yes,yes,bad
0<=X<200,22,existing paid,furniture/equipment,8941,100<=X<500,unemployed,4,male single,none,0,real estate,56,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,4,critical/other existing credit,education,2035,<100,>=7,2,female div/dep/mar,none,2,car,48,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,1,critical/other existing credit,business,18505,100<=X<500,>=7,4,female div/dep/mar,none,4,car,43,none,own,1,unemp/unskilled non res,1,none,yes,good
<0,24,existing paid,radio/tv,1096,100<=X<500,<1,1,male mar/wid,none,4,car,39,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,4,critical/other existing credit,furniture/equipment,3233,<100,1<=X<4,2,female div/dep/mar,none,2,car,45,bank,for free,1,skilled,1,none,yes,good
no checking,9,existing paid,furniture/equipment,1682,<100,1<=X<4,3,male single,none,3,car,35,none,for free,1,skilled,1,none,yes,bad
0<=X<200,3,all paid,used car,20451,<100,>=7,1,male single,none,2,real estate,26,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,23,critical/other existing credit,new car,2500,500<=X<1000,4<=X<7,4,female div/dep/mar,none,4,no known property,52,none,own,2,skilled,1,yes,yes,bad
0<=X<200,18,existing paid,new car,3316,100<=X<500,>=7,2,male single,none,4,no known property,35,none,for free,2,unskilled resident,2,yes,yes,bad
0<=X<200,4,existing paid,furniture/equipment,8913,100<=X<500,>=7,3,female div/dep/mar,none,4,car,27,bank,own,2,skilled,1,yes,yes,good
<0,0,critical/other existing credit,business,3476,no known savings,>=7,4,female div/dep/mar,none,2,car,69,stores,own,2,skilled,2,none,yes,good
0<=X<200,1,critical/other existing credit,radio/tv,1723,500<=X<1000,<1,2,male single,none,4,life insurance,46,stores,for free,2,skilled,1,yes,yes,good
0<=X<200,8,critical/other existing credit,radio/tv,10897,no known savings,<1,4,male single,none,2,car,38,stores,own,2,skilled,1,none,yes,good
0<=X<200,8,critical/other existing credit,radio/tv,2299,no known savings,<1,3,female div/dep/mar,none,1,real estate,48,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,6,existing paid,radio/tv,16794,<100,>=7,1,female div/dep/mar,none,3,no known property,51,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,good
<0,21,critical/other existing credit,new car,4207,100<=X<500,1<=X<4,2,male single,none,4,real estate,46,none,rent,2,skilled,1,yes,yes,good
0<=X<200,4,existing paid,new car,10829,<100,<1,4,male single,none,4,car,42,bank,own,1,skilled,1,yes,yes,good
0<=X<200,10,existing paid,new car,9578,<100,>=7,2,male single,none,2,car,28,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
<0,21,existing paid,new car,4289,500<=X<1000,<1,1,male mar/wid,none,1,car,26,stores,rent,2,skilled,1,yes,yes,good
no checking,0,existing paid,new car,2886,500<=X<1000,4<=X<7,4,male div/sep,none,2,life insurance,49,none,for free,2,skilled,1,none,yes,bad
<0,5,critical/other existing credit,new car,3101,<100,<1,4,male single,none,4,real estate,60,none,rent,1,skilled,1,yes,yes,good
>=200,16,critical/other existing credit,business,14653,no known savings,>=7,2,male single,none,2,life insurance,28,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,-2,existing paid,other,17163,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,46,none,own,2,unemp/unskilled non res,1,yes,yes,bad
<0,-2,existing paid,new car,2840,<100,unemployed,3,female div/dep/mar,none,2,life insurance,46,none,own,1,skilled,1,none,yes,bad
