checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,33.0,existing paid,radio/tv,1649.9665539762302,no known savings,1<=X<4,4.0,male single,none,2.0,car,24.579440705298012,none,own,1.0,skilled,1.0,none,yes,good
no checking,42.0,delayed previously,used car,9652.930034442406,<100,4<=X<7,3.0,male single,none,2.0,car,25.00053192527098,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,47.0,all paid,business,10558.834357810423,100<=X<500,4<=X<7,4.0,male single,none,4.0,car,34.02232496492483,none,rent,1.0,skilled,1.0,none,yes,bad
0<=X<200,12.0,existing paid,radio/tv,786.6212601473386,<100,<1,3.0,male mar/wid,none,4.0,car,19.42927297644379,none,rent,1.0,unskilled resident,1.0,none,yes,good
no checking,24.0,existing paid,business,6572.440714733682,<100,4<=X<7,4.0,male single,none,2.0,car,28.694506142691075,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,existing paid,new car,1057.061265447476,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,41.10457087324658,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,16.0,no credits/all paid,business,1632.8867711904156,<100,1<=X<4,2.0,male single,none,4.0,real estate,36.67480466684093,none,own,2.0,unskilled resident,1.0,yes,yes,good
no checking,60.0,existing paid,radio/tv,18424.0,<100,4<=X<7,1.0,male single,none,1.0,real estate,75.0,bank,own,4.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,12.0,existing paid,repairs,1255.8877219464994,no known savings,1<=X<4,4.0,female div/dep/mar,none,3.0,car,23.25755101014849,none,own,1.0,skilled,1.0,yes,yes,good
no checking,36.0,delayed previously,used car,9658.599708948395,<100,unemployed,4.0,male single,none,1.0,car,31.217611381409977,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,20.0,existing paid,radio/tv,2289.455152021919,100<=X<500,>=7,3.0,male single,none,4.0,car,36.767276884354835,none,own,1.0,skilled,1.0,yes,yes,good
no checking,24.0,existing paid,new car,1300.2016179005166,500<=X<1000,>=7,4.0,male single,none,3.0,life insurance,39.29184720844355,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,critical/other existing credit,radio/tv,9207.032226651818,<100,1<=X<4,1.0,female div/dep/mar,none,1.0,car,24.36593251733341,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,13.0,existing paid,furniture/equipment,3914.4619729708206,>=1000,<1,4.0,female div/dep/mar,none,4.0,car,23.46141203113098,none,rent,1.0,skilled,1.0,none,yes,good
no checking,15.0,existing paid,radio/tv,1356.1233708222294,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,27.230555941485942,none,own,1.0,skilled,1.0,yes,yes,good
<0,12.0,existing paid,new car,1819.6357990819238,<100,<1,3.0,male single,none,3.0,life insurance,41.96286714846278,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,radio/tv,1762.3754308714506,<100,4<=X<7,2.0,male mar/wid,guarantor,1.0,real estate,27.0,bank,own,2.0,skilled,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,education,2031.6743833136309,no known savings,>=7,4.0,male single,none,4.0,real estate,68.81014817876327,none,own,1.0,unskilled resident,1.0,yes,yes,good
0<=X<200,26.0,existing paid,repairs,3573.2160837393963,<100,1<=X<4,2.0,male single,guarantor,4.0,life insurance,23.313517814321468,none,rent,1.0,skilled,1.0,none,yes,bad
no checking,11.0,existing paid,new car,1156.9554993849483,<100,<1,4.0,female div/dep/mar,none,3.0,car,32.48564625729913,none,own,1.0,skilled,1.0,yes,yes,good
no checking,9.0,existing paid,furniture/equipment,1424.3538757201954,>=1000,<1,2.0,female div/dep/mar,none,4.0,real estate,19.0429860209779,none,rent,1.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,furniture/equipment,2197.077696647644,<100,1<=X<4,4.0,male single,none,1.0,life insurance,31.629040288324163,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,8.0,existing paid,radio/tv,1310.5263543675474,<100,1<=X<4,4.0,female div/dep/mar,guarantor,1.0,real estate,30.366794812500462,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,22.0,existing paid,radio/tv,2267.6540236081014,500<=X<1000,<1,1.0,male mar/wid,none,1.0,life insurance,25.603837094685645,none,own,1.0,skilled,1.0,yes,yes,good
no checking,36.0,existing paid,radio/tv,3421.680018996362,<100,<1,4.0,male single,none,4.0,real estate,27.401340186029852,none,own,1.0,skilled,2.0,yes,yes,good
<0,54.0,existing paid,used car,7782.56516106518,<100,1<=X<4,3.0,male single,none,2.0,car,33.044603485593214,none,own,1.0,skilled,1.0,yes,yes,bad
no checking,7.0,critical/other existing credit,new car,899.4665055764847,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,4.0,no known property,30.635352620890256,none,rent,2.0,skilled,1.0,none,yes,good
<0,10.0,existing paid,new car,1301.6284508108663,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,27.17358062725707,none,rent,1.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,critical/other existing credit,radio/tv,3227.6774925928153,<100,4<=X<7,4.0,male single,none,2.0,life insurance,32.890746531971025,none,own,2.0,skilled,1.0,none,yes,good
no checking,18.0,existing paid,radio/tv,1255.6168337818933,no known savings,>=7,4.0,male single,none,2.0,car,29.05666435186123,none,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,existing paid,radio/tv,1543.0393311777302,100<=X<500,>=7,3.0,male single,none,4.0,car,30.828072512697243,none,own,2.0,skilled,1.0,none,yes,good
<0,12.0,existing paid,furniture/equipment,1988.4510015189774,<100,>=7,4.0,female div/dep/mar,none,4.0,life insurance,39.41821852166958,none,rent,1.0,skilled,1.0,none,yes,good
no checking,4.0,critical/other existing credit,furniture/equipment,18424.0,<100,4<=X<7,4.0,male single,none,1.0,real estate,19.0,none,own,1.0,skilled,2.0,none,yes,good
no checking,20.0,existing paid,radio/tv,2282.455048001708,no known savings,>=7,4.0,female div/dep/mar,none,4.0,life insurance,49.961989107603515,none,rent,1.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,delayed previously,repairs,4339.585013672566,no known savings,1<=X<4,4.0,male mar/wid,none,3.0,life insurance,45.30801228980455,bank,own,2.0,skilled,1.0,none,yes,good
<0,24.0,existing paid,radio/tv,1470.8306834909115,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,31.191755491821024,none,own,1.0,skilled,1.0,yes,yes,good
<0,12.0,existing paid,furniture/equipment,1875.2201470895075,<100,4<=X<7,3.0,female div/dep/mar,none,4.0,real estate,19.408170473336078,none,rent,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,9.0,existing paid,radio/tv,2892.696541359735,<100,<1,1.0,male mar/wid,none,1.0,real estate,21.79005863660748,none,rent,1.0,skilled,1.0,yes,yes,good
<0,24.0,existing paid,new car,3311.9008288795644,<100,<1,3.0,female div/dep/mar,none,4.0,life insurance,27.120203011600605,none,own,1.0,unskilled resident,1.0,yes,yes,good
<0,7.0,existing paid,radio/tv,1850.2769369901193,<100,4<=X<7,2.0,female div/dep/mar,none,3.0,real estate,23.25543195312367,none,rent,1.0,skilled,1.0,none,yes,good
no checking,20.0,critical/other existing credit,radio/tv,2232.5161271743013,no known savings,>=7,4.0,male single,none,4.0,life insurance,48.85642269714696,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,36.0,existing paid,furniture/equipment,15439.066109336605,<100,>=7,4.0,female div/dep/mar,none,3.0,no known property,50.00226136751035,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,11.0,existing paid,radio/tv,1499.1655251480918,<100,4<=X<7,4.0,male mar/wid,none,1.0,car,22.451079624014742,none,own,1.0,skilled,1.0,none,yes,good
no checking,15.0,existing paid,used car,3685.859581037921,<100,1<=X<4,2.0,male single,none,4.0,no known property,31.953458774141662,none,for free,1.0,skilled,1.0,none,yes,good
no checking,40.0,critical/other existing credit,used car,5858.469299942327,<100,>=7,4.0,male single,none,3.0,car,39.18606948791971,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,60.0,existing paid,radio/tv,9001.144529098508,<100,4<=X<7,1.0,male single,none,1.0,real estate,75.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,6.0,critical/other existing credit,education,2080.0020454323326,<100,4<=X<7,4.0,male single,none,1.0,real estate,62.421016528839985,none,own,2.0,unskilled resident,2.0,none,yes,good
no checking,18.0,existing paid,radio/tv,1391.662669851057,no known savings,1<=X<4,4.0,male single,none,2.0,no known property,27.0,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,radio/tv,1909.425713253937,<100,<1,4.0,female div/dep/mar,none,1.0,real estate,29.42914919384196,bank,own,1.0,unskilled resident,1.0,none,yes,good
<0,12.0,no credits/all paid,new car,2118.143984323841,<100,1<=X<4,2.0,male single,none,2.0,real estate,28.519487667033133,none,rent,2.0,skilled,2.0,none,yes,good
no checking,11.0,critical/other existing credit,radio/tv,775.0540779201064,<100,1<=X<4,4.0,male single,none,2.0,real estate,38.4169264368405,none,own,2.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,radio/tv,1221.3558171546688,no known savings,>=7,4.0,male single,none,4.0,real estate,38.78295596397183,none,own,2.0,skilled,1.0,yes,yes,good
no checking,16.0,existing paid,used car,2810.6428887388693,no known savings,unemployed,3.0,male single,none,1.0,no known property,42.14600038625684,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,existing paid,new car,3097.725536452548,<100,>=7,4.0,male single,none,4.0,car,26.264081261603923,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,45.0,existing paid,business,7599.705310934107,<100,1<=X<4,4.0,male single,none,3.0,no known property,58.80221185453893,none,for free,1.0,skilled,2.0,yes,yes,bad
no checking,12.0,existing paid,radio/tv,2143.3449012292713,<100,1<=X<4,3.0,male single,none,4.0,real estate,32.93568851500408,none,rent,1.0,unskilled resident,2.0,none,yes,good
no checking,12.0,existing paid,radio/tv,944.2478634014457,<100,>=7,4.0,female div/dep/mar,none,4.0,life insurance,32.29577413480101,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,10.0,existing paid,radio/tv,1456.3147232562665,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,34.375421204904285,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,18.0,critical/other existing credit,new car,2565.265354710826,<100,1<=X<4,3.0,male single,none,4.0,no known property,31.33524869606421,none,for free,2.0,skilled,1.0,none,yes,good
0<=X<200,13.0,critical/other existing credit,education,1148.2856030205378,500<=X<1000,>=7,4.0,male single,none,4.0,life insurance,34.87671412596647,none,own,2.0,skilled,1.0,none,yes,good
no checking,4.0,existing paid,radio/tv,250.0,<100,unemployed,1.0,female div/dep/mar,none,4.0,real estate,75.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,all paid,new car,8074.602052649582,no known savings,unemployed,1.0,female div/dep/mar,none,4.0,no known property,28.047659006855312,none,for free,1.0,unemp/unskilled non res,1.0,none,yes,bad
0<=X<200,15.0,existing paid,radio/tv,3172.7392082788815,<100,<1,1.0,male single,none,1.0,life insurance,37.69482517184306,none,own,1.0,skilled,2.0,none,yes,good
<0,10.0,existing paid,furniture/equipment,3618.9878362152335,<100,4<=X<7,1.0,female div/dep/mar,none,4.0,real estate,28.619713529017368,none,rent,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,1748.0732585874161,<100,>=7,4.0,female div/dep/mar,guarantor,4.0,real estate,36.249338742295805,bank,own,2.0,unskilled resident,1.0,yes,yes,good
<0,24.0,critical/other existing credit,used car,2673.987409415694,<100,>=7,4.0,male single,none,4.0,car,35.718100405905986,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,1957.4919226427737,no known savings,>=7,4.0,male single,none,4.0,no known property,35.61592807119727,none,for free,1.0,skilled,1.0,yes,yes,good
no checking,28.0,existing paid,radio/tv,2609.352656781112,<100,>=7,4.0,male single,none,4.0,car,27.0,none,own,2.0,skilled,2.0,none,yes,good
no checking,11.0,existing paid,furniture/equipment,941.4980686172424,no known savings,1<=X<4,4.0,female div/dep/mar,none,1.0,real estate,20.230660328891478,none,rent,1.0,skilled,1.0,none,yes,good
no checking,15.0,critical/other existing credit,radio/tv,1759.3751276315604,no known savings,>=7,4.0,male single,none,4.0,no known property,39.82043880373136,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,existing paid,new car,1873.5304123671638,<100,<1,4.0,female div/dep/mar,none,3.0,car,20.58158474112917,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,24.0,delayed previously,business,4003.1834636122294,no known savings,1<=X<4,4.0,male single,none,4.0,life insurance,40.88723614201091,bank,own,1.0,skilled,1.0,yes,yes,good
no checking,16.0,existing paid,domestic appliance,955.8830857344911,no known savings,1<=X<4,4.0,male single,none,3.0,real estate,36.49514730949507,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,30.0,existing paid,radio/tv,3583.806953250517,no known savings,>=7,3.0,female div/dep/mar,none,4.0,car,28.39523751391593,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,existing paid,radio/tv,4019.6486792429123,<100,1<=X<4,1.0,male single,none,1.0,car,24.857031265565393,none,own,1.0,skilled,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,radio/tv,2024.1050253775675,<100,1<=X<4,4.0,male single,none,2.0,life insurance,30.798502065005955,none,own,2.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,radio/tv,1446.1226015409843,100<=X<500,1<=X<4,4.0,female div/dep/mar,co applicant,2.0,real estate,39.41490699782878,none,own,2.0,skilled,1.0,none,yes,good
<0,8.0,existing paid,furniture/equipment,554.0807479695078,<100,>=7,4.0,male single,none,1.0,life insurance,27.0,none,own,1.0,skilled,1.0,none,yes,good
<0,18.0,existing paid,new car,1366.0035415049756,<100,>=7,4.0,female div/dep/mar,none,4.0,car,27.809990969388682,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,36.0,existing paid,used car,8596.910100058838,500<=X<1000,1<=X<4,4.0,male single,none,1.0,no known property,35.399157521607975,none,for free,1.0,skilled,1.0,yes,yes,bad
0<=X<200,20.0,existing paid,business,1431.181647022247,100<=X<500,>=7,4.0,male single,none,4.0,car,29.62972947142426,none,own,1.0,skilled,1.0,none,yes,good
no checking,16.0,critical/other existing credit,radio/tv,1451.1018199214598,no known savings,>=7,4.0,male single,none,4.0,real estate,43.530962953224204,none,own,2.0,unskilled resident,1.0,none,yes,good
no checking,11.0,existing paid,radio/tv,954.8011471167924,<100,1<=X<4,4.0,female div/dep/mar,co applicant,4.0,real estate,30.348196865242354,none,own,1.0,skilled,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
<0,12.0,existing paid,furniture/equipment,1433.4348699829095,<100,1<=X<4,4.0,male single,none,2.0,real estate,24.50700488534924,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,5720.649534830995,100<=X<500,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,none,yes,bad
0<=X<200,24.0,all paid,new car,3185.342911323982,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,31.78327135019774,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,5.0,existing paid,radio/tv,1277.5878507270133,500<=X<1000,>=7,4.0,male single,none,4.0,life insurance,65.54256436160746,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,1402.4024305515427,<100,>=7,3.0,female div/dep/mar,guarantor,4.0,real estate,47.278140253660666,none,rent,2.0,unskilled resident,1.0,yes,yes,bad
<0,15.0,no credits/all paid,repairs,4471.561610618352,<100,1<=X<4,1.0,male single,none,3.0,real estate,35.6281301152918,none,own,1.0,unskilled resident,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,used car,7561.0232382064405,<100,>=7,3.0,male single,none,2.0,no known property,39.39153647827257,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
>=200,12.0,existing paid,used car,1330.8442753082932,no known savings,>=7,4.0,male single,none,3.0,no known property,68.62702924400003,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,8.0,existing paid,furniture/equipment,1271.0343356627604,100<=X<500,<1,3.0,female div/dep/mar,none,3.0,car,19.661225157011547,bank,rent,3.0,skilled,1.0,none,yes,good
no checking,9.0,critical/other existing credit,new car,1841.8820745007959,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,real estate,35.98015313743703,none,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,delayed previously,used car,1346.6194058455924,<100,1<=X<4,3.0,male div/sep,none,4.0,real estate,38.59331148272355,none,own,1.0,skilled,1.0,none,yes,good
no checking,10.0,existing paid,radio/tv,882.2035708996036,<100,1<=X<4,3.0,male mar/wid,none,3.0,real estate,24.636253975614228,none,rent,1.0,skilled,1.0,none,yes,good
<0,12.0,existing paid,new car,952.5872563040076,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,33.08590113199077,none,own,1.0,unskilled resident,1.0,none,yes,good
>=200,10.0,no credits/all paid,new car,1058.3346875354684,<100,4<=X<7,4.0,male single,none,4.0,car,31.61861889683292,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,3893.417087865382,500<=X<1000,4<=X<7,1.0,female div/dep/mar,none,2.0,car,23.678585852597564,none,own,1.0,skilled,1.0,none,yes,good
<0,60.0,existing paid,used car,17124.438427058834,<100,>=7,4.0,male single,none,4.0,no known property,46.54447627865965,none,for free,1.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,existing paid,other,4977.112026820583,100<=X<500,>=7,4.0,male single,none,4.0,car,43.624124728079714,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,22.0,critical/other existing credit,new car,2392.0036760346434,500<=X<1000,>=7,4.0,male single,none,4.0,life insurance,61.69408440852673,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,10.0,existing paid,radio/tv,1633.7668530900517,<100,>=7,1.0,male single,guarantor,2.0,real estate,37.40194095277832,none,own,1.0,skilled,1.0,yes,no,good
0<=X<200,18.0,existing paid,furniture/equipment,3118.0559004116126,100<=X<500,1<=X<4,4.0,male single,none,4.0,no known property,42.655979020058,none,for free,1.0,skilled,1.0,none,yes,bad
<0,15.0,existing paid,new car,2397.642766361567,no known savings,unemployed,1.0,female div/dep/mar,none,3.0,car,27.844158895195445,none,rent,1.0,unemp/unskilled non res,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,used car,5096.037345883656,<100,4<=X<7,3.0,male single,none,2.0,car,43.955251291717154,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,20.0,critical/other existing credit,furniture/equipment,4691.338367908639,no known savings,1<=X<4,4.0,male single,none,3.0,real estate,29.52063883992106,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,7845.570417989755,no known savings,1<=X<4,1.0,male single,none,4.0,no known property,34.80647330943371,none,for free,1.0,skilled,1.0,yes,yes,bad
0<=X<200,24.0,critical/other existing credit,business,4155.181312226539,no known savings,1<=X<4,4.0,male single,none,4.0,real estate,31.95457898140318,bank,own,1.0,skilled,1.0,none,yes,good
<0,12.0,existing paid,furniture/equipment,1696.1302768185496,<100,1<=X<4,3.0,male single,co applicant,2.0,life insurance,27.0,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,8.0,critical/other existing credit,radio/tv,1964.0850949227402,100<=X<500,>=7,1.0,male single,none,4.0,real estate,34.844031771733746,none,own,1.0,unskilled resident,2.0,none,yes,good
0<=X<200,20.0,existing paid,radio/tv,1606.5375802968163,100<=X<500,<1,4.0,female div/dep/mar,none,3.0,car,22.72557068134747,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,8.0,existing paid,new car,931.0953015572618,<100,1<=X<4,4.0,male single,none,2.0,real estate,31.735818732370262,none,own,1.0,unskilled resident,1.0,none,yes,good
<0,24.0,critical/other existing credit,used car,1491.135591776853,<100,>=7,4.0,male single,none,4.0,real estate,54.420041662500864,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,4.0,critical/other existing credit,radio/tv,18284.950557159915,<100,4<=X<7,4.0,female div/dep/mar,none,1.0,real estate,75.0,none,own,1.0,unskilled resident,2.0,none,yes,good
no checking,33.0,critical/other existing credit,radio/tv,2031.9417787875627,no known savings,>=7,4.0,male single,none,2.0,car,41.857165757724104,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,36.0,delayed previously,new car,8802.934279513122,500<=X<1000,1<=X<4,1.0,female div/dep/mar,none,1.0,car,26.366837188962165,none,own,2.0,skilled,1.0,none,yes,good
no checking,5.0,critical/other existing credit,radio/tv,3185.496092243686,<100,4<=X<7,4.0,male single,none,1.0,real estate,42.84186069141897,none,own,1.0,skilled,2.0,none,yes,good
no checking,33.0,critical/other existing credit,radio/tv,2123.0442146075375,500<=X<1000,>=7,4.0,male single,none,2.0,no known property,28.23507101816473,bank,own,2.0,skilled,2.0,yes,yes,bad
0<=X<200,12.0,existing paid,new car,7540.035224765226,100<=X<500,unemployed,1.0,male single,none,2.0,life insurance,27.28334002931185,none,own,1.0,unemp/unskilled non res,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,1231.3606683624296,<100,>=7,4.0,male single,none,4.0,no known property,45.041754419492044,none,for free,2.0,skilled,1.0,yes,yes,good
0<=X<200,10.0,delayed previously,furniture/equipment,1017.6255197570388,<100,unemployed,4.0,male single,none,1.0,life insurance,29.814802003398633,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,47.0,critical/other existing credit,used car,16081.46895767413,<100,1<=X<4,3.0,male single,none,4.0,no known property,32.25831160669265,bank,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,36.0,existing paid,other,2276.320509787232,<100,unemployed,4.0,male single,none,3.0,car,24.63370832061678,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
<0,33.0,existing paid,used car,2468.276771424496,<100,<1,2.0,female div/dep/mar,none,4.0,car,24.62082766487349,bank,rent,1.0,unskilled resident,1.0,none,yes,bad
<0,12.0,existing paid,new car,4028.2361344595247,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,no known property,25.659419378752563,none,rent,1.0,skilled,1.0,none,yes,bad
no checking,24.0,no credits/all paid,business,1757.4144796777446,<100,4<=X<7,3.0,male single,none,1.0,life insurance,28.50377693985136,none,own,2.0,skilled,1.0,yes,yes,good
no checking,24.0,critical/other existing credit,radio/tv,6129.578329845464,<100,>=7,4.0,male single,none,2.0,car,34.4767029376756,none,own,2.0,unskilled resident,1.0,none,yes,bad
0<=X<200,36.0,critical/other existing credit,furniture/equipment,6120.279109774621,<100,<1,4.0,female div/dep/mar,none,4.0,car,28.45874128448465,bank,own,1.0,unskilled resident,1.0,none,yes,bad
<0,24.0,existing paid,radio/tv,4637.955245916127,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,car,28.154246762897042,stores,own,1.0,skilled,1.0,none,yes,bad
no checking,18.0,critical/other existing credit,radio/tv,1423.8610641648988,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,1.0,car,35.11638825515187,none,own,1.0,skilled,1.0,yes,yes,good
<0,36.0,critical/other existing credit,used car,1901.353569708541,<100,4<=X<7,4.0,male single,none,4.0,life insurance,35.33583584607003,none,own,2.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,radio/tv,627.936362398555,no known savings,>=7,4.0,male single,none,2.0,car,35.84284229200393,none,own,1.0,skilled,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
<0,33.0,existing paid,new car,2349.9613738269113,<100,<1,3.0,female div/dep/mar,none,4.0,car,25.162879512610488,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,36.0,critical/other existing credit,furniture/equipment,3800.7324168500536,<100,4<=X<7,2.0,male div/sep,none,3.0,car,22.818659798863784,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,36.0,existing paid,radio/tv,4581.844514955854,<100,1<=X<4,4.0,male single,none,2.0,car,27.0,stores,own,1.0,skilled,1.0,yes,yes,bad
no checking,15.0,existing paid,radio/tv,1383.2822051045327,<100,4<=X<7,2.0,female div/dep/mar,co applicant,2.0,real estate,39.91927497852727,none,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,critical/other existing credit,new car,1251.9891942353017,<100,>=7,4.0,male single,none,4.0,no known property,51.568659059511674,none,for free,2.0,skilled,1.0,yes,yes,good
no checking,24.0,existing paid,used car,5915.679770668016,<100,1<=X<4,2.0,male single,none,2.0,no known property,38.87461892744863,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,54.0,existing paid,used car,16573.1186239469,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,car,23.932040113697134,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,4.0,critical/other existing credit,new car,1476.1688871512224,<100,4<=X<7,2.0,male single,none,1.0,real estate,39.20673325653293,none,own,2.0,unskilled resident,2.0,none,yes,good
0<=X<200,9.0,existing paid,radio/tv,1501.8363092410746,500<=X<1000,<1,1.0,male mar/wid,none,1.0,real estate,22.50386729899357,none,rent,1.0,skilled,1.0,none,yes,good
<0,39.0,existing paid,used car,6898.564344630025,<100,>=7,3.0,male single,none,4.0,no known property,50.34797419400295,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,16.0,existing paid,radio/tv,1469.6217058644188,<100,>=7,4.0,female div/dep/mar,none,3.0,real estate,31.66029498165147,none,own,1.0,skilled,1.0,none,yes,good
<0,15.0,existing paid,furniture/equipment,4377.638628736944,<100,<1,1.0,female div/dep/mar,none,4.0,life insurance,29.845799165986417,none,rent,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,no credits/all paid,radio/tv,1325.968997859468,100<=X<500,1<=X<4,3.0,female div/dep/mar,none,1.0,real estate,31.4184799284978,none,own,1.0,skilled,1.0,yes,yes,good
<0,36.0,existing paid,radio/tv,2040.9102757833969,<100,<1,4.0,female div/dep/mar,none,4.0,life insurance,20.8623377479523,none,rent,1.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,new car,739.8224316329384,<100,<1,4.0,male single,none,1.0,life insurance,24.63355558690478,none,own,1.0,skilled,1.0,none,yes,good
no checking,6.0,critical/other existing credit,new car,3953.9167190558373,<100,>=7,4.0,male single,none,1.0,real estate,45.61882395374111,none,own,2.0,unskilled resident,2.0,none,yes,good
>=200,24.0,critical/other existing credit,radio/tv,3086.112605967782,no known savings,4<=X<7,4.0,male single,none,2.0,life insurance,27.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,60.0,existing paid,radio/tv,7758.173675254539,<100,4<=X<7,1.0,male single,none,1.0,real estate,75.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
