math score,reading score,writing score,gender,race/ethnicity,parental level of education,lunch,test preparation course
79.0,78.0,77.0,male,group D,master's degree,standard,none
67.0,58.0,68.0,male,group A,bachelor's degree,standard,none
68.0,72.0,67.0,male,group E,some high school,standard,completed
61.0,58.0,61.0,female,group B,master's degree,free/reduced,none
42.0,34.0,46.0,male,group A,associate's degree,free/reduced,none
55.0,46.0,45.0,male,group A,associate's degree,standard,none
53.0,53.0,58.0,male,group C,some college,free/reduced,none
57.0,73.0,70.0,male,group A,some high school,standard,completed
76.0,74.0,75.0,female,group A,master's degree,standard,none
48.0,61.0,54.0,male,group E,master's degree,standard,none
62.0,57.0,54.0,male,group C,high school,free/reduced,none
45.0,52.0,52.0,female,group E,some high school,free/reduced,none
74.0,77.0,84.0,male,group D,some college,standard,completed
79.0,84.0,88.0,female,group A,master's degree,free/reduced,none
54.0,57.0,52.0,female,group D,some college,free/reduced,none
59.0,58.0,54.0,male,group B,high school,free/reduced,completed
66.0,72.0,65.0,male,group C,some high school,standard,none
69.0,72.0,67.0,female,group D,associate's degree,free/reduced,none
73.0,74.0,80.0,female,group C,bachelor's degree,free/reduced,completed
69.0,69.0,65.0,male,group B,some college,free/reduced,none
59.0,75.0,74.0,male,group B,bachelor's degree,free/reduced,completed
65.0,67.0,66.0,female,group B,some high school,standard,completed
77.0,95.0,90.0,female,group C,bachelor's degree,standard,completed
57.0,66.0,64.0,male,group B,master's degree,free/reduced,none
76.0,57.0,58.0,female,group C,some college,standard,none
81.0,81.0,76.0,male,group C,master's degree,standard,none
50.0,50.0,52.0,male,group D,associate's degree,free/reduced,completed
60.0,62.0,60.0,male,group E,master's degree,standard,none
51.0,65.0,64.0,female,group D,master's degree,free/reduced,none
55.0,68.0,66.0,male,group B,high school,standard,completed
53.0,54.0,62.0,female,group C,some college,free/reduced,none
75.0,85.0,87.0,female,group C,master's degree,free/reduced,completed
52.0,47.0,47.0,male,group B,some high school,standard,completed
90.0,100.0,100.0,female,group D,high school,free/reduced,completed
64.0,69.0,70.0,female,group D,some high school,standard,none
65.0,72.0,69.0,male,group E,some college,free/reduced,completed
51.0,60.0,58.0,male,group A,some college,free/reduced,completed
88.0,64.0,65.0,male,group A,bachelor's degree,free/reduced,none
48.0,55.0,43.0,female,group E,bachelor's degree,free/reduced,completed
48.0,56.0,53.0,male,group E,high school,free/reduced,completed
24.0,53.0,52.0,female,group A,associate's degree,standard,none
47.0,58.0,57.0,female,group D,some college,free/reduced,none
75.0,86.0,86.0,female,group E,some high school,standard,completed
50.0,49.0,55.0,male,group C,high school,standard,completed
44.0,54.0,55.0,female,group B,high school,free/reduced,completed
74.0,65.0,63.0,male,group D,some college,free/reduced,none
78.0,82.0,83.0,female,group D,master's degree,standard,none
50.0,51.0,50.0,female,group B,associate's degree,free/reduced,none
62.0,74.0,74.0,female,group E,bachelor's degree,standard,none
48.0,61.0,58.0,female,group C,some college,free/reduced,none
59.0,75.0,76.0,female,group C,associate's degree,standard,completed
66.0,66.0,64.0,male,group A,some high school,free/reduced,none
71.0,76.0,79.0,male,group E,some college,standard,none
62.0,78.0,78.0,female,group C,associate's degree,free/reduced,none
33.0,38.0,39.0,female,group C,high school,free/reduced,none
58.0,54.0,58.0,male,group D,some college,free/reduced,none
57.0,76.0,73.0,female,group E,associate's degree,free/reduced,none
53.0,63.0,66.0,female,group B,associate's degree,free/reduced,none
54.0,56.0,54.0,male,group D,associate's degree,standard,none
68.0,74.0,75.0,female,group D,high school,standard,completed
74.0,75.0,77.0,male,group B,master's degree,free/reduced,completed
73.0,67.0,61.0,male,group E,bachelor's degree,free/reduced,none
43.0,46.0,45.0,male,group B,some college,free/reduced,none
92.0,100.0,100.0,female,group E,some high school,free/reduced,completed
48.0,54.0,50.0,female,group B,some high school,free/reduced,none
73.0,95.0,90.0,female,group C,bachelor's degree,standard,completed
52.0,55.0,59.0,female,group A,some high school,free/reduced,none
67.0,82.0,82.0,female,group E,bachelor's degree,standard,completed
62.0,74.0,76.0,female,group D,high school,free/reduced,none
59.0,70.0,61.0,male,group A,associate's degree,free/reduced,none
52.0,55.0,53.0,male,group D,master's degree,free/reduced,none
75.0,83.0,79.0,female,group C,some college,standard,completed
60.0,76.0,64.0,male,group B,master's degree,free/reduced,none
57.0,52.0,53.0,male,group A,high school,free/reduced,completed
55.0,62.0,67.0,female,group C,master's degree,free/reduced,completed
68.0,66.0,66.0,male,group A,some college,standard,none
43.0,49.0,47.0,male,group B,associate's degree,free/reduced,none
46.0,49.0,50.0,male,group C,some college,free/reduced,none
55.0,64.0,65.0,female,group A,some high school,standard,none
53.0,50.0,46.0,male,group E,some college,free/reduced,none
40.0,52.0,51.0,female,group B,some college,free/reduced,none
79.0,93.0,91.0,female,group D,some college,standard,none
91.0,88.0,90.0,male,group B,some high school,standard,completed
70.0,72.0,68.0,male,group D,high school,standard,none
65.0,68.0,66.0,female,group A,associate's degree,standard,none
78.0,73.0,74.0,male,group B,associate's degree,standard,none
44.0,55.0,45.0,male,group A,some college,standard,none
57.0,66.0,65.0,male,group C,bachelor's degree,free/reduced,none
55.0,62.0,62.0,female,group A,some high school,free/reduced,none
65.0,73.0,70.0,female,group D,associate's degree,standard,none
53.0,49.0,46.0,female,group A,bachelor's degree,free/reduced,none
58.0,54.0,55.0,male,group A,some college,standard,none
61.0,77.0,76.0,female,group E,some college,standard,completed
67.0,100.0,100.0,female,group D,associate's degree,standard,completed
69.0,86.0,83.0,female,group B,master's degree,free/reduced,completed
61.0,63.0,63.0,female,group B,master's degree,free/reduced,none
43.0,57.0,51.0,male,group E,some high school,free/reduced,completed
41.0,44.0,39.0,male,group E,bachelor's degree,free/reduced,completed
60.0,62.0,65.0,female,group B,high school,free/reduced,none
67.0,60.0,62.0,male,group B,some high school,free/reduced,none
59.0,46.0,47.0,female,group A,high school,free/reduced,none
70.0,59.0,55.0,male,group D,associate's degree,standard,none
61.0,58.0,51.0,male,group B,associate's degree,free/reduced,completed
59.0,64.0,74.0,female,group D,bachelor's degree,free/reduced,none
60.0,68.0,60.0,male,group E,high school,free/reduced,completed
69.0,75.0,75.0,female,group B,some college,free/reduced,none
71.0,76.0,79.0,female,group C,associate's degree,standard,completed
59.0,67.0,66.0,male,group D,some college,free/reduced,none
63.0,70.0,73.0,female,group C,some college,free/reduced,none
65.0,75.0,74.0,female,group D,master's degree,standard,completed
53.0,54.0,50.0,male,group A,associate's degree,standard,none
76.0,86.0,90.0,female,group D,master's degree,standard,none
57.0,61.0,61.0,female,group A,some high school,free/reduced,none
53.0,64.0,62.0,female,group C,high school,standard,none
47.0,55.0,54.0,female,group D,high school,standard,none
53.0,67.0,64.0,female,group E,some college,free/reduced,none
73.0,78.0,74.0,male,group D,high school,standard,completed
73.0,61.0,51.0,female,group B,some college,free/reduced,none
57.0,66.0,55.0,female,group C,bachelor's degree,free/reduced,none
51.0,66.0,68.0,male,group A,associate's degree,free/reduced,completed
55.0,63.0,58.0,male,group A,high school,free/reduced,none
76.0,82.0,76.0,female,group B,high school,free/reduced,completed
55.0,73.0,66.0,male,group A,master's degree,free/reduced,none
59.0,73.0,63.0,female,group A,high school,standard,none
50.0,55.0,56.0,male,group B,master's degree,free/reduced,none
40.0,58.0,54.0,male,group C,high school,free/reduced,completed
54.0,60.0,59.0,female,group B,bachelor's degree,free/reduced,none
55.0,54.0,58.0,male,group C,bachelor's degree,standard,none
80.0,84.0,83.0,female,group D,associate's degree,standard,completed
63.0,64.0,65.0,female,group C,associate's degree,free/reduced,completed
46.0,52.0,52.0,female,group C,some high school,free/reduced,none
77.0,67.0,66.0,male,group D,some high school,standard,completed
53.0,62.0,62.0,male,group C,high school,free/reduced,none
76.0,72.0,73.0,male,group D,some high school,standard,none
78.0,83.0,83.0,female,group A,bachelor's degree,free/reduced,completed
58.0,51.0,57.0,male,group E,master's degree,standard,completed
55.0,48.0,47.0,male,group B,master's degree,free/reduced,none
62.0,59.0,63.0,male,group B,bachelor's degree,standard,none
57.0,64.0,69.0,female,group E,master's degree,free/reduced,completed
54.0,82.0,77.0,female,group B,high school,free/reduced,none
48.0,49.0,56.0,female,group B,associate's degree,standard,none
55.0,74.0,70.0,female,group D,high school,free/reduced,completed
58.0,70.0,70.0,female,group C,associate's degree,free/reduced,completed
75.0,77.0,78.0,male,group E,bachelor's degree,free/reduced,completed
59.0,64.0,50.0,female,group A,high school,standard,none
64.0,63.0,67.0,female,group C,associate's degree,standard,none
53.0,65.0,54.0,female,group B,some college,standard,none
72.0,77.0,72.0,female,group B,some high school,free/reduced,none
54.0,59.0,52.0,male,group D,associate's degree,free/reduced,completed
53.0,63.0,68.0,female,group B,bachelor's degree,standard,completed
49.0,62.0,64.0,female,group C,some college,free/reduced,none
57.0,63.0,64.0,male,group C,master's degree,free/reduced,none
69.0,70.0,63.0,female,group D,master's degree,standard,none
64.0,62.0,57.0,male,group B,some college,free/reduced,none
46.0,65.0,66.0,male,group D,some college,free/reduced,none
59.0,56.0,49.0,male,group E,high school,standard,none
77.0,80.0,76.0,female,group B,associate's degree,free/reduced,completed
68.0,67.0,66.0,female,group D,some college,free/reduced,completed
60.0,52.0,43.0,male,group C,high school,standard,none
66.0,71.0,73.0,male,group E,master's degree,standard,none
66.0,69.0,65.0,male,group B,high school,free/reduced,none
68.0,72.0,68.0,female,group C,master's degree,standard,none
73.0,74.0,72.0,male,group B,master's degree,free/reduced,none
57.0,54.0,55.0,male,group D,some high school,free/reduced,completed
43.0,45.0,46.0,male,group E,master's degree,free/reduced,completed
63.0,55.0,50.0,female,group B,high school,free/reduced,none
51.0,58.0,58.0,female,group B,associate's degree,free/reduced,completed
66.0,79.0,77.0,female,group D,associate's degree,free/reduced,completed
79.0,86.0,82.0,female,group C,some high school,standard,completed
46.0,53.0,50.0,male,group C,high school,free/reduced,none
62.0,56.0,47.0,male,group C,some high school,standard,none
69.0,82.0,79.0,female,group E,associate's degree,standard,none
53.0,49.0,45.0,male,group A,high school,standard,completed
82.0,77.0,72.0,female,group D,associate's degree,standard,none
43.0,55.0,54.0,male,group A,bachelor's degree,free/reduced,completed
76.0,82.0,81.0,male,group C,high school,standard,completed
43.0,60.0,57.0,female,group A,some high school,free/reduced,none
59.0,72.0,60.0,female,group D,some high school,standard,none
73.0,74.0,68.0,male,group D,some high school,standard,none
46.0,54.0,53.0,female,group D,master's degree,free/reduced,none
83.0,79.0,75.0,female,group B,associate's degree,standard,completed
51.0,68.0,70.0,female,group D,bachelor's degree,free/reduced,completed
82.0,85.0,87.0,female,group C,high school,free/reduced,completed
73.0,78.0,77.0,male,group A,some college,standard,completed
73.0,64.0,63.0,male,group B,bachelor's degree,free/reduced,none
83.0,77.0,67.0,male,group C,some college,free/reduced,completed
77.0,79.0,79.0,male,group E,associate's degree,standard,completed
74.0,66.0,62.0,male,group E,master's degree,standard,none
95.0,86.0,86.0,male,group A,bachelor's degree,standard,completed
61.0,55.0,63.0,male,group A,associate's degree,free/reduced,none
54.0,54.0,55.0,male,group B,some college,free/reduced,none
39.0,70.0,65.0,female,group B,associate's degree,free/reduced,none
47.0,45.0,44.0,male,group B,some college,free/reduced,none
67.0,66.0,74.0,male,group A,some high school,standard,completed
62.0,64.0,62.0,male,group C,associate's degree,free/reduced,completed
70.0,76.0,75.0,female,group C,some high school,free/reduced,none
73.0,65.0,78.0,male,group D,high school,free/reduced,none
62.0,67.0,67.0,female,group E,master's degree,free/reduced,none
74.0,65.0,64.0,male,group E,associate's degree,standard,completed
52.0,67.0,65.0,female,group B,high school,free/reduced,none
47.0,54.0,53.0,male,group B,master's degree,standard,none
70.0,73.0,73.0,male,group C,bachelor's degree,free/reduced,completed
69.0,75.0,79.0,male,group C,some college,free/reduced,none
54.0,57.0,55.0,female,group A,master's degree,standard,completed
80.0,92.0,92.0,male,group C,associate's degree,standard,completed
88.0,72.0,77.0,male,group A,bachelor's degree,standard,completed
56.0,74.0,69.0,male,group A,master's degree,free/reduced,none
65.0,55.0,54.0,female,group A,bachelor's degree,free/reduced,completed
69.0,57.0,53.0,male,group E,associate's degree,free/reduced,completed
75.0,79.0,74.0,female,group B,associate's degree,standard,completed
68.0,67.0,67.0,male,group E,associate's degree,standard,none
50.0,59.0,61.0,male,group D,high school,free/reduced,none
57.0,72.0,71.0,female,group D,bachelor's degree,free/reduced,none
59.0,70.0,69.0,female,group E,high school,standard,none
51.0,51.0,49.0,male,group B,some high school,free/reduced,completed
66.0,67.0,70.0,male,group C,some college,free/reduced,none
71.0,77.0,73.0,female,group B,some college,standard,completed
55.0,57.0,53.0,male,group D,some college,free/reduced,none
69.0,68.0,60.0,male,group A,some high school,free/reduced,none
76.0,82.0,80.0,male,group A,some college,free/reduced,completed
51.0,49.0,44.0,male,group E,high school,free/reduced,completed
72.0,70.0,70.0,male,group B,some college,standard,none
18.0,43.0,33.0,female,group C,some college,free/reduced,completed
54.0,62.0,61.0,female,group D,high school,standard,none
75.0,67.0,65.0,male,group E,associate's degree,free/reduced,completed
62.0,61.0,63.0,male,group C,some college,standard,none
81.0,75.0,79.0,male,group C,some college,standard,none
53.0,67.0,70.0,female,group D,some college,free/reduced,none
69.0,67.0,69.0,male,group E,some college,free/reduced,none
75.0,89.0,81.0,female,group C,associate's degree,free/reduced,completed
55.0,60.0,58.0,male,group D,associate's degree,free/reduced,none
62.0,62.0,62.0,male,group C,some high school,standard,none
63.0,71.0,71.0,female,group A,some college,standard,none
44.0,48.0,45.0,male,group A,high school,standard,none
48.0,76.0,77.0,female,group C,some high school,free/reduced,completed
77.0,89.0,89.0,male,group E,some college,standard,completed
62.0,55.0,67.0,female,group A,associate's degree,standard,none
53.0,54.0,53.0,female,group D,some college,standard,completed
62.0,67.0,68.0,male,group C,high school,free/reduced,completed
74.0,77.0,76.0,male,group E,some college,standard,none
42.0,54.0,52.0,female,group A,some college,free/reduced,none
67.0,78.0,77.0,female,group C,associate's degree,standard,completed
60.0,63.0,66.0,female,group E,high school,standard,none
74.0,82.0,79.0,female,group A,associate's degree,free/reduced,completed
48.0,52.0,39.0,male,group B,some college,free/reduced,none
65.0,72.0,75.0,male,group D,high school,free/reduced,completed
53.0,53.0,50.0,male,group E,some college,free/reduced,completed
55.0,53.0,57.0,male,group A,high school,standard,completed
74.0,81.0,83.0,female,group E,associate's degree,free/reduced,none
65.0,64.0,64.0,male,group A,some college,standard,none
60.0,64.0,62.0,female,group A,some high school,free/reduced,completed
75.0,83.0,81.0,female,group B,some college,standard,completed
59.0,61.0,60.0,male,group D,master's degree,free/reduced,none
61.0,65.0,64.0,female,group D,master's degree,free/reduced,completed
66.0,66.0,69.0,female,group E,associate's degree,standard,completed
57.0,62.0,65.0,female,group A,some high school,free/reduced,none
66.0,66.0,62.0,male,group A,bachelor's degree,free/reduced,none
66.0,67.0,66.0,male,group D,master's degree,free/reduced,none
70.0,72.0,72.0,female,group B,some high school,standard,completed
71.0,71.0,71.0,female,group E,some college,free/reduced,completed
65.0,75.0,67.0,female,group A,master's degree,standard,none
73.0,84.0,76.0,female,group D,bachelor's degree,free/reduced,none
63.0,65.0,68.0,female,group A,high school,free/reduced,none
83.0,76.0,73.0,male,group A,associate's degree,standard,completed
67.0,68.0,69.0,female,group E,some high school,free/reduced,none
73.0,78.0,79.0,female,group D,bachelor's degree,free/reduced,completed
57.0,67.0,63.0,female,group B,master's degree,standard,none
70.0,74.0,75.0,male,group D,some high school,standard,none
53.0,60.0,50.0,female,group A,associate's degree,free/reduced,none
63.0,66.0,67.0,female,group B,bachelor's degree,free/reduced,completed
64.0,72.0,68.0,female,group D,high school,standard,none
60.0,66.0,66.0,female,group B,some high school,free/reduced,none
65.0,66.0,66.0,female,group B,bachelor's degree,free/reduced,none
50.0,50.0,51.0,male,group A,master's degree,free/reduced,none
60.0,57.0,55.0,male,group B,associate's degree,standard,none
60.0,86.0,82.0,female,group C,some college,free/reduced,completed
70.0,72.0,68.0,female,group E,some college,standard,none
55.0,72.0,68.0,male,group B,high school,free/reduced,none
69.0,74.0,68.0,male,group E,high school,free/reduced,none
39.0,39.0,38.0,male,group A,master's degree,free/reduced,none
69.0,76.0,75.0,female,group D,some high school,standard,none
57.0,55.0,56.0,male,group D,some college,free/reduced,none
40.0,52.0,51.0,male,group C,some high school,standard,none
83.0,67.0,64.0,male,group A,some college,free/reduced,none
68.0,50.0,50.0,male,group C,some college,standard,completed
63.0,76.0,77.0,female,group B,associate's degree,standard,completed
79.0,73.0,77.0,male,group B,bachelor's degree,standard,none
79.0,72.0,75.0,male,group C,some college,standard,completed
57.0,66.0,62.0,female,group B,high school,standard,none
71.0,70.0,70.0,male,group B,high school,standard,completed
63.0,67.0,66.0,male,group C,associate's degree,free/reduced,none
57.0,64.0,61.0,female,group C,high school,standard,none
47.0,48.0,50.0,male,group B,high school,free/reduced,none
75.0,75.0,75.0,male,group A,some college,standard,completed
61.0,53.0,58.0,male,group B,bachelor's degree,standard,none
82.0,85.0,82.0,male,group C,high school,standard,none
61.0,65.0,70.0,female,group A,associate's degree,standard,none
61.0,67.0,65.0,male,group A,associate's degree,standard,none
55.0,52.0,52.0,male,group B,associate's degree,free/reduced,none
64.0,61.0,56.0,male,group D,associate's degree,free/reduced,none
59.0,70.0,69.0,male,group B,some high school,free/reduced,none
58.0,48.0,51.0,male,group B,some college,free/reduced,completed
78.0,73.0,74.0,male,group C,high school,standard,none
72.0,69.0,66.0,female,group A,some high school,free/reduced,none
40.0,39.0,38.0,male,group B,high school,free/reduced,none
59.0,65.0,62.0,female,group D,associate's degree,standard,none
53.0,55.0,55.0,female,group E,associate's degree,standard,completed
59.0,62.0,62.0,female,group B,high school,free/reduced,none
53.0,67.0,58.0,female,group E,master's degree,standard,none
53.0,53.0,57.0,male,group B,high school,free/reduced,completed
69.0,74.0,78.0,male,group B,associate's degree,standard,completed
63.0,66.0,62.0,female,group A,master's degree,standard,completed
75.0,74.0,73.0,female,group D,some college,standard,completed
81.0,88.0,71.0,male,group E,bachelor's degree,standard,none
63.0,65.0,75.0,male,group D,some high school,standard,none
63.0,64.0,66.0,female,group B,some college,standard,none
