checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,30,existing paid,radio/tv,4197,no known savings,4<=X<7,2,female div/dep/mar,none,4,no known property,28,bank,for free,1,skilled,1,none,yes,bad
no checking,15,existing paid,education,2852,no known savings,4<=X<7,3,male single,none,1,no known property,24,none,own,1,unskilled resident,1,none,yes,good
no checking,11,existing paid,new car,2538,<100,1<=X<4,4,female div/dep/mar,none,4,car,32,none,rent,1,skilled,1,yes,yes,good
>=200,29,delayed previously,radio/tv,11506,no known savings,>=7,3,male single,none,4,car,25,none,own,1,skilled,2,yes,yes,good
0<=X<200,8,critical/other existing credit,business,2398,no known savings,<1,3,female div/dep/mar,none,4,car,41,none,own,2,skilled,1,yes,yes,good
no checking,15,existing paid,business,1812,<100,<1,4,female div/dep/mar,none,2,car,26,none,own,1,skilled,1,yes,yes,good
0<=X<200,12,critical/other existing credit,radio/tv,2241,no known savings,<1,1,female div/dep/mar,none,2,life insurance,25,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,29,critical/other existing credit,new car,3091,no known savings,1<=X<4,4,male single,none,3,car,34,none,for free,2,skilled,2,none,yes,good
no checking,7,existing paid,used car,1857,<100,1<=X<4,3,female div/dep/mar,none,1,real estate,42,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,28,all paid,radio/tv,2926,no known savings,>=7,4,male single,guarantor,4,real estate,30,none,own,2,skilled,1,yes,yes,bad
0<=X<200,8,critical/other existing credit,radio/tv,719,100<=X<500,1<=X<4,1,female div/dep/mar,none,4,real estate,33,none,own,2,unskilled resident,1,none,yes,good
no checking,19,existing paid,used car,6876,<100,4<=X<7,2,male single,none,1,no known property,27,none,own,2,skilled,1,none,yes,good
no checking,17,existing paid,business,1919,<100,>=7,3,male single,none,4,car,27,none,for free,1,skilled,1,none,yes,good
0<=X<200,14,critical/other existing credit,business,3272,100<=X<500,4<=X<7,2,female div/dep/mar,none,1,life insurance,40,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,47,existing paid,used car,10314,<100,unemployed,3,male single,none,2,real estate,22,none,rent,1,skilled,2,none,yes,good
<0,20,no credits/all paid,new car,1773,<100,unemployed,4,female div/dep/mar,none,4,car,23,none,own,1,skilled,2,none,yes,good
<0,31,all paid,new car,7397,<100,1<=X<4,3,male single,none,4,no known property,62,none,own,1,unskilled resident,1,yes,yes,good
<0,13,existing paid,used car,2684,<100,>=7,2,male mar/wid,none,2,life insurance,20,none,own,2,skilled,1,none,yes,good
0<=X<200,33,critical/other existing credit,radio/tv,3460,500<=X<1000,>=7,4,female div/dep/mar,none,2,life insurance,24,none,own,1,skilled,1,yes,yes,good
0<=X<200,10,critical/other existing credit,used car,1048,no known savings,4<=X<7,4,male mar/wid,none,1,real estate,35,none,own,2,skilled,1,none,yes,good
>=200,13,existing paid,business,3535,<100,4<=X<7,4,female div/dep/mar,none,2,car,50,none,own,1,unemp/unskilled non res,1,yes,yes,bad
<0,43,existing paid,new car,4240,100<=X<500,<1,1,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
0<=X<200,10,critical/other existing credit,business,1808,no known savings,<1,4,female div/dep/mar,none,3,life insurance,58,none,rent,1,skilled,2,yes,yes,good
0<=X<200,20,critical/other existing credit,radio/tv,5888,no known savings,1<=X<4,4,male single,co applicant,1,car,56,none,for free,2,skilled,1,yes,yes,good
<0,18,critical/other existing credit,business,7082,100<=X<500,>=7,1,female div/dep/mar,guarantor,1,real estate,43,none,own,2,skilled,1,none,yes,good
0<=X<200,14,existing paid,furniture/equipment,2326,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,38,none,own,1,unskilled resident,1,none,yes,good
<0,17,critical/other existing credit,radio/tv,1640,<100,<1,4,male single,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,good
no checking,6,delayed previously,new car,2259,500<=X<1000,1<=X<4,3,male single,none,1,real estate,51,none,own,1,skilled,1,none,yes,good
no checking,16,delayed previously,radio/tv,1579,no known savings,>=7,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1990,<100,1<=X<4,4,male single,none,1,life insurance,23,stores,own,3,high qualif/self emp/mgmt,2,yes,yes,good
no checking,14,critical/other existing credit,new car,3969,<100,4<=X<7,4,male single,none,2,no known property,26,none,for free,2,skilled,1,none,yes,good
0<=X<200,9,existing paid,radio/tv,3443,<100,1<=X<4,2,male single,co applicant,4,real estate,35,none,rent,1,skilled,1,yes,yes,good
<0,24,existing paid,new car,3711,100<=X<500,1<=X<4,4,male single,none,4,no known property,46,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,18,critical/other existing credit,radio/tv,2183,<100,1<=X<4,4,male single,none,4,no known property,47,bank,own,1,unskilled resident,1,none,yes,bad
0<=X<200,23,delayed previously,new car,6204,<100,4<=X<7,1,male mar/wid,none,2,car,35,none,rent,1,skilled,2,none,no,good
0<=X<200,15,existing paid,furniture/equipment,3198,500<=X<1000,4<=X<7,1,female div/dep/mar,none,4,car,24,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,23,critical/other existing credit,education,3536,<100,1<=X<4,4,female div/dep/mar,none,4,car,45,none,own,2,skilled,2,yes,yes,good
0<=X<200,7,existing paid,used car,2034,500<=X<1000,4<=X<7,4,female div/dep/mar,none,1,no known property,53,bank,own,1,unemp/unskilled non res,1,none,yes,good
<0,30,critical/other existing credit,new car,5066,no known savings,>=7,3,male single,none,2,life insurance,36,none,rent,2,skilled,1,yes,yes,good
no checking,8,critical/other existing credit,furniture/equipment,3669,no known savings,4<=X<7,2,female div/dep/mar,none,2,car,38,none,own,1,skilled,1,none,yes,good
<0,26,existing paid,radio/tv,2569,<100,4<=X<7,4,male single,none,1,car,31,none,own,1,skilled,1,none,yes,good
no checking,17,critical/other existing credit,new car,2898,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,23,none,own,2,skilled,2,none,yes,good
<0,18,existing paid,new car,2422,<100,>=7,4,male single,none,2,car,49,none,rent,1,skilled,1,yes,yes,good
<0,15,existing paid,furniture/equipment,4390,100<=X<500,4<=X<7,1,male single,none,4,car,43,none,for free,3,skilled,1,yes,yes,good
no checking,23,existing paid,radio/tv,1770,100<=X<500,1<=X<4,2,male single,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,52,no credits/all paid,new car,14805,no known savings,1<=X<4,3,male single,none,4,no known property,44,none,for free,2,skilled,1,none,no,good
0<=X<200,47,critical/other existing credit,radio/tv,4357,no known savings,1<=X<4,4,female div/dep/mar,none,3,car,26,bank,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,6,existing paid,furniture/equipment,1493,<100,unemployed,1,female div/dep/mar,guarantor,3,car,37,none,own,2,unemp/unskilled non res,1,none,yes,good
0<=X<200,31,existing paid,other,1766,<100,>=7,4,male single,none,4,life insurance,24,none,own,2,skilled,1,yes,yes,good
<0,10,existing paid,new car,740,<100,<1,2,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,no,bad
<0,18,existing paid,furniture/equipment,604,<100,4<=X<7,2,male single,guarantor,1,real estate,23,none,own,1,skilled,1,none,yes,bad
<0,33,critical/other existing credit,business,1645,<100,>=7,4,male single,none,4,real estate,31,stores,own,2,unskilled resident,1,yes,yes,bad
no checking,23,no credits/all paid,education,2902,<100,1<=X<4,2,male single,none,2,no known property,25,bank,own,1,skilled,2,none,yes,good
no checking,12,existing paid,radio/tv,1393,<100,4<=X<7,2,female div/dep/mar,none,4,real estate,30,none,own,1,skilled,1,none,yes,good
<0,43,critical/other existing credit,new car,5436,no known savings,>=7,2,male single,guarantor,1,no known property,24,none,own,1,unemp/unskilled non res,2,none,yes,good
0<=X<200,42,critical/other existing credit,new car,6355,<100,1<=X<4,4,male single,none,4,car,30,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,57,critical/other existing credit,radio/tv,12412,<100,<1,2,female div/dep/mar,none,3,car,20,none,own,2,skilled,1,none,yes,bad
>=200,11,existing paid,radio/tv,884,<100,1<=X<4,1,female div/dep/mar,none,3,life insurance,28,bank,own,1,unskilled resident,1,yes,yes,good
<0,11,existing paid,used car,2055,<100,>=7,4,male single,none,1,car,53,none,own,1,skilled,2,yes,yes,bad
<0,15,critical/other existing credit,radio/tv,3828,<100,1<=X<4,4,male single,none,3,no known property,22,none,own,1,skilled,2,yes,yes,good
no checking,14,critical/other existing credit,education,2082,<100,4<=X<7,2,female div/dep/mar,none,4,no known property,52,bank,own,2,unskilled resident,1,none,yes,good
no checking,38,existing paid,business,5189,<100,>=7,1,male single,none,1,car,43,none,own,2,skilled,1,none,yes,bad
<0,35,no credits/all paid,business,2516,<100,>=7,4,male single,none,4,car,21,bank,rent,1,skilled,1,yes,yes,bad
no checking,60,critical/other existing credit,new car,11249,<100,>=7,1,female div/dep/mar,none,1,car,49,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,16,no credits/all paid,new car,1358,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,25,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,33,no credits/all paid,new car,3223,500<=X<1000,>=7,4,male single,none,4,car,49,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,10,critical/other existing credit,new car,2190,no known savings,>=7,1,male single,none,2,no known property,54,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,25,delayed previously,domestic appliance,3675,100<=X<500,<1,1,male single,none,4,car,26,none,own,2,skilled,1,none,yes,bad
no checking,24,critical/other existing credit,used car,1371,no known savings,unemployed,3,male single,none,2,life insurance,28,none,own,2,skilled,1,yes,yes,good
no checking,16,existing paid,new car,870,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,no known property,35,none,own,2,skilled,2,yes,yes,good
<0,21,existing paid,furniture/equipment,1143,<100,>=7,4,male single,none,4,no known property,23,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,25,existing paid,business,8390,<100,<1,3,male single,none,1,car,24,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,32,existing paid,radio/tv,5018,<100,>=7,3,male single,guarantor,3,real estate,41,none,own,2,skilled,1,none,yes,good
no checking,10,existing paid,radio/tv,1306,no known savings,<1,4,female div/dep/mar,none,4,real estate,54,bank,own,1,skilled,2,yes,yes,good
0<=X<200,20,existing paid,repairs,2522,100<=X<500,1<=X<4,1,female div/dep/mar,none,4,car,31,none,own,2,skilled,1,yes,yes,good
no checking,7,critical/other existing credit,used car,1148,<100,<1,3,male mar/wid,none,2,life insurance,55,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,13,no credits/all paid,retraining,1993,<100,1<=X<4,1,male single,none,2,real estate,23,none,own,2,skilled,1,none,yes,good
>=200,8,existing paid,business,454,500<=X<1000,1<=X<4,4,male single,guarantor,2,real estate,33,bank,own,1,skilled,2,yes,yes,bad
no checking,23,existing paid,new car,1927,<100,<1,4,female div/dep/mar,none,3,life insurance,25,none,own,1,skilled,1,yes,yes,good
<0,18,existing paid,used car,1623,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,car,54,none,own,1,unskilled resident,1,none,yes,good
no checking,16,existing paid,new car,3132,>=1000,unemployed,1,male single,none,1,car,35,none,own,2,unskilled resident,2,yes,yes,good
no checking,14,delayed previously,new car,3141,<100,1<=X<4,4,male single,none,2,car,45,bank,own,1,skilled,1,none,yes,bad
<0,38,existing paid,radio/tv,7680,<100,1<=X<4,4,male single,none,2,no known property,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,22,critical/other existing credit,new car,1663,100<=X<500,unemployed,1,female div/dep/mar,none,2,life insurance,39,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,38,critical/other existing credit,radio/tv,4353,<100,4<=X<7,1,female div/dep/mar,guarantor,2,car,26,none,rent,1,skilled,1,none,yes,bad
no checking,15,delayed previously,radio/tv,6498,<100,1<=X<4,3,male single,none,2,real estate,31,stores,own,1,skilled,1,yes,yes,good
<0,32,existing paid,used car,4027,<100,unemployed,4,female div/dep/mar,none,1,life insurance,26,none,rent,1,skilled,1,yes,yes,good
>=200,17,existing paid,furniture/equipment,1430,no known savings,>=7,4,male single,none,4,car,22,bank,own,1,unskilled resident,1,none,yes,good
0<=X<200,30,existing paid,furniture/equipment,4144,no known savings,<1,4,male single,guarantor,3,life insurance,29,stores,rent,1,unskilled resident,2,yes,yes,good
<0,17,no credits/all paid,furniture/equipment,2482,<100,<1,4,female div/dep/mar,none,4,no known property,25,none,own,2,skilled,1,yes,yes,bad
no checking,12,delayed previously,furniture/equipment,3150,<100,4<=X<7,2,female div/dep/mar,none,3,real estate,22,none,own,2,skilled,1,yes,yes,good
0<=X<200,18,critical/other existing credit,new car,4210,no known savings,>=7,2,male single,none,2,car,50,none,own,1,skilled,1,none,yes,good
0<=X<200,34,existing paid,new car,9721,<100,1<=X<4,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,25,delayed previously,furniture/equipment,4266,>=1000,>=7,4,male single,none,3,life insurance,30,none,own,2,skilled,1,yes,no,bad
no checking,22,no credits/all paid,new car,2420,<100,unemployed,3,male single,none,4,life insurance,49,none,for free,1,unskilled resident,1,none,yes,good
no checking,19,existing paid,used car,1075,<100,1<=X<4,2,female div/dep/mar,none,4,no known property,44,none,own,1,skilled,1,none,yes,good
no checking,27,existing paid,business,6818,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,40,none,own,1,skilled,2,none,yes,good
0<=X<200,8,all paid,new car,4042,no known savings,1<=X<4,3,male mar/wid,none,1,real estate,33,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,14,delayed previously,furniture/equipment,4721,<100,>=7,2,male single,none,2,real estate,33,bank,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,22,critical/other existing credit,radio/tv,5995,no known savings,<1,3,female div/dep/mar,none,1,car,41,none,for free,2,skilled,1,none,yes,good
0<=X<200,40,existing paid,business,7617,<100,>=7,4,female div/dep/mar,none,1,no known property,24,none,for free,1,skilled,1,none,yes,good
0<=X<200,9,existing paid,furniture/equipment,1826,500<=X<1000,4<=X<7,4,male div/sep,none,2,real estate,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,15,existing paid,new car,1744,<100,1<=X<4,4,male single,guarantor,2,life insurance,41,none,own,1,skilled,1,yes,yes,good
0<=X<200,16,existing paid,used car,5676,<100,1<=X<4,2,male single,none,4,no known property,48,none,own,2,unskilled resident,1,yes,yes,good
<0,8,existing paid,repairs,1789,<100,4<=X<7,3,female div/dep/mar,none,2,no known property,31,bank,own,1,skilled,1,yes,yes,good
0<=X<200,17,existing paid,new car,2580,<100,1<=X<4,3,male single,guarantor,1,life insurance,49,none,own,1,skilled,2,none,yes,bad
no checking,34,critical/other existing credit,used car,3015,no known savings,<1,4,male single,none,4,life insurance,22,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,31,existing paid,business,1449,<100,<1,1,female div/dep/mar,none,4,life insurance,40,none,own,1,skilled,1,yes,yes,good
<0,23,critical/other existing credit,furniture/equipment,1060,<100,1<=X<4,4,male single,none,2,real estate,29,none,own,1,skilled,1,none,no,bad
no checking,19,critical/other existing credit,business,3519,<100,>=7,1,male single,none,4,car,47,none,for free,1,skilled,1,yes,yes,good
<0,20,existing paid,used car,8522,<100,unemployed,3,female div/dep/mar,none,2,car,22,none,own,2,skilled,2,yes,yes,bad
<0,16,critical/other existing credit,radio/tv,1318,<100,4<=X<7,3,male single,none,3,real estate,25,none,own,2,unemp/unskilled non res,1,none,yes,good
no checking,37,critical/other existing credit,education,6557,<100,>=7,2,male single,none,4,no known property,33,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,20,existing paid,furniture/equipment,8118,<100,>=7,4,female div/dep/mar,none,2,life insurance,39,none,own,2,high qualif/self emp/mgmt,1,yes,no,good
0<=X<200,10,delayed previously,radio/tv,1266,500<=X<1000,>=7,4,male single,none,1,real estate,63,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,34,existing paid,furniture/equipment,2157,<100,>=7,4,male single,none,1,car,35,none,own,2,skilled,1,none,yes,bad
<0,8,existing paid,radio/tv,1035,<100,1<=X<4,4,male single,none,4,real estate,29,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,11,existing paid,new car,2973,100<=X<500,1<=X<4,3,female div/dep/mar,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,19,critical/other existing credit,business,1735,no known savings,1<=X<4,4,male single,none,4,life insurance,74,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,29,critical/other existing credit,radio/tv,2028,500<=X<1000,>=7,4,female div/dep/mar,none,4,car,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,26,existing paid,radio/tv,3960,<100,unemployed,2,female div/dep/mar,none,3,life insurance,29,none,own,1,skilled,1,none,yes,bad
no checking,26,existing paid,business,4935,<100,<1,4,female div/dep/mar,none,3,car,33,stores,rent,2,skilled,1,none,yes,bad
<0,45,existing paid,radio/tv,4359,no known savings,unemployed,2,male single,none,4,car,33,bank,own,1,skilled,1,none,yes,bad
<0,6,critical/other existing credit,radio/tv,1595,no known savings,4<=X<7,3,female div/dep/mar,none,2,real estate,34,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,24,existing paid,furniture/equipment,1502,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,34,none,for free,1,skilled,1,yes,yes,good
no checking,9,all paid,furniture/equipment,1917,<100,4<=X<7,3,female div/dep/mar,none,2,life insurance,24,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,22,critical/other existing credit,new car,5326,<100,>=7,3,male single,none,2,no known property,31,stores,for free,1,skilled,1,yes,yes,good
0<=X<200,13,existing paid,furniture/equipment,926,>=1000,<1,4,female div/dep/mar,none,4,car,22,none,for free,1,unskilled resident,1,yes,yes,good
<0,8,existing paid,radio/tv,530,no known savings,<1,3,male single,none,4,car,24,none,own,2,skilled,2,none,yes,good
0<=X<200,48,existing paid,used car,7652,500<=X<1000,1<=X<4,4,male single,none,1,life insurance,20,none,own,2,skilled,1,yes,yes,good
0<=X<200,28,critical/other existing credit,used car,15696,<100,4<=X<7,4,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
<0,9,critical/other existing credit,new car,2088,<100,4<=X<7,2,male mar/wid,none,2,life insurance,30,none,for free,1,unskilled resident,1,none,yes,bad
0<=X<200,28,existing paid,new car,9851,<100,1<=X<4,1,male single,guarantor,3,real estate,33,none,own,2,skilled,1,none,no,good
<0,22,critical/other existing credit,business,2703,<100,>=7,2,male single,none,2,no known property,47,none,own,2,skilled,2,none,yes,good
<0,16,existing paid,radio/tv,1242,no known savings,1<=X<4,4,male single,none,4,car,33,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,12,all paid,furniture/equipment,2121,<100,unemployed,4,male single,none,1,real estate,21,bank,own,1,unskilled resident,1,none,yes,good
0<=X<200,16,existing paid,business,2745,>=1000,>=7,2,male mar/wid,none,2,real estate,39,none,rent,2,skilled,2,none,yes,good
0<=X<200,10,critical/other existing credit,furniture/equipment,3857,no known savings,unemployed,2,female div/dep/mar,none,3,no known property,22,stores,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,new car,4395,<100,1<=X<4,3,female div/dep/mar,none,1,life insurance,29,bank,rent,2,skilled,1,yes,yes,bad
<0,33,existing paid,new car,6468,<100,1<=X<4,1,male single,none,2,life insurance,39,none,own,2,skilled,1,yes,yes,good
no checking,18,critical/other existing credit,radio/tv,1556,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,35,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,5,existing paid,used car,1793,<100,unemployed,2,female div/dep/mar,none,3,real estate,23,none,own,2,skilled,1,none,yes,good
0<=X<200,57,existing paid,used car,4921,<100,<1,4,male single,none,1,no known property,30,none,for free,1,skilled,1,none,yes,good
>=200,17,existing paid,business,2493,no known savings,1<=X<4,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,good
<0,7,existing paid,radio/tv,956,<100,1<=X<4,2,male single,none,4,no known property,47,stores,own,1,skilled,1,none,yes,bad
<0,46,existing paid,business,3099,100<=X<500,>=7,2,male mar/wid,none,4,car,23,none,own,1,skilled,1,yes,yes,good
<0,7,delayed previously,new car,1180,<100,1<=X<4,4,male single,none,4,car,30,none,rent,2,unskilled resident,1,yes,yes,good
0<=X<200,35,existing paid,furniture/equipment,1763,<100,>=7,2,male div/sep,none,2,no known property,27,stores,own,1,skilled,1,none,yes,bad
0<=X<200,35,critical/other existing credit,radio/tv,10528,500<=X<1000,1<=X<4,3,female div/dep/mar,none,1,car,52,none,own,1,skilled,1,yes,yes,good
0<=X<200,45,existing paid,furniture/equipment,2916,>=1000,1<=X<4,4,male single,none,4,car,43,none,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,33,delayed previously,used car,6614,<100,1<=X<4,2,male single,none,3,car,22,none,own,1,skilled,2,none,yes,good
no checking,46,existing paid,new car,3154,<100,>=7,2,female div/dep/mar,none,4,car,38,none,for free,2,unskilled resident,1,none,yes,bad
<0,23,critical/other existing credit,used car,3077,500<=X<1000,>=7,4,male single,none,4,car,45,none,own,3,skilled,1,none,yes,good
0<=X<200,38,delayed previously,radio/tv,3662,500<=X<1000,unemployed,3,male single,none,4,life insurance,49,none,own,2,high qualif/self emp/mgmt,2,none,yes,bad
<0,18,all paid,furniture/equipment,4246,<100,<1,3,male single,none,4,no known property,44,none,own,2,skilled,1,yes,yes,good
>=200,48,existing paid,furniture/equipment,13205,<100,1<=X<4,4,male single,none,2,no known property,28,none,rent,1,skilled,1,yes,yes,good
0<=X<200,38,delayed previously,new car,11222,>=1000,<1,4,male div/sep,none,4,real estate,41,bank,own,1,unskilled resident,1,yes,yes,good
0<=X<200,5,existing paid,domestic appliance,439,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,35,none,own,1,skilled,1,none,yes,bad
0<=X<200,28,delayed previously,used car,3899,<100,1<=X<4,4,male div/sep,none,2,life insurance,49,none,rent,2,skilled,1,none,yes,good
no checking,48,critical/other existing credit,education,6195,500<=X<1000,<1,2,male single,none,4,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,6,delayed previously,furniture/equipment,1026,<100,4<=X<7,1,female div/dep/mar,guarantor,2,real estate,22,none,for free,1,skilled,2,none,yes,good
no checking,29,existing paid,radio/tv,10255,<100,>=7,3,male single,none,4,car,40,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,43,existing paid,furniture/equipment,6626,500<=X<1000,<1,4,female div/dep/mar,none,3,car,22,none,own,2,skilled,1,yes,yes,good
<0,7,existing paid,furniture/equipment,1115,<100,<1,2,female div/dep/mar,none,3,life insurance,28,none,own,2,unskilled resident,1,none,no,bad
<0,12,delayed previously,business,3652,<100,unemployed,2,male single,none,3,car,31,bank,own,1,skilled,2,none,yes,good
0<=X<200,8,delayed previously,new car,1179,no known savings,>=7,3,male single,guarantor,1,real estate,58,none,own,2,skilled,1,none,yes,good
no checking,32,critical/other existing credit,business,5205,>=1000,1<=X<4,4,female div/dep/mar,none,4,car,59,none,rent,1,unskilled resident,1,yes,yes,good
<0,21,existing paid,new car,2659,<100,>=7,2,male single,none,4,car,49,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,9,critical/other existing credit,new car,5166,<100,1<=X<4,2,male single,none,2,life insurance,42,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
<0,18,critical/other existing credit,new car,6598,no known savings,unemployed,2,male single,none,4,life insurance,43,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,27,existing paid,radio/tv,1980,<100,<1,4,female div/dep/mar,none,2,real estate,20,none,own,2,skilled,1,none,yes,good
no checking,25,existing paid,new car,2714,<100,<1,1,male single,none,4,car,35,bank,own,2,skilled,1,none,yes,bad
no checking,35,existing paid,new car,6586,<100,4<=X<7,2,male single,none,4,car,35,none,own,1,unskilled resident,1,yes,yes,bad
no checking,7,existing paid,radio/tv,1935,<100,>=7,4,female div/dep/mar,co applicant,4,real estate,31,none,own,3,skilled,1,none,yes,good
<0,33,critical/other existing credit,radio/tv,9985,<100,1<=X<4,3,male single,none,2,life insurance,71,none,own,1,skilled,1,yes,yes,bad
no checking,17,delayed previously,new car,6782,<100,1<=X<4,3,male single,none,1,life insurance,33,none,own,1,skilled,1,yes,yes,good
no checking,24,critical/other existing credit,furniture/equipment,6646,<100,1<=X<4,3,male mar/wid,none,2,no known property,22,none,rent,1,unskilled resident,1,none,yes,good
no checking,10,existing paid,furniture/equipment,1091,no known savings,1<=X<4,3,male single,none,4,car,42,none,for free,2,skilled,1,none,yes,good
no checking,31,existing paid,used car,1730,no known savings,4<=X<7,4,female div/dep/mar,none,1,car,29,bank,own,1,skilled,1,none,yes,good
<0,11,delayed previously,furniture/equipment,1141,100<=X<500,1<=X<4,3,male single,none,3,real estate,41,none,own,2,skilled,1,none,no,good
no checking,21,no credits/all paid,radio/tv,4818,<100,1<=X<4,2,male single,none,1,car,34,none,for free,1,skilled,1,yes,yes,bad
<0,23,existing paid,education,444,<100,1<=X<4,4,male single,none,2,no known property,43,none,own,1,unskilled resident,1,none,yes,bad
no checking,60,existing paid,business,10045,<100,1<=X<4,4,female div/dep/mar,none,4,car,21,none,own,1,skilled,1,yes,yes,bad
<0,9,existing paid,radio/tv,884,<100,1<=X<4,4,female div/dep/mar,guarantor,1,real estate,29,none,own,2,skilled,1,none,yes,bad
<0,32,critical/other existing credit,new car,4027,<100,>=7,1,male single,guarantor,4,real estate,41,bank,own,1,unskilled resident,2,yes,yes,good
no checking,10,critical/other existing credit,radio/tv,630,>=1000,<1,1,male single,none,2,real estate,48,none,own,2,high qualif/self emp/mgmt,1,none,no,good
no checking,7,critical/other existing credit,radio/tv,362,<100,1<=X<4,2,male single,none,2,car,55,none,own,1,skilled,2,none,yes,good
<0,9,critical/other existing credit,radio/tv,1326,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,30,none,own,2,skilled,1,yes,yes,good
<0,9,existing paid,furniture/equipment,306,no known savings,>=7,4,male single,none,4,real estate,53,none,own,1,skilled,1,yes,yes,good
<0,32,critical/other existing credit,radio/tv,5683,<100,4<=X<7,2,male single,none,1,no known property,49,none,own,1,unskilled resident,2,none,yes,good
<0,9,existing paid,used car,896,100<=X<500,>=7,1,female div/dep/mar,none,2,real estate,48,none,own,2,skilled,1,none,yes,good
<0,35,existing paid,used car,9612,<100,>=7,3,male single,none,3,car,42,bank,for free,1,skilled,1,yes,no,bad
0<=X<200,14,existing paid,radio/tv,2517,100<=X<500,1<=X<4,4,male div/sep,none,3,real estate,25,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,10,existing paid,new car,1286,no known savings,unemployed,4,male single,none,1,real estate,24,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,7,all paid,business,2446,no known savings,>=7,3,male mar/wid,none,4,real estate,51,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,26,existing paid,radio/tv,2452,<100,unemployed,4,female div/dep/mar,none,1,life insurance,39,none,own,2,skilled,1,yes,yes,bad
no checking,41,all paid,business,7103,<100,1<=X<4,1,male single,none,1,car,64,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
